model,method,country,align_n_criteria,align_mis,align_jsd,align_cosine_sim,align_pearson_r,align_pearson_p,align_spearman_rho,align_spearman_p,align_mae,align_rmse,flip_rate,n_scenarios,final_delta_country,final_alpha_h,mean_reliability_r,mean_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,std_reliability_r,std_bootstrap_var,mean_positional_bias,utilitarianism_slope_hat,utilitarianism_slope_n
Qwen/Qwen2.5-7B-Instruct,baseline_vanilla,USA,6,0.48332066781933025,0.12304087037645556,0.5651545680276092,0.5651545680276092,0.24252324367620873,0.3142857142857143,0.5440932944606414,16.388336028034335,19.73148363830942,,310,,,,,,,,,,,,0
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,USA,6,0.382755872757666,0.07491630772045792,0.708841264558846,0.7088412645588461,0.11481885452123507,0.7142857142857143,0.1107871720116617,12.564519260566428,15.625943071832102,0.21935483870967742,310,-0.804927937508929,0.9279215377612339,0.9003333709695756,0.005854081824715051,0.5739494265087189,0.5751070991639168,0.5496056905677241,0.17387375351335937,0.015250728136017182,0.10730846774193549,-0.037606593229095965,20
Qwen/Qwen2.5-7B-Instruct,baseline_vanilla,GBR,6,0.4827355951721313,0.1220267831899651,0.575120231818855,0.5751202318188549,0.23243397970828292,0.3142857142857143,0.5440932944606414,16.174607758891998,19.707598147507802,,310,,,,,,,,,,,,0
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,GBR,6,0.39854945985875184,0.08192867694326582,0.6200783472417566,0.6200783472417565,0.1890916598658124,0.7142857142857143,0.1107871720116617,12.663680449287213,16.270713565263144,0.22903225806451613,310,-0.8682980148930582,0.9279215377612339,0.9026430036850714,0.00640845251005026,0.5950353318645109,0.5915098688294811,0.5679390824610188,0.17748817121507143,0.019625576206737983,0.10730846774193549,-0.03000673703743006,20
Qwen/Qwen2.5-7B-Instruct,baseline_vanilla,DEU,6,0.30813170435535586,0.06384424017809553,0.5261477103985308,0.5261477103985308,0.28360554150183853,0.3714285714285715,0.46847813411078715,11.681995012313022,12.57942415407905,,310,,,,,,,,,,,,0
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,DEU,6,0.41465924961542294,0.068709650859461,0.14422112818072677,0.1442211281807268,0.7851681882671466,0.14285714285714288,0.7871720116618075,14.306390155588323,16.928392978052468,0.18064516129032257,310,-0.8310713971782411,0.9279215377612339,0.9141354109407905,0.004700552521482493,0.5543627405358899,0.5497568727020294,0.5277405516274514,0.1536275138267751,0.011674953791563013,-0.40786290322580643,0.015040761133864282,20
Qwen/Qwen2.5-7B-Instruct,baseline_vanilla,ARG,6,0.469311349979129,0.125871378667132,0.1890147678368935,0.18901476783689344,0.7198542740893422,0.48571428571428577,0.3287230320699709,16.02384295781493,19.159555632426716,,310,,,,,,,,,,,,0
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,ARG,6,0.3766900309173954,0.06350702514943819,0.19617772740883274,0.19617772740883274,0.7095084275403517,0.3714285714285715,0.46847813411078715,12.650172435770349,15.378306115680639,0.14838709677419354,310,-1.6325543723213987,0.9279215377612339,0.8085657549325875,0.017490290939598335,0.5917276159409554,0.5879445606662381,0.5665254454458913,0.2721596489804197,0.04859726483148549,1.003326612903226,-0.020866628761630108,20
Qwen/Qwen2.5-7B-Instruct,baseline_vanilla,BRA,6,0.5794799398379339,0.1566648939493014,-0.3219148211289822,-0.3219148211289822,0.5338076482815014,-0.3714285714285715,0.46847813411078715,20.38457280245368,23.65716947969387,,310,,,,,,,,,,,,0
Qwen/Qwen2.5-7B-Instruct,EXP-24-HF_QWEN25_7B_BF16_dual_pass,BRA,6,0.41074085195602117,0.08140864616379385,-0.20528018792246508,-0.20528018792246505,0.696404967113834,0.08571428571428573,0.8717434402332361,13.925237453865776,16.76842506347163,0.11935483870967742,310,-1.4927945153648965,0.9279215377612339,0.8167042352317414,0.018770141679946787,0.5415995612259834,0.5448524933668875,0.5198589483576436,0.28108779423454855,0.056498172135682166,-0.7784778225806451,-0.04726069659563952,20
