model,method,country,align_n_criteria,align_mis,align_jsd,align_cosine_sim,align_pearson_r,align_pearson_p,align_spearman_rho,align_spearman_p,align_mae,align_rmse,flip_rate,n_scenarios,final_delta_country,final_alpha_h,mean_reliability_r,mean_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,std_reliability_r,std_bootstrap_var,mean_positional_bias,utilitarianism_slope_hat,utilitarianism_slope_n
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,baseline_vanilla,USA,6,0.8730161398356483,0.2922693987849725,0.24153252431190875,0.2415325243119088,0.6447464709394285,0.14285714285714288,0.7871720116618075,25.71418758224227,35.640734663526416,,310,,,,,,,,,,,,0
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,EXP-24-LLAMA33_70B_dual_pass,USA,6,0.5780224054988998,0.1212626318869744,0.2659696568053278,0.26596965680532797,0.6104528427147338,0.2,0.704,18.58992972893242,23.597665889473568,0.15806451612903225,310,-3.6509201288297106,0.9279215377612339,0.7936721028220299,0.037254263543173655,0.5980450507133238,0.598750705584403,0.5740318511762926,0.30606292162152365,0.18381153493978694,2.0203629032258066,-0.1579160166472341,20
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,baseline_vanilla,GBR,6,0.8725854722622507,0.29107092418387526,0.26613038713461085,0.2661303871346108,0.6102288125906581,0.14285714285714288,0.7871720116618075,25.72217001038224,35.62315273346664,,310,,,,,,,,,,,,0
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,EXP-24-LLAMA33_70B_dual_pass,GBR,6,0.598323682993907,0.14078032446608163,0.12465565944619961,0.12465565944619968,0.8139850250605097,0.2,0.704,18.70685676242046,24.426462072630486,0.18387096774193548,310,-3.977376029254324,0.9279215377612339,0.7838434357736515,0.03521794975198268,0.6283050452509235,0.6258252457264931,0.6032189773936425,0.3015200766803258,0.13555958429819503,2.0203629032258066,-0.16095312919894417,20
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,baseline_vanilla,DEU,6,0.7154516584379337,0.1909504092521194,-0.1519745275107836,-0.15197452751078364,0.7737932301071674,-0.4285714285714286,0.3965014577259474,21.192166788309272,29.208191646682206,,310,,,,,,,,,,,,0
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,EXP-24-LLAMA33_70B_dual_pass,DEU,6,0.6434214555456321,0.1892911237570448,0.10094325870529068,0.10094325870529067,0.849099394702817,0.2,0.704,17.379067397509093,26.267570927427474,0.17419354838709677,310,0.169397935103265,0.9279215377612339,0.8874237690284732,0.010011130767101268,0.6084224816291562,0.6044261898725264,0.5832893236029533,0.20865130627308237,0.04360661124087876,1.5182459677419355,0.014375999794983397,20
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,baseline_vanilla,ARG,6,1.0147363556195048,0.25742527135897353,-0.5151254447292876,-0.5151254447292876,0.2956571891808974,-0.3714285714285715,0.46847813411078715,36.42991468873714,41.42643824531933,,310,,,,,,,,,,,,0
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,EXP-24-LLAMA33_70B_dual_pass,ARG,6,0.8908980376279846,0.17849681603661074,-0.4558371597560782,-0.45583715975607825,0.36360289597787393,-0.14285714285714288,0.7871720116618075,32.57346974712221,36.3707600839235,0.2129032258064516,310,0.32834764666210414,0.9279215377612339,0.8856276452888133,0.007345142120263875,0.5943203955888748,0.5921330226044501,0.5690994112722335,0.19635660607549196,0.019588657712063473,1.09140625,0.0500823202546076,20
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,baseline_vanilla,BRA,6,0.5213274962606507,0.15224970866005832,0.16879210412265946,0.16879210412265946,0.7492163526967355,0.3714285714285715,0.46847813411078715,15.669430741692478,21.28310591202166,,310,,,,,,,,,,,,0
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,EXP-24-LLAMA33_70B_dual_pass,BRA,6,0.457995534758087,0.11914306272948035,0.22160748273037245,0.22160748273037242,0.673030333947775,0.3714285714285715,0.46847813411078715,13.836681889435061,18.697589410507177,0.19032258064516128,310,-0.9558782724806983,0.9279215377612339,0.8816655867423655,0.010041285283575781,0.5685595144187251,0.5716785306892087,0.5458738677924679,0.2082451604150519,0.04181296584949535,0.5413306451612904,0.042215540136977654,20
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,baseline_vanilla,MEX,6,1.0367193968469612,0.25734771888225383,-0.5114466442787716,-0.5114466442787718,0.29972154433740583,-0.3714285714285715,0.46847813411078715,37.3801790290641,42.32389214534991,,310,,,,,,,,,,,,0
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,EXP-24-LLAMA33_70B_dual_pass,MEX,6,0.9092963783331312,0.17894373393560523,-0.3850310267921036,-0.3850310267921038,0.45099367128718587,-0.2571428571428572,0.6227871720116618,33.41974936005738,37.12186919794828,0.2161290322580645,310,0.2759479655074696,0.9279215377612339,0.882712760927309,0.009523346467866275,0.5998623051951009,0.5895919334503912,0.5715756219240927,0.20142093509839648,0.040801707716706326,1.09140625,0.043217622905835196,20
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,baseline_vanilla,COL,6,1.0408701739779291,0.26009622208025407,-0.5804478900994016,-0.5804478900994015,0.2271103447668012,-0.4285714285714286,0.3965014577259474,37.42860069329578,42.49334691213133,,310,,,,,,,,,,,,0
