floor,country,n_scenarios,elapsed_sec,mis,jsd,pearson_r,flip_rate,mean_worst_reward,std_worst_reward,mean_best_reward,mean_persona_spread
0.0,USA,310,26.82793140411377,0.36801992377377546,0.08605931354841763,0.5092029572468285,0.3387096774193548,-1.390308358592372,15.789462620470744,4.134553826239801,5.524862184832173
0.0,VNM,310,31.251959085464478,0.5090028996929592,0.11829334475730975,0.41544526905689116,0.22903225806451613,-7.766963534105209,24.149703811336135,-0.9776976862501714,6.789265847855037
0.0,DEU,310,25.894885778427124,0.3478272517869465,0.08806393963101318,0.7170111162875991,0.26129032258064516,3.0791123843962147,25.761311366885145,8.285163003494663,5.206050619098448
0.5,USA,310,25.482005834579468,0.36125305400109775,0.08480954052281083,0.5121393284271689,0.3225806451612903,-1.1061178638089089,15.63511769158675,4.042954740216655,5.149072604025564
0.5,VNM,310,29.966883659362793,0.502826151724671,0.1143069795450795,0.4319376420865133,0.22580645161290322,-7.731779753777289,24.091278838163873,-0.8956718475828248,6.836107906194464
0.5,DEU,310,26.524792909622192,0.3496230828842237,0.08872631715474383,0.7200541825511391,0.267741935483871,3.0555027923276348,26.155214439748686,8.615928727484519,5.560425935156884
1.0,USA,310,26.928918838500977,0.355451967731347,0.08340573706458432,0.5321035017064438,0.3387096774193548,-1.1934513522732642,15.710333766687217,4.177364955409881,5.370816307683145
1.0,VNM,310,29.757067441940308,0.5128392792711411,0.11846959950451266,0.403731513076444,0.23225806451612904,-8.001001349764486,24.24392313833738,-1.0612137456334407,6.939787604131045
1.0,DEU,310,25.91803812980652,0.3514757947107845,0.08968824335849238,0.7217059598999348,0.27741935483870966,3.1941035608130117,25.78175976426188,8.534597431555872,5.3404938707428595
2.0,USA,310,25.235933542251587,0.37949816909383144,0.08945960016986278,0.49044527723167797,0.33225806451612905,-1.2733524414800828,15.903679693423745,4.126715047897831,5.400067489377914
2.0,VNM,310,30.13824701309204,0.5114671417913235,0.11803249833300515,0.410536642286971,0.22258064516129034,-8.053450468470974,24.367170201649696,-1.0610895526264945,6.992360915844479
2.0,DEU,310,26.181090116500854,0.3561733223044576,0.09003580458241647,0.7153138216324495,0.27419354838709675,3.1587232572417103,25.86644621927932,8.45246826756385,5.29374501032214
