country,method,phenomenon_category,preferred_on_right,p_spare_preferred,bias_a,bias_b,n_left,n_right
ARG,swai,Fitness,0,1.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,Species,0,0.0063457489013671875,36.67087173461914,-36.67087173461914,3,3
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,5,5
ARG,swai,SocialValue,1,0.0,36.67087173461914,-36.67087173461914,2,2
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,Age,0,1.0,36.67087173461914,-36.67087173461914,1,1
ARG,swai,Fitness,1,0.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,4,4
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,2,2
ARG,swai,Gender,1,0.0,36.67087173461914,-36.67087173461914,5,5
ARG,swai,Utilitarianism,1,0.9989529848098755,36.67087173461914,-36.67087173461914,4,5
ARG,swai,Utilitarianism,0,0.24670451879501343,36.67087173461914,-36.67087173461914,4,1
ARG,swai,Fitness,0,1.0,36.67087173461914,-36.67087173461914,4,4
ARG,swai,Utilitarianism,1,0.999648928642273,36.67087173461914,-36.67087173461914,2,5
ARG,swai,Species,0,0.0008616447448730469,36.67087173461914,-36.67087173461914,4,4
ARG,swai,Gender,1,0.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,Gender,0,0.009260892868041992,36.67087173461914,-36.67087173461914,1,1
ARG,swai,Gender,0,1.0,36.67087173461914,-36.67087173461914,4,4
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,1,1
ARG,swai,Gender,0,1.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,Gender,1,0.0,36.67087173461914,-36.67087173461914,5,5
ARG,swai,Age,0,1.0,36.67087173461914,-36.67087173461914,4,4
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,1,1
ARG,swai,Age,1,0.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,Gender,1,0.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,SocialValue,1,0.0,36.67087173461914,-36.67087173461914,5,5
ARG,swai,Fitness,0,1.0,36.67087173461914,-36.67087173461914,4,4
ARG,swai,Fitness,0,1.0,36.67087173461914,-36.67087173461914,2,2
ARG,swai,Gender,0,1.0,36.67087173461914,-36.67087173461914,5,5
ARG,swai,Species,0,0.0011094212532043457,36.67087173461914,-36.67087173461914,1,1
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,2,2
ARG,swai,Fitness,0,1.0,36.67087173461914,-36.67087173461914,3,3
ARG,swai,SocialValue,1,0.0,36.67087173461914,-36.67087173461914,4,4
ARG,swai,Gender,1,0.0,36.67087173461914,-36.67087173461914,1,1
ARG,swai,SocialValue,1,0.0,36.67087173461914,-36.67087173461914,4,4
ARG,swai,Species,0,0.0002682805061340332,36.67087173461914,-36.67087173461914,5,5
ARG,swai,Age,1,0.0,36.67087173461914,-36.67087173461914,5,5
ARG,swai,Gender,1,0.0,36.67087173461914,-36.67087173461914,1,1
ARG,swai,SocialValue,0,1.0,36.67087173461914,-36.67087173461914,5,5
ARG,swai,SocialValue,1,0.0,36.67087173461914,-36.67087173461914,4,4
ARG,swai,Age,1,0.0,36.67087173461914,-36.67087173461914,2,2
ARG,swai,Fitness,1,0.0,36.67087173461914,-36.67087173461914,4,4
ARG,swai,Utilitarianism,1,0.9997084736824036,36.67087173461914,-36.67087173461914,2,4
ARG,swai,Age,0,1.0,36.67087173461914,-36.67087173461914,5,5
ARG,swai,Age,0,1.0,36.67087173461914,-36.67087173461914,4,4
