model,method,country,align_n_criteria,align_mis,align_jsd,align_cosine_sim,align_pearson_r,align_pearson_p,align_spearman_rho,align_spearman_p,align_mae,align_rmse,flip_rate,n_scenarios,final_delta_country,final_alpha_h,mean_reliability_r,mean_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,std_reliability_r,std_bootstrap_var,mean_positional_bias,utilitarianism_slope_hat,utilitarianism_slope_n
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,USA,6,0.6766719582103159,0.18922727157597194,0.38040004086667006,0.3804000408666701,0.45692267880236154,0.3142857142857143,0.5440932944606414,20.88972409007404,27.6250170144196,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,USA,6,0.4874273410578995,0.10973855029618267,0.4223267817711603,0.4223267817711604,0.4041729108638546,0.48571428571428577,0.3287230320699709,16.913930329462858,19.89913787122338,0.17419354838709677,310,-0.9343560032768632,0.9279215377612339,0.8809681298646806,0.010245678577922074,0.5726335456294398,0.573298615794028,0.5480659252212894,0.21527334346009033,0.03445494295141589,-1.142741935483871,0.05095214001130016,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,GBR,6,0.6766956011150612,0.18840386142521742,0.39267202382617344,0.3926720238261733,0.4412652727665477,0.3142857142857143,0.5440932944606414,20.879259258311468,27.625982231963988,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,GBR,6,0.5238211016597838,0.12774460960265469,0.23012308057050065,0.23012308057050065,0.6609086508147959,0.48571428571428577,0.3287230320699709,18.39810294336333,21.384906926150414,0.18064516129032257,310,-0.8814392429991054,0.9279215377612339,0.9025535527971431,0.00551749240616034,0.5704275131225586,0.5684589265815674,0.5454978544865885,0.174207444582067,0.012893739827406442,-1.142741935483871,0.020618044054952885,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,DEU,6,0.3181098739616087,0.08113821928295006,0.6761286129536829,0.676128612953683,0.14035314489309253,0.7142857142857143,0.1107871720116617,11.847455685954463,12.986781222450169,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,DEU,6,0.3063651494141371,0.0812992561378179,0.5679893494879488,0.5679893494879489,0.23963603769852138,0.5428571428571429,0.26570262390670557,9.035540339984612,12.507304850602745,0.17419354838709677,310,-1.1800075187100383,0.9279215377612339,0.8837548667088841,0.007368749678090566,0.5809783115502327,0.5797167518446522,0.5574000562390974,0.19958245066977048,0.01851039642292347,-1.7774193548387096,0.03585848664257903,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,ARG,6,0.5203858332602062,0.13238545276024696,-0.15539089927166666,-0.15539089927166672,0.7687897111813888,-0.08571428571428573,0.8717434402332361,17.82096947265995,21.244662681009206,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,ARG,6,0.3384506966421224,0.08323484488038672,0.5079563740396111,0.5079563740396111,0.3035968089560361,0.5428571428571429,0.26570262390670557,10.13915306600121,13.817191831045,0.22258064516129034,310,-0.8976934838701666,0.9279215377612339,0.8479682179857715,0.01310981207902924,0.5725081810066777,0.5704190747391793,0.5463118585848039,0.23484752049865212,0.047055877594837696,-1.3601814516129032,0.07255118624547577,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,BRA,6,0.5287613273303267,0.14342955570560736,-0.08584864905177088,-0.08584864905177085,0.8715433782882076,-0.2,0.704,19.41631214029228,21.586590794600895,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,BRA,6,0.3750547995856331,0.10132135642078183,0.2123276989619319,0.2123276989619319,0.686294641876857,0.6,0.20799999999999982,11.790235908894632,15.311548076110146,0.19032258064516128,310,-1.099102707231676,0.9279215377612339,0.8894344161259228,0.007523543569845772,0.5589317160267984,0.5607952275583821,0.5361397430781395,0.20042795819568873,0.021918994332956857,-1.631149193548387,0.037855948295129255,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,MEX,6,0.517074102309564,0.12731807649228488,-0.013882512076047253,-0.013882512076047274,0.9791775696335402,-0.08571428571428573,0.8717434402332361,17.169227406331796,21.10946183110161,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,MEX,6,0.3500900764027105,0.08066032026187195,0.5290546800641958,0.5290546800641959,0.2804588793620479,0.5428571428571429,0.26570262390670557,9.633250173184358,14.292367519976974,0.2161290322580645,310,-1.0027403497759952,0.9279215377612339,0.8290479688626738,0.01261228027704409,0.5747829952547627,0.5638501748923332,0.5449070811271668,0.2593871592514611,0.027909473961383727,-1.3601814516129032,0.05045761279974049,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,COL,6,0.5589239436384741,0.1395243054716042,-0.3544795214768042,-0.3544795214768043,0.4905519095085946,-0.3142857142857143,0.5440932944606414,19.138946907620852,22.81797444897276,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,COL,6,0.39042064351865075,0.09275247067259798,0.16098726008660336,0.16098726008660333,0.760605255062348,0.2571428571428572,0.6227871720116618,12.210003336437573,15.938856027829047,0.1967741935483871,310,-0.9842853725806955,0.9279215377612339,0.8574887315505202,0.009644552907969827,0.5556515633098541,0.5616584874929921,0.5347150261363676,0.22672314914559263,0.022813277796966274,-1.3601814516129032,0.051594299764054025,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,VNM,6,0.4444621934537395,0.0872777060439582,0.45608013069576675,0.4560801306957668,0.36331420943305465,0.7714285714285715,0.07239650145772594,14.43206938965757,18.14509306533079,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,VNM,6,0.4198749525078102,0.08725122133241814,0.3393783773179267,0.33937837731792675,0.5104768416014634,0.4285714285714286,0.3965014577259474,12.779634641327304,17.141323156990918,0.2161290322580645,310,-0.5403826758352138,0.9279215377612339,0.8128212075031561,0.018627380570809284,0.5796594281350412,0.5786923699801968,0.5542618298722851,0.28491863665979994,0.05590974879474428,-1.7128024193548388,0.020212414803720314,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,MMR,6,0.69476170223792,0.20339198441866999,0.17431618931112572,0.1743161893111257,0.7411741135641453,0.028571428571428574,0.9571545189504373,20.4793943869221,28.36352772183943,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,MMR,6,0.5632215228633851,0.13888687627002666,-0.06642161141847854,-0.06642161141847852,0.9005141033166251,0.028571428571428574,0.9571545189504373,18.134389396355513,22.99342238614305,0.2,310,-1.0419353584738897,0.9279215377612339,0.9446210634851578,0.0027945001508334877,0.5734451234340667,0.5697673139072233,0.5468921608501865,0.11794107388500524,0.007417076512141885,-1.1170362903225806,-0.02304032526665971,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,THA,6,0.6191128996107905,0.18714179074767087,0.4779893575285505,0.4779893575285506,0.3376199923367126,0.3714285714285715,0.46847813411078715,19.287463040869635,25.275178287023046,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,THA,6,0.47957866529254645,0.11224921224894391,0.2307066290270377,0.23070662902703776,0.6600797999161383,0.14285714285714288,0.7871720116618075,16.63872188408467,19.578717024862325,0.1774193548387097,310,-1.2820000249239383,0.9279215377612339,0.9388458027754558,0.0032897451978644836,0.6013665062765922,0.6015574796065207,0.5782540765020155,0.13233953043719557,0.009425983719348599,-1.1170362903225806,0.007227040268447754,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,MYS,6,0.6560081389307355,0.19447287734053623,0.34705686828654,0.34705686828654003,0.5003159319338509,0.3714285714285715,0.46847813411078715,20.669246461858723,26.78142012488531,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,MYS,6,0.5044527888741319,0.12751415320983772,0.09662116071665025,0.0966211607166503,0.8555192695316577,0.3142857142857143,0.5440932944606414,16.418381586985788,20.59419886775924,0.2032258064516129,310,-0.9625863714548024,0.9279215377612339,0.92731529874408,0.003976092238529124,0.5702236077477855,0.570217157083173,0.5448654399764153,0.14753756341079804,0.010661690919215969,-1.1170362903225806,0.0058550372973503965,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,IDN,6,0.40808896173781734,0.10993942077596414,0.44191682529296283,0.44191682529296283,0.38027583663172476,0.6,0.20799999999999982,12.47733872390573,16.660162098663672,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,IDN,6,0.40199641459077334,0.09129737918746302,0.3181798926868601,0.31817989268686003,0.5388361796110975,0.6,0.20799999999999982,13.10665798735885,16.411434902928555,0.1870967741935484,310,-0.9153773196488744,0.9279215377612339,0.8554280550428288,0.011105234716697006,0.5377943571536772,0.5375596433877945,0.5115678802613289,0.2411124448813144,0.02963824652703382,-1.2564516129032257,0.016720731426975003,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,CHN,6,0.5693087468041272,0.15164801613561346,0.20538568443883606,0.205385684438836,0.6962533941946345,0.3714285714285715,0.46847813411078715,16.545005817057106,23.24193226289092,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,CHN,6,0.4155338219672851,0.12071136294613284,0.26941848218831815,0.26941848218831815,0.6056503246024925,0.48571428571428577,0.3287230320699709,12.413155756339819,16.964097244805938,0.1774193548387097,310,-0.9492426128653719,0.9279215377612339,0.7725797414834241,0.022783673095021172,0.5194768512441266,0.5143332317952187,0.49196117270377376,0.27921405276520794,0.07300357482035638,-2.302923387096774,0.09410871097467753,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,JPN,6,0.4075414096448204,0.1030400500679857,0.746301559546006,0.7463015595460057,0.08837996452296115,0.7714285714285715,0.07239650145772594,13.207397313748537,16.63780837807308,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,JPN,6,0.31637185997233674,0.0901795867335831,0.4530992389284472,0.45309923892844706,0.36686153388168347,0.5428571428571429,0.26570262390670557,9.995461825715486,12.915827098457916,0.15483870967741936,310,-1.1923171197677955,0.9279215377612339,0.8926166141332303,0.006393204715582792,0.6163827506765243,0.6132720004166327,0.5926167873605606,0.18664200106490253,0.015362393646094262,-1.3840221774193548,0.010448087090426229,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,BGD,6,0.6737763418846531,0.19579283381100604,0.32021395741011505,0.32021395741011505,0.5360959497212495,0.3714285714285715,0.46847813411078715,20.76438159723143,27.50680397294049,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,BGD,6,0.5869605925681016,0.133369915404067,-0.11596475003601486,-0.11596475003601482,0.8268326116768883,-0.2571428571428572,0.6227871720116618,20.560700919729385,23.96256584855835,0.19032258064516128,310,-1.1365331841590534,0.9279215377612339,0.9410701987118304,0.003111228047982518,0.5989189257544856,0.5927812965646867,0.5708848050525112,0.11749389790521916,0.009852867764030689,-1.1170362903225806,-0.0169303884488987,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,IRN,6,0.5072427103114475,0.0847189072735635,0.030564222929235565,0.030564222929235527,0.9541679417225487,0.3142857142857143,0.5440932944606414,17.726163710482027,20.708096933490495,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,IRN,6,0.5063828333905166,0.09000500903402325,0.05675588652255969,0.05675588652255968,0.9149575821169185,0.4285714285714286,0.3965014577259474,17.19123187603579,20.672992605192558,0.2129032258064516,310,-0.8152641218936739,0.9279215377612339,0.9072342901048343,0.005700179576459657,0.5734088974614298,0.5738885116192602,0.5491253649996173,0.17587604149326583,0.017294039425687475,-1.4713709677419355,-0.06824425329545804,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,SRB,6,0.6758704339541087,0.1921377391218865,0.37140347794460554,0.37140347794460565,0.4685105818727062,0.5428571428571429,0.26570262390670557,20.718308698359134,27.59229492368342,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,SRB,6,0.5666048559226379,0.12676992486667338,0.07545251325634696,0.07545251325634698,0.8870360087788378,0.4285714285714286,0.3965014577259474,19.991645614019305,23.131546379894036,0.18064516129032257,310,-1.1208401121483307,0.9279215377612339,0.9506390512847841,0.0023979453816623097,0.5675280540220199,0.5727242506319477,0.5439720678714014,0.10463455652017406,0.00617134984882447,-1.1170362903225806,-0.011553892323680405,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,ROU,6,0.6590541563811776,0.1884762316078806,0.4441395222153527,0.4441395222153527,0.3775961789201525,0.5428571428571429,0.26570262390670557,19.797351054667967,26.905773266571916,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,ROU,6,0.5348906975392143,0.12345288784721839,0.16221394293108074,0.1622139429310807,0.7588132828081935,0.6,0.20799999999999982,19.050316119107748,21.836821285540744,0.2129032258064516,310,-1.115182671731189,0.9279215377612339,0.9302110936514852,0.003914781626657086,0.5696958922570752,0.5682905108697953,0.5417009958336431,0.14538295955255615,0.011447612418826128,-1.1170362903225806,0.006589156514597005,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,KGZ,6,0.6610033457561347,0.19202541445274462,0.3890866570261659,0.3890866570261659,0.44582162288461946,0.5428571428571429,0.26570262390670557,19.74420038650667,26.985348589583577,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,KGZ,6,0.5742625432217138,0.13288647045401067,-0.016842885291474798,-0.016842885291474794,0.9747380610810907,0.14285714285714288,0.7871720116618075,19.21812008093165,23.44417015476949,0.18387096774193548,310,-0.9976349115436789,0.9279215377612339,0.956923655563723,0.0021360969035557347,0.6098374335035202,0.6045772786101987,0.5842878387820336,0.09544853301912089,0.006626723147708884,-1.1170362903225806,-0.014184388370482076,20
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,baseline_vanilla,ETH,6,0.723469716844385,0.19379370976032137,0.37392636135932217,0.3739263613593222,0.4652518225851682,0.08571428571428573,0.8717434402332361,23.181363461223622,29.535527510409523,,310,,,,,,,,,,,,0
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,ETH,6,0.6841554940559726,0.1409608299501805,-0.09497485100818004,-0.09497485100818003,0.8579660706233725,-0.5428571428571429,0.26570262390670557,22.999644067313863,27.93053108598104,0.1935483870967742,310,-1.078039632328873,0.9279215377612339,0.985556897160817,0.0005903476697963412,0.5944772758791523,0.5943746027446563,0.5727063214586627,0.019913127069842978,0.0008284725045096998,-1.1170362903225806,-0.010811855743226472,20
