model,method,country,dimension,human,model_mpr,abs_err
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,USA,SocialValue_High,67.9307274803549,30.188076185479872,37.74265129487503
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,USA,Fitness_Fit,58.8095535738558,39.564086069711685,19.245467504144116
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,USA,Utilitarianism_More,76.5524214999873,57.981172949316004,18.5712485506713
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,USA,Age_Young,74.5377281560045,63.72952772623655,10.808200429767957
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,USA,Species_Humans,79.20219438265315,70.06257892214782,9.139615460505325
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,USA,Gender_Female,56.0298882980414,62.006287034854815,5.976398736813415
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,GBR,SocialValue_High,67.6880909457592,28.809326698545252,38.87876424721395
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,GBR,Utilitarianism_More,76.9693326806953,51.99464405985903,24.974688620836275
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,GBR,Fitness_Fit,59.827081815426396,42.31042838717694,17.516653428249455
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,GBR,Gender_Female,54.830638199490686,67.55993421185666,12.729296012365971
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,GBR,Species_Humans,79.86732647450006,69.84459584447703,10.022730630023034
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,GBR,Age_Young,75.1475184681438,68.88103374665249,6.2664847214913095
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,DEU,SocialValue_High,64.736481239021,37.968007493430825,26.76847374559018
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,DEU,Species_Humans,82.44449804706495,71.5801348914175,10.864363155647453
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,DEU,Gender_Female,54.73683229587576,63.552678472543235,8.815846176667478
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,DEU,Fitness_Fit,57.12210350834395,52.84182036692042,4.280283141423524
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,DEU,Utilitarianism_More,75.14357520664106,72.4266507220256,2.716924484615461
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,DEU,Age_Young,73.9074790565083,74.67483039247188,0.767351335963582
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,ARG,SocialValue_High,68.53593047136175,38.48509879157886,30.050831679782895
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,ARG,Fitness_Fit,58.04538742118584,47.656867578672106,10.388519842513738
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,ARG,Age_Young,75.14002897670564,66.59468992963905,8.54533904706659
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,ARG,Utilitarianism_More,74.99986128876151,69.40214163443734,5.597719654324166
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,ARG,Species_Humans,69.52456706948846,74.95415541604608,5.4295883465576225
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,ARG,Gender_Female,57.032990046600695,56.210070220838446,0.8229198257622485
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,BRA,SocialValue_High,66.3433860656688,33.7813179275919,32.562068138076896
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,BRA,Utilitarianism_More,73.71591025897145,61.844207149766426,11.871703109205022
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,BRA,Age_Young,73.59076653683455,62.91757730815563,10.673189228678922
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,BRA,Species_Humans,66.6061873644301,74.36848238023515,7.762295015805051
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,BRA,Gender_Female,57.3001550421383,61.61024526759803,4.3100902254597315
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,BRA,Fitness_Fit,54.40535066898907,50.8432809328469,3.5620697361421705
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,MEX,SocialValue_High,69.57387786903246,38.72615786987102,30.84771999916144
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,MEX,Fitness_Fit,58.8650744273124,47.195504031848024,11.669570395464376
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,MEX,Age_Young,75.21584517573521,64.15160660114428,11.06423857459093
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,MEX,Utilitarianism_More,74.8079603277905,70.88563815874032,3.922322169050176
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,MEX,Species_Humans,73.51089928332725,73.25302268600637,0.2578765973208732
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,MEX,Gender_Female,57.00669423286785,57.0444675363862,0.03777330351834962
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,COL,SocialValue_High,72.74717296106235,39.13049797723477,33.61667498382758
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,COL,Age_Young,76.29284986160825,65.20321036961126,11.08963949199699
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,COL,Fitness_Fit,59.9335818193818,49.41806814842395,10.515513670957851
unsloth/Qwen3-VL-8B-Instruct-unsloth-bnb-4bit,EXP-24-QWEN3_VL_8B_dual_pass,COL,Utilitarianism_More,75.80338277866436,66.08565309151004,9.717729687154318
