country,phenomenon_category,preferred_on_right,z_a,z_b,raw_logit_gap,p_left,p_right,decision_entropy,decision_margin
DEU,Fitness,0,-80.0,-7.7621307373046875,72.23786926269531,4.241231813035197e-32,1.0,0.0,1.0
DEU,Species,0,-80.0,-7.720274448394775,72.27972412109375,4.067379137284458e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.57746410369873,71.42253875732422,9.584853983215044e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.73477840423584,71.26522064208984,1.1217806066592034e-31,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.602202415466309,71.39779663085938,9.824962810302706e-32,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.413529396057129,71.58647155761719,8.135615209950665e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.52365493774414,71.47634887695312,9.082723351098866e-32,1.0,0.0,1.0
DEU,Age,0,-80.0,-9.17591667175293,70.82408142089844,1.743782275200484e-31,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-8.542691230773926,71.45730590820312,9.257343036913516e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-9.108522415161133,70.8914794921875,1.6301277231002698e-31,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.896020889282227,71.1039810180664,1.318054661657527e-31,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.712254524230957,71.2877426147461,1.0967982954189177e-31,1.0,0.0,1.0
DEU,Utilitarianism,1,-80.0,-8.713797569274902,71.28620147705078,1.098489949339186e-31,1.0,0.0,1.0
DEU,Utilitarianism,0,-80.0,-6.538570880889893,73.46142578125,1.2476940954705555e-32,1.0,0.0,1.0
DEU,Fitness,0,-80.0,-7.805276870727539,72.1947250366211,4.428220932029963e-32,1.0,0.0,1.0
DEU,Utilitarianism,1,-80.0,-7.568841934204102,72.43115997314453,3.495802649910401e-32,1.0,0.0,1.0
DEU,Species,0,-80.0,-8.431626319885254,71.56837463378906,8.284185353203919e-32,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.678153991699219,71.32184600830078,1.0600243652466634e-31,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.340463638305664,71.65953826904297,7.562370696092791e-32,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.878342628479004,71.12165832519531,1.2949596065974864e-31,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.702474594116211,71.29752349853516,1.08612292592249e-31,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.693269729614258,71.30673217773438,1.0761670765182006e-31,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.612760543823242,71.38723754882812,9.92925502009636e-32,1.0,0.0,1.0
DEU,Age,0,-80.0,-8.788344383239746,71.21165466308594,1.1835082835590185e-31,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.785470008850098,71.21453094482422,1.1801091065447456e-31,1.0,0.0,1.0
DEU,Age,1,-80.0,-8.755169868469238,71.24482727050781,1.1448923537390257e-31,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.710526466369629,71.28947448730469,1.09490034224008e-31,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.284960746765137,71.71504211425781,7.154065672070547e-32,1.0,0.0,1.0
DEU,Fitness,0,-80.0,-8.667932510375977,71.33206939697266,1.0492426135114863e-31,1.0,0.0,1.0
DEU,Fitness,0,-80.0,-8.31591796875,71.68408203125,7.379021201481759e-32,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.783355712890625,71.21664428710938,1.1776177638176129e-31,1.0,0.0,1.0
DEU,Species,0,-80.0,-6.933617115020752,73.0663833618164,1.852136082462459e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.697998046875,71.302001953125,1.081269544846815e-31,1.0,0.0,1.0
DEU,Fitness,0,-80.0,-8.24685287475586,71.75314331054688,6.886614846382758e-32,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.426956176757812,71.57304382324219,8.245595636907949e-32,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.860298156738281,71.13970184326172,1.2718036609300733e-31,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.086593627929688,71.91340637207031,5.866842934191302e-32,1.0,0.0,1.0
DEU,Species,0,-80.0,-4.372087478637695,75.62791442871094,1.4295985769166413e-33,1.0,0.0,1.0
DEU,Age,1,-80.0,-8.610893249511719,71.38910675048828,9.91071277220649e-32,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.593406677246094,71.4065933227539,9.738914272833813e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.72768497467041,71.2723159790039,1.1138493111753353e-31,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.104767799377441,71.89523315429688,5.974437107616417e-32,1.0,0.0,1.0
DEU,Age,1,-80.0,-8.655981063842773,71.3440170288086,1.0367810803489841e-31,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-8.441303253173828,71.55870056152344,8.364716707937227e-32,1.0,0.0,1.0
DEU,Utilitarianism,1,-80.0,-6.3554487228393555,73.6445541381836,1.038906609234141e-32,1.0,0.0,1.0
DEU,Age,0,-80.0,-9.010751724243164,70.98925018310547,1.4782925267381724e-31,1.0,0.0,1.0
DEU,Age,0,-80.0,-8.767814636230469,71.23218536376953,1.1594579042400646e-31,1.0,0.0,1.0
DEU,Species,0,-80.0,-7.475948810577393,72.5240478515625,3.1857098850257707e-32,1.0,0.0,1.0
DEU,Fitness,0,-80.0,-7.840973377227783,72.15902709960938,4.5891549248651654e-32,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.17798900604248,71.82201385498047,6.428293713227376e-32,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.606282234191895,71.39371490478516,9.865147084685566e-32,1.0,0.0,1.0
DEU,Fitness,0,-80.0,-8.74608325958252,71.25391387939453,1.1345363660577164e-31,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.476665496826172,71.52333068847656,8.665870132157441e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-7.662093639373779,72.33790588378906,3.837484768358266e-32,1.0,0.0,1.0
DEU,Age,1,-80.0,-8.8135347366333,71.18646240234375,1.21370226655311e-31,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-6.830844402313232,73.16915893554688,1.6712369058257155e-32,1.0,0.0,1.0
DEU,Utilitarianism,1,-80.0,-8.520617485046387,71.47938537597656,9.055185632689327e-32,1.0,0.0,1.0
DEU,Age,0,-80.0,-8.996661186218262,71.00334167480469,1.4576072350973175e-31,1.0,0.0,1.0
DEU,Age,1,-80.0,-8.36481761932373,71.63518524169922,7.748798222661452e-32,1.0,0.0,1.0
DEU,Age,0,-80.0,-9.138721466064453,70.86128234863281,1.6801036303266092e-31,1.0,0.0,1.0
DEU,Age,0,-80.0,-8.752396583557129,71.24760437011719,1.1417173434974547e-31,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.245505332946777,71.7544937133789,6.877321388045157e-32,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.411757469177246,71.58824157714844,8.121228334590951e-32,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.829353332519531,71.17064666748047,1.2330505509193395e-31,1.0,0.0,1.0
DEU,Fitness,0,-80.0,-8.447783470153809,71.55221557617188,8.419137394402896e-32,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-8.226725578308105,71.77327728271484,6.749346493565486e-32,1.0,0.0,1.0
DEU,Age,0,-80.0,-8.82292652130127,71.17707061767578,1.2251548729143013e-31,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.150432586669922,71.84956359863281,6.253613489453658e-32,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.506197929382324,71.49380493164062,8.925550940186295e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.267365455627441,71.73263549804688,7.029302815904497e-32,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.476970672607422,71.52302551269531,8.668514406699616e-32,1.0,0.0,1.0
DEU,Species,1,-80.0,-3.5664496421813965,76.43354797363281,6.387514620335901e-34,1.0,0.0,1.0
DEU,Age,0,-80.0,-9.177545547485352,70.82245635986328,1.7466182728712779e-31,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.92449951171875,71.07550048828125,1.3561331554603238e-31,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.569147109985352,71.43085479736328,9.505477551681418e-32,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-7.8310546875,72.1689453125,4.543863715275158e-32,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-9.085458755493164,70.91454315185547,1.592961295364276e-31,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.46053695678711,71.53945922851562,8.527222924466654e-32,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.338976860046387,71.66102600097656,7.551128268121527e-32,1.0,0.0,1.0
DEU,Age,0,-80.0,-9.026660919189453,70.97334289550781,1.5019961352236336e-31,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-8.500971794128418,71.49903106689453,8.879026637022275e-32,1.0,0.0,1.0
DEU,Age,1,-80.0,-8.668448448181152,71.33155059814453,1.049786984945352e-31,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.470170974731445,71.52983093261719,8.609722644490415e-32,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.509358406066895,71.49063873291016,8.95385625640692e-32,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.898154258728027,71.10184478759766,1.3208732620119287e-31,1.0,0.0,1.0
DEU,Age,1,-80.0,-8.929415702819824,71.07058715820312,1.3628126670100013e-31,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.388663291931152,71.61133575439453,7.935824663601857e-32,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.565028190612793,71.43497467041016,9.466395890999629e-32,1.0,0.0,1.0
DEU,Age,0,-80.0,-8.825589179992676,71.17440795898438,1.2284214541658013e-31,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-8.245357513427734,71.754638671875,6.87632456883566e-32,1.0,0.0,1.0
DEU,Species,0,-80.0,-2.311178207397461,77.6888198852539,1.8204309335221183e-34,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.353242874145508,71.64675903320312,7.659632274174178e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-9.043916702270508,70.95608520507812,1.5281420683217983e-31,1.0,0.0,1.0
DEU,Utilitarianism,0,-80.0,-9.153155326843262,70.84684753417969,1.7045315784310472e-31,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-8.135899543762207,71.86409759521484,6.163380779843013e-32,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.317583084106445,71.68241882324219,7.391303941953501e-32,1.0,0.0,1.0
DEU,Species,0,-80.0,-1.9102890491485596,78.08971405029297,1.2191807259333843e-34,1.0,0.0,1.0
DEU,Species,1,-80.0,-3.084439516067505,76.91555786132812,3.944551750934136e-34,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-8.521087646484375,71.47891235351562,9.059470309598075e-32,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-8.518837928771973,71.48116302490234,9.039103106728552e-32,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.856095314025879,71.14390563964844,1.2664684447199961e-31,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.929705619812012,71.07029724121094,1.3632078682107478e-31,1.0,0.0,1.0
DEU,Fitness,1,-80.0,-8.178117752075195,71.82188415527344,6.429127138722109e-32,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.177982330322266,71.822021484375,6.428244342464642e-32,1.0,0.0,1.0
DEU,Species,1,-80.0,-2.0684125423431396,77.93158721923828,1.4280444907329077e-34,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.735940933227539,71.2640609741211,1.123082349103304e-31,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.276104927062988,71.72389221191406,7.091031550749228e-32,1.0,0.0,1.0
DEU,Fitness,0,-80.0,-8.784330368041992,71.21566772460938,1.1787684552376328e-31,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.797931671142578,71.20207214355469,1.194903878444195e-31,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.635902404785156,71.36409759521484,1.016169609753361e-31,1.0,0.0,1.0
DEU,SocialValue,1,-80.0,-8.857842445373535,71.14215850830078,1.2686830760769453e-31,1.0,0.0,1.0
DEU,SocialValue,0,-80.0,-8.447412490844727,71.5525894165039,8.415990596025745e-32,1.0,0.0,1.0
DEU,Age,1,-80.0,-9.027549743652344,70.97245025634766,1.503337491827357e-31,1.0,0.0,1.0
DEU,Gender,1,-80.0,-8.58321475982666,71.41678619384766,9.64015100071925e-32,1.0,0.0,1.0
DEU,Fitness,0,-80.0,-8.728972434997559,71.27102661132812,1.1152864705686506e-31,1.0,0.0,1.0
DEU,Gender,0,-80.0,-8.657830238342285,71.34217071533203,1.0386971361408245e-31,1.0,0.0,1.0
DEU,Species,1,-80.0,-1.9473505020141602,78.05265045166016,1.265215908653092e-34,1.0,0.0,1.0
