country,phenomenon_category,preferred_on_right,z_a,z_b,raw_logit_gap,p_left,p_right,decision_entropy,decision_margin
ETH,Fitness,0,-11.240541458129883,-80.0,-68.75946044921875,1.0,1.3745031934277991e-30,0.0,1.0
ETH,Species,0,-80.0,-6.84876823425293,73.15122985839844,1.7014709144024524e-32,1.0,0.0,1.0
ETH,SocialValue,0,-11.5044527053833,-80.0,-68.49554443359375,1.0,1.78962902342069e-30,0.0,1.0
ETH,SocialValue,0,-11.95772933959961,-80.0,-68.04226684570312,1.0,2.815911387564288e-30,0.0,1.0
ETH,SocialValue,0,-11.673480033874512,-80.0,-68.32652282714844,1.0,2.1191815918206122e-30,0.0,1.0
ETH,SocialValue,1,-11.458503723144531,-80.0,-68.54149627685547,1.0,1.709253233609769e-30,0.0,1.0
ETH,SocialValue,0,-11.581316947937012,-80.0,-68.41868591308594,1.0,1.9326012980061186e-30,0.0,1.0
ETH,Age,0,-13.561485290527344,-80.0,-66.43851470947266,1.0,1.3999730715129416e-29,0.0,1.0
ETH,Fitness,1,-12.030447959899902,-80.0,-67.96955108642578,1.0,3.0283010234245318e-30,0.0,1.0
ETH,SocialValue,0,-12.389540672302246,-80.0,-67.61045837402344,1.0,4.336616079618547e-30,0.0,1.0
ETH,SocialValue,0,-12.025235176086426,-80.0,-67.97476196289062,1.0,3.012562000422954e-30,0.0,1.0
ETH,Gender,1,-11.307502746582031,-80.0,-68.69249725341797,1.0,1.4696958544319648e-30,0.0,1.0
ETH,Utilitarianism,1,-80.0,-3.9249937534332275,76.07500457763672,9.14208680763875e-34,1.0,0.0,1.0
ETH,Utilitarianism,0,-80.0,-7.4392313957214355,72.5607681274414,3.070851156512574e-32,1.0,0.0,1.0
ETH,Fitness,0,-11.408050537109375,-80.0,-68.59194946289062,1.0,1.6251551704073084e-30,0.0,1.0
ETH,Utilitarianism,1,-80.0,-3.9376180171966553,76.06238555908203,9.258181568461836e-34,1.0,0.0,1.0
ETH,Species,0,-80.0,-7.762007236480713,72.23799133300781,4.24071400777366e-32,1.0,0.0,1.0
ETH,Gender,1,-10.876396179199219,-80.0,-69.12360382080078,1.0,9.549932397040815e-31,0.0,1.0
ETH,Gender,0,-13.153487205505371,-80.0,-66.84651184082031,1.0,9.309551889698791e-30,0.0,1.0
ETH,Gender,0,-11.061970710754395,-80.0,-68.93802642822266,1.0,1.14972911332458e-30,0.0,1.0
ETH,SocialValue,0,-11.607344627380371,-80.0,-68.39265441894531,1.0,1.9835701688204846e-30,0.0,1.0
ETH,Gender,0,-12.132636070251465,-80.0,-67.86736297607422,1.0,3.354121350240819e-30,0.0,1.0
ETH,Gender,1,-10.96227741241455,-80.0,-69.0377197265625,1.0,1.0406371249976475e-30,0.0,1.0
ETH,Age,0,-12.039381980895996,-80.0,-67.96061706542969,1.0,3.0554771362618702e-30,0.0,1.0
ETH,SocialValue,0,-12.808305740356445,-80.0,-67.19169616699219,1.0,6.591999286642947e-30,0.0,1.0
ETH,Age,1,-13.374675750732422,-80.0,-66.62532043457031,1.0,1.1614244545672389e-29,0.0,1.0
ETH,Gender,1,-12.136948585510254,-80.0,-67.86305236816406,1.0,3.368610963806795e-30,0.0,1.0
ETH,SocialValue,1,-11.11807918548584,-80.0,-68.88191986083984,1.0,1.2160805032138065e-30,0.0,1.0
ETH,Fitness,0,-11.936477661132812,-80.0,-68.06352233886719,1.0,2.756689606011669e-30,0.0,1.0
ETH,Fitness,0,-12.67431926727295,-80.0,-67.32568359375,1.0,5.765369465811371e-30,0.0,1.0
ETH,Gender,0,-12.085302352905273,-80.0,-67.9146957397461,1.0,3.199059915593342e-30,0.0,1.0
ETH,Species,0,-80.0,-4.6117119789123535,75.38829040527344,1.8166927237332592e-33,1.0,0.0,1.0
ETH,SocialValue,0,-12.55861759185791,-80.0,-67.4413833618164,1.0,5.135460223262222e-30,0.0,1.0
ETH,Fitness,0,-11.590357780456543,-80.0,-68.4096450805664,1.0,1.9501528392571164e-30,0.0,1.0
ETH,SocialValue,1,-11.516739845275879,-80.0,-68.48326110839844,1.0,1.811747125125762e-30,0.0,1.0
ETH,Gender,1,-13.301997184753418,-80.0,-66.69800567626953,1.0,1.080001026575046e-29,0.0,1.0
ETH,SocialValue,1,-11.52455997467041,-80.0,-68.4754409790039,1.0,1.825970794849808e-30,0.0,1.0
ETH,Species,0,-80.0,-2.5570099353790283,77.4429931640625,2.327744907978247e-34,1.0,0.0,1.0
ETH,Age,1,-11.590367317199707,-80.0,-68.40962982177734,1.0,1.950182555754305e-30,0.0,1.0
ETH,Gender,1,-14.00494384765625,-80.0,-65.99505615234375,1.0,2.1812795165270944e-29,0.0,1.0
ETH,SocialValue,0,-13.317086219787598,-80.0,-66.68291473388672,1.0,1.096422889543039e-29,0.0,1.0
ETH,SocialValue,1,-12.443572044372559,-80.0,-67.55642700195312,1.0,4.57737537826018e-30,0.0,1.0
ETH,Age,1,-13.90178108215332,-80.0,-66.09822082519531,1.0,1.9674669870729768e-29,0.0,1.0
ETH,Fitness,1,-11.080126762390137,-80.0,-68.91987609863281,1.0,1.170787577402047e-30,0.0,1.0
ETH,Utilitarianism,1,-80.0,-3.835841178894043,76.1641616821289,8.362283140757437e-34,1.0,0.0,1.0
ETH,Age,0,-11.974501609802246,-80.0,-68.02549743652344,1.0,2.863530757755647e-30,0.0,1.0
ETH,Age,0,-12.213096618652344,-80.0,-67.78690338134766,1.0,3.635146502573259e-30,0.0,1.0
ETH,Species,0,-80.0,-5.189351558685303,74.8106460571289,3.237048425303583e-33,1.0,0.0,1.0
ETH,Fitness,0,-12.26093864440918,-80.0,-67.73905944824219,1.0,3.813293893954502e-30,0.0,1.0
ETH,SocialValue,1,-11.064352989196777,-80.0,-68.9356460571289,1.0,1.1524691436365728e-30,0.0,1.0
ETH,Gender,0,-12.62020492553711,-80.0,-67.37979125976562,1.0,5.4617078657849204e-30,0.0,1.0
ETH,Fitness,0,-10.780987739562988,-80.0,-69.21900939941406,1.0,8.680927979692605e-31,0.0,1.0
ETH,Gender,1,-10.503767967224121,-80.0,-69.49623107910156,1.0,6.579158186354565e-31,0.0,1.0
ETH,SocialValue,0,-11.003673553466797,-80.0,-68.99632263183594,1.0,1.084620550102591e-30,0.0,1.0
ETH,Age,1,-12.461791038513184,-80.0,-67.5382080078125,1.0,4.6615347552479794e-30,0.0,1.0
ETH,Fitness,1,-11.28465461730957,-80.0,-68.71534729003906,1.0,1.4364941575523114e-30,0.0,1.0
ETH,Utilitarianism,1,-80.0,-4.483529567718506,75.51647186279297,1.5981332427558636e-33,1.0,0.0,1.0
