country,phenomenon_category,preferred_on_right,z_a,z_b,raw_logit_gap,p_left,p_right,decision_entropy,decision_margin
BRA,Fitness,0,-2.8827271461486816,-80.0,-77.11727142333984,1.0,3.2239966727541134e-34,0.0,1.0
BRA,Species,0,-80.0,-1.0282881259918213,78.97171020507812,5.046869052941592e-35,1.0,0.0,1.0
BRA,SocialValue,0,-80.0,-4.861996173858643,75.13800048828125,2.3333561027112484e-33,1.0,0.0,1.0
BRA,SocialValue,0,-80.0,-4.207159042358398,75.79283905029297,1.212239018532046e-33,1.0,0.0,1.0
BRA,SocialValue,0,-3.780796527862549,-80.0,-76.21920013427734,1.0,7.914472139326956e-34,0.0,1.0
BRA,SocialValue,1,-3.036388397216797,-80.0,-76.96360778808594,1.0,3.7594977160460144e-34,0.0,1.0
BRA,SocialValue,0,-3.71213436126709,-80.0,-76.2878646850586,1.0,7.3892663143318465e-34,0.0,1.0
BRA,Age,0,-4.019933700561523,-80.0,-75.98006439208984,1.0,1.0052574222262807e-33,0.0,1.0
BRA,Fitness,1,-3.5436766147613525,-80.0,-76.4563217163086,1.0,6.24369059062539e-34,0.0,1.0
BRA,SocialValue,0,-80.0,-4.006659030914307,75.99333953857422,9.920007846848823e-34,1.0,0.0,1.0
BRA,SocialValue,0,-4.071880340576172,-80.0,-75.92811584472656,1.0,1.0588593217753039e-33,0.0,1.0
BRA,Gender,1,-3.448873281478882,-80.0,-76.5511245727539,1.0,5.6789629006812085e-34,0.0,1.0
BRA,Utilitarianism,1,-80.0,-1.5933172702789307,78.40668487548828,8.879927116204528e-35,1.0,0.0,1.0
BRA,Utilitarianism,0,-80.0,-1.482326626777649,78.51766967773438,7.947112081782689e-35,1.0,0.0,1.0
BRA,Fitness,0,-2.882671594619751,-80.0,-77.11732482910156,1.0,3.223824251610077e-34,0.0,1.0
BRA,Utilitarianism,1,-80.0,-1.021244764328003,78.97875213623047,5.011454415763816e-35,1.0,0.0,1.0
BRA,Species,0,-80.0,-2.0547738075256348,77.94522857666016,1.4086961292248613e-34,1.0,0.0,1.0
BRA,Gender,1,-3.4939229488372803,-80.0,-76.5060806274414,1.0,5.940614167849826e-34,0.0,1.0
BRA,Gender,0,-2.524343967437744,-80.0,-77.47565460205078,1.0,2.2529458147125248e-34,0.0,1.0
BRA,Gender,0,-2.8832244873046875,-80.0,-77.11677551269531,1.0,3.225595528742224e-34,0.0,1.0
BRA,SocialValue,0,-3.487182855606079,-80.0,-76.5128173828125,1.0,5.900728175158487e-34,0.0,1.0
BRA,Gender,0,-3.1617813110351562,-80.0,-76.83821868896484,1.0,4.261726759079875e-34,0.0,1.0
BRA,Gender,1,-2.8509902954101562,-80.0,-77.14900970458984,1.0,3.123279306585202e-34,0.0,1.0
BRA,Age,0,-80.0,-4.848760604858398,75.15123748779297,2.302672945089902e-33,1.0,0.0,1.0
BRA,SocialValue,0,-3.8606090545654297,-80.0,-76.13938903808594,1.0,8.572026230432673e-34,0.0,1.0
BRA,Age,1,-4.006043910980225,-80.0,-75.99395751953125,1.0,9.913878745835239e-34,0.0,1.0
BRA,Gender,1,-3.768322467803955,-80.0,-76.23167419433594,1.0,7.816359687006566e-34,0.0,1.0
BRA,SocialValue,1,-3.293257236480713,-80.0,-76.70674133300781,1.0,4.860551132037596e-34,0.0,1.0
BRA,Fitness,0,-3.51214599609375,-80.0,-76.48785400390625,1.0,6.049884173775931e-34,0.0,1.0
BRA,Fitness,0,-3.7368648052215576,-80.0,-76.26313781738281,1.0,7.5742574419051e-34,0.0,1.0
BRA,Gender,0,-3.0467100143432617,-80.0,-76.95329284667969,1.0,3.798477521979014e-34,0.0,1.0
BRA,Species,0,-80.0,-2.5631861686706543,77.43681335449219,2.3421745603120714e-34,1.0,0.0,1.0
BRA,SocialValue,0,-80.0,-3.5656683444976807,76.43433380126953,6.382496728825828e-34,1.0,0.0,1.0
BRA,Fitness,0,-3.5813193321228027,-80.0,-76.4186782836914,1.0,6.483204452267643e-34,0.0,1.0
