country,phenomenon_category,preferred_on_right,z_a,z_b,raw_logit_gap,p_left,p_right,decision_entropy,decision_margin
MEX,Fitness,0,-6.723937034606934,-80.0,-73.27606201171875,1.0,1.5017948318160553e-32,0.0,1.0
MEX,Species,0,-80.0,-4.241336822509766,75.7586669921875,1.2543795726540634e-33,1.0,0.0,1.0
MEX,SocialValue,0,-7.257477760314941,-80.0,-72.74252319335938,1.0,2.5604929455614034e-32,0.0,1.0
MEX,SocialValue,0,-6.699045181274414,-80.0,-73.30095672607422,1.0,1.4648696155208502e-32,0.0,1.0
MEX,SocialValue,0,-6.863997459411621,-80.0,-73.13600158691406,1.0,1.7275796724917724e-32,0.0,1.0
MEX,SocialValue,1,-6.670180797576904,-80.0,-73.32981872558594,1.0,1.4231949612379415e-32,0.0,1.0
MEX,SocialValue,0,-6.8521952629089355,-80.0,-73.1478042602539,1.0,1.707309447906193e-32,0.0,1.0
MEX,Age,0,-7.609000205993652,-80.0,-72.39099884033203,1.0,3.6390554444677097e-32,0.0,1.0
MEX,Fitness,1,-6.605632781982422,-80.0,-73.39436340332031,1.0,1.3342370752507632e-32,0.0,1.0
MEX,SocialValue,0,-6.987808704376221,-80.0,-73.01219177246094,1.0,1.9552755731083388e-32,0.0,1.0
MEX,SocialValue,0,-7.144103050231934,-80.0,-72.85589599609375,1.0,2.2860535120843887e-32,0.0,1.0
MEX,Gender,1,-6.614843845367432,-80.0,-73.3851547241211,1.0,1.3465802067447788e-32,0.0,1.0
MEX,Utilitarianism,1,-80.0,-3.184244155883789,76.81575775146484,4.358532392289937e-34,1.0,0.0,1.0
MEX,Utilitarianism,0,-80.0,-6.716029167175293,73.28397369384766,1.4899601016287704e-32,1.0,0.0,1.0
MEX,Fitness,0,-6.6812896728515625,-80.0,-73.31871032714844,1.0,1.439092493775256e-32,0.0,1.0
MEX,Utilitarianism,1,-80.0,-2.6892800331115723,77.31072235107422,2.6569285551903454e-34,1.0,0.0,1.0
MEX,Species,0,-80.0,-3.239475727081299,76.7605209350586,4.606057064262051e-34,1.0,0.0,1.0
MEX,Gender,1,-6.702930450439453,-80.0,-73.29707336425781,1.0,1.4705692937543998e-32,0.0,1.0
MEX,Gender,0,-80.0,-4.420753002166748,75.5792465209961,1.5008949725234016e-33,1.0,0.0,1.0
MEX,Gender,0,-6.837819576263428,-80.0,-73.16217803955078,1.0,1.6829445356863178e-32,0.0,1.0
MEX,SocialValue,0,-7.503807067871094,-80.0,-72.4961929321289,1.0,3.27569485920198e-32,0.0,1.0
MEX,Gender,0,-6.889376163482666,-80.0,-73.11062622070312,1.0,1.7719786818695056e-32,0.0,1.0
MEX,Gender,1,-6.83906888961792,-80.0,-73.16093444824219,1.0,1.6850388258091015e-32,0.0,1.0
MEX,Age,0,-6.691989898681641,-80.0,-73.30801391601562,1.0,1.454568170777419e-32,0.0,1.0
MEX,SocialValue,0,-6.888825416564941,-80.0,-73.11117553710938,1.0,1.7710055194838186e-32,0.0,1.0
MEX,Age,1,-7.174066543579102,-80.0,-72.82593536376953,1.0,2.3555813580732377e-32,0.0,1.0
MEX,Gender,1,-6.671761989593506,-80.0,-73.32823944091797,1.0,1.42544426967824e-32,0.0,1.0
MEX,SocialValue,1,-6.950666427612305,-80.0,-73.04933166503906,1.0,1.883988893697072e-32,0.0,1.0
MEX,Fitness,0,-6.7012810707092285,-80.0,-73.29872131347656,1.0,1.4681479223284997e-32,0.0,1.0
MEX,Fitness,0,-7.027180194854736,-80.0,-72.97281646728516,1.0,2.0338009467319693e-32,0.0,1.0
MEX,Gender,0,-6.974490642547607,-80.0,-73.0255126953125,1.0,1.929402207762771e-32,0.0,1.0
MEX,Species,0,-80.0,-3.368989944458008,76.63101196289062,5.242933475052836e-34,1.0,0.0,1.0
MEX,SocialValue,0,-6.781675815582275,-80.0,-73.21832275390625,1.0,1.591059668765592e-32,0.0,1.0
MEX,Fitness,0,-6.522253513336182,-80.0,-73.47774505615234,1.0,1.2274979270290778e-32,0.0,1.0
MEX,SocialValue,1,-6.841789722442627,-80.0,-73.15821075439453,1.0,1.6896344209736413e-32,0.0,1.0
MEX,Gender,1,-7.2779717445373535,-80.0,-72.72203063964844,1.0,2.613505389794787e-32,0.0,1.0
MEX,SocialValue,1,-6.880404472351074,-80.0,-73.11959838867188,1.0,1.756151238182859e-32,0.0,1.0
MEX,Species,0,-80.0,-2.5049452781677246,77.49505615234375,2.209656398533571e-34,1.0,0.0,1.0
MEX,Age,1,-6.414936542510986,-80.0,-73.5850601196289,1.0,1.1025909993366554e-32,0.0,1.0
MEX,Gender,1,-7.404834747314453,-80.0,-72.59516906738281,1.0,2.9670076916873456e-32,0.0,1.0
MEX,SocialValue,0,-6.981818199157715,-80.0,-73.01818084716797,1.0,1.9436002693423842e-32,0.0,1.0
MEX,SocialValue,1,-6.335071563720703,-80.0,-73.66493225097656,1.0,1.0179499694160782e-32,0.0,1.0
MEX,Age,1,-7.2331366539001465,-80.0,-72.76686096191406,1.0,2.4989284860522e-32,0.0,1.0
MEX,Fitness,1,-6.584430694580078,-80.0,-73.41557312011719,1.0,1.306236212067001e-32,0.0,1.0
MEX,Utilitarianism,1,-80.0,-2.7586512565612793,77.24134826660156,2.8477948586303064e-34,1.0,0.0,1.0
MEX,Age,0,-6.870885372161865,-80.0,-73.12911224365234,1.0,1.7395226950961269e-32,0.0,1.0
MEX,Age,0,-7.1945481300354,-80.0,-72.80545043945312,1.0,2.404332929158478e-32,0.0,1.0
MEX,Species,0,-80.0,-3.5752334594726562,76.42476654052734,6.443852482986463e-34,1.0,0.0,1.0
MEX,Fitness,0,-6.709990978240967,-80.0,-73.29000854492188,1.0,1.480995487835812e-32,0.0,1.0
MEX,SocialValue,1,-6.4655561447143555,-80.0,-73.5344467163086,1.0,1.1598332395862822e-32,0.0,1.0
MEX,Gender,0,-6.658862113952637,-80.0,-73.34114074707031,1.0,1.4071722385522644e-32,0.0,1.0
MEX,Fitness,0,-6.836101055145264,-80.0,-73.16390228271484,1.0,1.6800451788700146e-32,0.0,1.0
MEX,Gender,1,-6.818986892700195,-80.0,-73.18101501464844,1.0,1.651539587799368e-32,0.0,1.0
MEX,SocialValue,0,-6.829121112823486,-80.0,-73.1708755493164,1.0,1.6683704628512353e-32,0.0,1.0
MEX,Age,1,-7.010343551635742,-80.0,-72.98965454101562,1.0,1.9998426781782396e-32,0.0,1.0
MEX,Fitness,1,-6.934601306915283,-80.0,-73.06539916992188,1.0,1.8539598619477597e-32,0.0,1.0
MEX,Utilitarianism,1,-80.0,-3.3880720138549805,76.61193084716797,5.343935072082356e-34,1.0,0.0,1.0
MEX,Age,0,-6.893989562988281,-80.0,-73.10601043701172,1.0,1.7801765794721403e-32,0.0,1.0
MEX,Age,1,-7.268019199371338,-80.0,-72.73197937011719,1.0,2.587633053006776e-32,0.0,1.0
MEX,Age,0,-7.715734481811523,-80.0,-72.28426361083984,1.0,4.0489573775655463e-32,0.0,1.0
MEX,Age,0,-6.846795082092285,-80.0,-73.15320587158203,1.0,1.6981120862317716e-32,0.0,1.0
MEX,Gender,0,-6.7300519943237305,-80.0,-73.26995086669922,1.0,1.51100071582452e-32,0.0,1.0
MEX,Gender,0,-7.754958152770996,-80.0,-72.24504089355469,1.0,4.210924042187946e-32,0.0,1.0
MEX,Gender,1,-7.147904872894287,-80.0,-72.85209655761719,1.0,2.294755696763526e-32,0.0,1.0
MEX,Fitness,0,-6.8925395011901855,-80.0,-73.10746002197266,1.0,1.7775979856768177e-32,0.0,1.0
MEX,Fitness,1,-6.777102470397949,-80.0,-73.222900390625,1.0,1.5837929096256025e-32,0.0,1.0
MEX,Age,0,-80.0,-6.746747016906738,73.25325012207031,1.5364472297839455e-32,1.0,0.0,1.0
MEX,SocialValue,0,-5.791229248046875,-80.0,-74.20877075195312,1.0,5.909358875087415e-33,0.0,1.0
MEX,Gender,1,-6.800889492034912,-80.0,-73.19911193847656,1.0,1.6219206566416988e-32,0.0,1.0
MEX,SocialValue,0,-6.548206329345703,-80.0,-73.45179748535156,1.0,1.2597653938959434e-32,0.0,1.0
