country,phenomenon_category,preferred_on_right,z_a,z_b,raw_logit_gap,p_left,p_right,decision_entropy,decision_margin
ARG,Fitness,0,-6.7178802490234375,-80.0,-73.28211975097656,1.0,1.4927248643419044e-32,0.0,1.0
ARG,Species,0,-80.0,-4.0914483070373535,75.90855407714844,1.0797763253932249e-33,1.0,0.0,1.0
ARG,SocialValue,0,-7.3273820877075195,-80.0,-72.67261505126953,1.0,2.745897498171261e-32,0.0,1.0
ARG,SocialValue,0,-6.771687984466553,-80.0,-73.22830963134766,1.0,1.5752489758734446e-32,0.0,1.0
ARG,SocialValue,0,-6.867616176605225,-80.0,-73.13238525390625,1.0,1.7338385921627257e-32,0.0,1.0
ARG,SocialValue,1,-6.664953708648682,-80.0,-73.33504486083984,1.0,1.415776563326696e-32,0.0,1.0
ARG,SocialValue,0,-6.863039970397949,-80.0,-73.136962890625,1.0,1.7259197275316175e-32,0.0,1.0
ARG,Age,0,-7.609000205993652,-80.0,-72.39099884033203,1.0,3.6390554444677097e-32,0.0,1.0
ARG,Fitness,1,-6.691994667053223,-80.0,-73.3080062866211,1.0,1.454579191036958e-32,0.0,1.0
ARG,SocialValue,0,-6.987808704376221,-80.0,-73.01219177246094,1.0,1.9552755731083388e-32,0.0,1.0
ARG,SocialValue,0,-7.1138200759887695,-80.0,-72.88617706298828,1.0,2.217866905149828e-32,0.0,1.0
ARG,Gender,1,-6.632498741149902,-80.0,-73.36750030517578,1.0,1.3705644057317814e-32,0.0,1.0
ARG,Utilitarianism,1,-80.0,-3.1986875534057617,76.80131530761719,4.421937455547337e-34,1.0,0.0,1.0
ARG,Utilitarianism,0,-80.0,-6.617884635925293,73.38211822509766,1.350675335189456e-32,1.0,0.0,1.0
ARG,Fitness,0,-6.681551933288574,-80.0,-73.31845092773438,1.0,1.439465713231642e-32,0.0,1.0
ARG,Utilitarianism,1,-80.0,-2.647306203842163,77.35269165039062,2.5477267371201376e-34,1.0,0.0,1.0
ARG,Species,0,-80.0,-3.239475727081299,76.7605209350586,4.606057064262051e-34,1.0,0.0,1.0
ARG,Gender,1,-6.769226551055908,-80.0,-73.23077392578125,1.0,1.571371901630845e-32,0.0,1.0
ARG,Gender,0,-80.0,-4.422178268432617,75.57781982421875,1.503037770155256e-33,1.0,0.0,1.0
ARG,Gender,0,-6.839684009552002,-80.0,-73.16031646728516,1.0,1.68608031380393e-32,0.0,1.0
ARG,SocialValue,0,-7.4110589027404785,-80.0,-72.58894348144531,1.0,2.985536421392182e-32,0.0,1.0
ARG,Gender,0,-6.885717391967773,-80.0,-73.1142807006836,1.0,1.7655147853711277e-32,0.0,1.0
ARG,Gender,1,-6.83906888961792,-80.0,-73.16093444824219,1.0,1.6850388258091015e-32,0.0,1.0
