country,phenomenon_category,preferred_on_right,z_a,z_b,raw_logit_gap,p_left,p_right,decision_entropy,decision_margin
JPN,Fitness,0,-80.0,-14.204304695129395,65.79569244384766,2.662525925742439e-29,1.0,0.0,1.0
JPN,Species,0,-13.657949447631836,-80.0,-66.34204864501953,1.0,1.5417514576119463e-29,0.0,1.0
JPN,SocialValue,0,-80.0,-13.929557800292969,66.07044219970703,2.022886674465658e-29,1.0,0.0,1.0
JPN,SocialValue,0,-80.0,-14.130289077758789,65.86971282958984,2.472561976141081e-29,1.0,0.0,1.0
JPN,SocialValue,0,-80.0,-13.83687973022461,66.16311645507812,1.843841694406037e-29,1.0,0.0,1.0
JPN,SocialValue,1,-80.0,-13.88724136352539,66.11276245117188,1.9390637333650185e-29,1.0,0.0,1.0
JPN,SocialValue,0,-11.34431266784668,-80.0,-68.65568542480469,1.0,1.5248063209826959e-30,0.0,1.0
JPN,Age,0,-11.214033126831055,-80.0,-68.78596496582031,1.0,1.3385512159254138e-30,0.0,1.0
JPN,Fitness,1,-80.0,-14.107226371765137,65.89277648925781,2.4161883515728206e-29,1.0,0.0,1.0
JPN,SocialValue,0,-10.0982027053833,-80.0,-69.90179443359375,1.0,4.385674442974408e-31,0.0,1.0
JPN,SocialValue,0,-10.857874870300293,-80.0,-69.14212799072266,1.0,9.374656785378405e-31,0.0,1.0
JPN,Gender,1,-80.0,-13.572903633117676,66.42709350585938,1.4160541351587443e-29,1.0,0.0,1.0
JPN,Utilitarianism,1,-80.0,-13.514161109924316,66.48583984375,1.335262427234638e-29,1.0,0.0,1.0
JPN,Utilitarianism,0,-13.710439682006836,-80.0,-66.28955841064453,1.0,1.6248398369947342e-29,0.0,1.0
JPN,Fitness,0,-80.0,-14.079984664916992,65.92001342773438,2.3512669082435728e-29,1.0,0.0,1.0
JPN,Utilitarianism,1,-80.0,-13.790314674377441,66.20968627929688,1.7599429198138374e-29,1.0,0.0,1.0
JPN,Species,0,-12.232216835021973,-80.0,-67.76778411865234,1.0,3.705316180232601e-30,0.0,1.0
JPN,Gender,1,-80.0,-14.082547187805176,65.91744995117188,2.3573021407435194e-29,1.0,0.0,1.0
JPN,Gender,0,-80.0,-13.780547142028809,66.21945190429688,1.7428396086647404e-29,1.0,0.0,1.0
JPN,Gender,0,-80.0,-14.167104721069336,65.83289337158203,2.5652971580593723e-29,1.0,0.0,1.0
JPN,SocialValue,0,-80.0,-13.27195930480957,66.72804260253906,1.0480434541083932e-29,1.0,0.0,1.0
JPN,Gender,0,-80.0,-14.167410850524902,65.83258819580078,2.566080168952387e-29,1.0,0.0,1.0
JPN,Gender,1,-80.0,-13.848193168640137,66.15180969238281,1.8648079997263995e-29,1.0,0.0,1.0
JPN,Age,0,-80.0,-13.563294410705566,66.43670654296875,1.402506722632749e-29,1.0,0.0,1.0
JPN,SocialValue,0,-9.38976001739502,-80.0,-70.61023712158203,1.0,2.1595519234493202e-31,0.0,1.0
JPN,Age,1,-80.0,-13.33189582824707,66.66810607910156,1.1127802037652398e-29,1.0,0.0,1.0
JPN,Gender,1,-80.0,-13.622383117675781,66.37761688232422,1.4878779308527436e-29,1.0,0.0,1.0
JPN,SocialValue,1,-80.0,-14.191571235656738,65.80842590332031,2.628837498969907e-29,1.0,0.0,1.0
JPN,Fitness,0,-80.0,-14.190099716186523,65.80989837646484,2.6249696899737803e-29,1.0,0.0,1.0
JPN,Fitness,0,-80.0,-13.173646926879883,66.82635498046875,9.499107030576797e-30,1.0,0.0,1.0
JPN,Gender,0,-80.0,-14.318960189819336,65.68103790283203,2.9859852580491677e-29,1.0,0.0,1.0
JPN,Species,0,-10.868635177612305,-80.0,-69.13136291503906,1.0,9.476120755763982e-31,0.0,1.0
JPN,SocialValue,0,-11.724626541137695,-80.0,-68.27537536621094,1.0,2.2303921971259188e-30,0.0,1.0
JPN,Fitness,0,-80.0,-13.599774360656738,66.40022277832031,1.454620430905268e-29,1.0,0.0,1.0
JPN,SocialValue,1,-11.603388786315918,-80.0,-68.39661407470703,1.0,1.9757315963310093e-30,0.0,1.0
JPN,Gender,1,-80.0,-13.311966896057129,66.68803405761719,1.0908243014726715e-29,1.0,0.0,1.0
JPN,SocialValue,1,-80.0,-13.538223266601562,66.46177673339844,1.367782807588555e-29,1.0,0.0,1.0
JPN,Species,0,-12.90850830078125,-80.0,-67.09149169921875,1.0,7.286775504815105e-30,0.0,1.0
JPN,Age,1,-80.0,-13.597286224365234,66.4027099609375,1.4510069048471114e-29,1.0,0.0,1.0
JPN,Gender,1,-11.661396026611328,-80.0,-68.33860778808594,1.0,2.093725462317397e-30,0.0,1.0
JPN,SocialValue,0,-80.0,-13.358530044555664,66.64147186279297,1.1428165106490893e-29,1.0,0.0,1.0
JPN,SocialValue,1,-12.03358268737793,-80.0,-67.96641540527344,1.0,3.0378116190786167e-30,0.0,1.0
JPN,Age,1,-80.0,-13.285955429077148,66.71404266357422,1.0628191735954044e-29,1.0,0.0,1.0
JPN,Fitness,1,-80.0,-13.923697471618652,66.07630157470703,2.011068385917858e-29,1.0,0.0,1.0
JPN,Utilitarianism,1,-80.0,-14.00479507446289,65.99520874023438,2.180946541295303e-29,1.0,0.0,1.0
JPN,Age,0,-10.501273155212402,-80.0,-69.49872589111328,1.0,6.562765212335737e-31,0.0,1.0
JPN,Age,0,-80.0,-13.497991561889648,66.50200653076172,1.313849245981867e-29,1.0,0.0,1.0
JPN,Species,0,-80.0,-15.201188087463379,64.79881286621094,7.214947044759521e-29,1.0,0.0,1.0
JPN,Fitness,0,-80.0,-14.20947265625,65.79052734375,2.676313778584929e-29,1.0,0.0,1.0
JPN,SocialValue,1,-12.028952598571777,-80.0,-67.9710464477539,1.0,3.0237760284507025e-30,0.0,1.0
JPN,Gender,0,-80.0,-13.643770217895508,66.35623168945312,1.5200390049014107e-29,1.0,0.0,1.0
JPN,Fitness,0,-80.0,-13.952956199645996,66.04704284667969,2.070778985041323e-29,1.0,0.0,1.0
JPN,Gender,1,-80.0,-14.29110050201416,65.70890045166016,2.903936730373072e-29,1.0,0.0,1.0
JPN,SocialValue,0,-80.0,-13.98511028289795,66.014892578125,2.1384369039876466e-29,1.0,0.0,1.0
JPN,Age,1,-80.0,-13.294892311096191,66.70510864257812,1.0723570407184284e-29,1.0,0.0,1.0
JPN,Fitness,1,-80.0,-14.36016845703125,65.63983154296875,3.1115971173610875e-29,1.0,0.0,1.0
JPN,Utilitarianism,1,-11.494399070739746,-80.0,-68.50559997558594,1.0,1.7717235173107726e-30,0.0,1.0
JPN,Age,0,-10.345077514648438,-80.0,-69.65492248535156,1.0,5.6137298481993635e-31,0.0,1.0
JPN,Age,1,-12.370450019836426,-80.0,-67.62954711914062,1.0,4.254621116869029e-30,0.0,1.0
JPN,Age,0,-12.03033447265625,-80.0,-67.96966552734375,1.0,3.0279543936503613e-30,0.0,1.0
JPN,Age,0,-80.0,-13.371322631835938,66.62867736816406,1.1575322705202538e-29,1.0,0.0,1.0
JPN,Gender,0,-12.548896789550781,-80.0,-67.45110321044922,1.0,5.0857859008665296e-30,0.0,1.0
JPN,Gender,0,-11.999120712280273,-80.0,-68.0008773803711,1.0,2.9349060224211917e-30,0.0,1.0
JPN,Gender,1,-80.0,-13.467460632324219,66.53253936767578,1.274339996878978e-29,1.0,0.0,1.0
JPN,Fitness,0,-80.0,-14.256542205810547,65.74345397949219,2.80530895514134e-29,1.0,0.0,1.0
JPN,Fitness,1,-80.0,-13.979254722595215,66.02074432373047,2.1259597367502785e-29,1.0,0.0,1.0
JPN,Age,0,-11.85801887512207,-80.0,-68.14198303222656,1.0,2.5486650978935426e-30,0.0,1.0
JPN,SocialValue,0,-80.0,-13.93453598022461,66.06546020507812,2.032989832120015e-29,1.0,0.0,1.0
JPN,Gender,1,-80.0,-14.422128677368164,65.57787322998047,3.3104842915993116e-29,1.0,0.0,1.0
JPN,SocialValue,0,-11.333819389343262,-80.0,-68.66618347167969,1.0,1.5088825102691688e-30,0.0,1.0
JPN,Gender,0,-80.0,-13.385273933410645,66.6147232055664,1.1737978021435423e-29,1.0,0.0,1.0
JPN,Species,1,-80.0,-15.029887199401855,64.9701156616211,6.07907148030571e-29,1.0,0.0,1.0
JPN,Age,0,-10.107023239135742,-80.0,-69.89297485351562,1.0,4.4245254716645655e-31,0.0,1.0
JPN,SocialValue,1,-80.0,-13.508325576782227,66.4916763305664,1.3274919017621432e-29,1.0,0.0,1.0
JPN,SocialValue,1,-11.550590515136719,-80.0,-68.44940948486328,1.0,1.874127695097911e-30,0.0,1.0
JPN,Fitness,1,-80.0,-14.320456504821777,65.6795425415039,2.9904537164467e-29,1.0,0.0,1.0
JPN,SocialValue,1,-80.0,-13.487098693847656,66.51290130615234,1.2996128621109227e-29,1.0,0.0,1.0
JPN,Gender,0,-80.0,-14.515388488769531,65.48461151123047,3.634080846414578e-29,1.0,0.0,1.0
JPN,Gender,0,-80.0,-13.913633346557617,66.08636474609375,1.9909323369594586e-29,1.0,0.0,1.0
JPN,Age,0,-10.727901458740234,-80.0,-69.2720947265625,1.0,8.23211671338481e-31,0.0,1.0
JPN,Fitness,1,-80.0,-13.556796073913574,66.44320678710938,1.3934196434873333e-29,1.0,0.0,1.0
JPN,Age,1,-80.0,-13.174637794494629,66.82536315917969,9.508532802558527e-30,1.0,0.0,1.0
JPN,Gender,0,-80.0,-14.437464714050293,65.56253814697266,3.3616418057470976e-29,1.0,0.0,1.0
JPN,Gender,1,-80.0,-14.142532348632812,65.85746765136719,2.5030252225731491e-29,1.0,0.0,1.0
JPN,SocialValue,1,-8.305410385131836,-80.0,-71.69458770751953,1.0,7.301905245584764e-32,0.0,1.0
JPN,Age,1,-11.052815437316895,-80.0,-68.94718170166016,1.0,1.1392511328395425e-30,0.0,1.0
JPN,SocialValue,1,-11.902810096740723,-80.0,-68.0971908569336,1.0,2.665420651111e-30,0.0,1.0
JPN,Gender,0,-80.0,-13.717262268066406,66.2827377319336,1.6359602768642477e-29,1.0,0.0,1.0
JPN,Age,0,-80.0,-13.322834968566895,66.67716217041016,1.1027483657041359e-29,1.0,0.0,1.0
JPN,Fitness,1,-80.0,-13.37419605255127,66.62580108642578,1.1608663862731973e-29,1.0,0.0,1.0
JPN,Species,0,-10.754456520080566,-80.0,-69.24554443359375,1.0,8.45360900133963e-31,0.0,1.0
JPN,Gender,0,-80.0,-14.759855270385742,65.24014282226562,4.6405128537468005e-29,1.0,0.0,1.0
JPN,SocialValue,0,-10.266963958740234,-80.0,-69.7330322265625,1.0,5.191930971875725e-31,0.0,1.0
JPN,Utilitarianism,0,-12.21866512298584,-80.0,-67.78133392333984,1.0,3.655448888684277e-30,0.0,1.0
JPN,Fitness,1,-12.697028160095215,-80.0,-67.30297088623047,1.0,5.89781476530722e-30,0.0,1.0
JPN,SocialValue,0,-12.071151733398438,-80.0,-67.92884826660156,1.0,3.1541041215613982e-30,0.0,1.0
JPN,Species,0,-12.47835636138916,-80.0,-67.52164459228516,1.0,4.7393889686170644e-30,0.0,1.0
JPN,Species,1,-80.0,-15.447625160217285,64.55237579345703,9.231225973956608e-29,1.0,0.0,1.0
JPN,Fitness,1,-80.0,-13.490812301635742,66.50918579101562,1.3044505573899804e-29,1.0,0.0,1.0
JPN,Fitness,1,-80.0,-13.535587310791016,66.46441650390625,1.3641768046942436e-29,1.0,0.0,1.0
