model,method,country,align_n_criteria,align_mis,align_jsd,align_cosine_sim,align_pearson_r,align_pearson_p,align_spearman_rho,align_spearman_p,align_mae,align_rmse,flip_rate,n_scenarios,final_delta_country,final_alpha_h,mean_reliability_r,mean_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,std_reliability_r,std_bootstrap_var,mean_positional_bias,utilitarianism_slope_hat,utilitarianism_slope_n
unsloth/gpt-oss-20b-unsloth-bnb-4bit,baseline_vanilla,USA,6,0.49368048918084034,0.04525618188090733,0.5890967764368131,0.5890967764368131,0.21857343878716412,0.48571428571428577,0.3287230320699709,18.75657973871412,20.15442157434417,,310,,,,,,,,,,,,0
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,USA,6,0.5075153505176278,0.05531912447961031,-0.12338647069705688,-0.12338647069705691,0.815859525412886,0.08571428571428573,0.8717434402332361,18.742168352032404,20.71922742329898,0.4967741935483871,310,-0.0655279337929375,0.9279215377612339,0.9914770609927278,0.00034622105310260187,0.4795646048361255,0.47795105086218925,0.45206570490714043,0.01351443060603555,0.0005605334868045807,-0.7625504032258065,-0.006177590393368195,20
unsloth/gpt-oss-20b-unsloth-bnb-4bit,baseline_vanilla,GBR,6,0.5019082145963563,0.04750894517501968,0.5844350571253333,0.5844350571253333,0.22315850042221835,0.48571428571428577,0.3287230320699709,18.96782560423385,20.490317057873213,,310,,,,,,,,,,,,0
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,GBR,6,0.5214871707207601,0.057259337935826604,0.054769673784600015,0.05476967378459996,0.9179276360884269,-0.2571428571428572,0.6227871720116618,19.21366051494374,21.289624594558695,0.32903225806451614,310,-0.040372673473367524,0.9279215377612339,0.989611287428113,0.0004228863268602246,0.483511342348591,0.47980975624053707,0.45524937943104776,0.015683816623984347,0.0006488494240977525,-0.41218497983870966,-0.007113809434399471,20
unsloth/gpt-oss-20b-unsloth-bnb-4bit,baseline_vanilla,DEU,6,0.5116405621281122,0.06576729388640923,-0.4954954452938468,-0.4954954452938469,0.3175827966032585,-0.4285714285714286,0.3965014577259474,18.149420737434095,20.88763848207717,,310,,,,,,,,,,,,0
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,DEU,6,0.5051108156680386,0.0632146167210912,-0.10971656474463115,-0.10971656474463112,0.836085521777148,-0.14285714285714288,0.7871720116618075,18.010474627600953,20.621062699128416,0.36774193548387096,310,0.03433217542789941,0.9279215377612339,0.9921143238036275,0.00031998948918278755,0.4414444149501862,0.4399699440886897,0.416193022074238,0.012570711338039914,0.000520079843620636,-0.7362651209677419,0.0006761631080354674,20
unsloth/gpt-oss-20b-unsloth-bnb-4bit,baseline_vanilla,ARG,6,0.44769562931466217,0.04683656644024913,0.08377412750719802,0.08377412750719805,0.8746327765272934,0.028571428571428574,0.9571545189504373,16.766591799427474,18.27709753158542,,310,,,,,,,,,,,,0
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,ARG,6,0.45314001082384203,0.04502263484262662,0.6583434494187665,0.6583434494187665,0.15515315016738238,0.6,0.20799999999999982,17.083524228193046,18.49936347596099,0.41935483870967744,310,0.019550207125699427,0.9279215377612339,0.9914743748181685,0.00034666773461891566,0.4430238987168958,0.4396786424421495,0.4152180948565083,0.014043670222997533,0.0005858359886636606,-1.0207913306451613,0.0019051294970448085,20
unsloth/gpt-oss-20b-unsloth-bnb-4bit,baseline_vanilla,BRA,6,0.4438601116575152,0.05287790641925531,-0.48535653368754794,-0.48535653368754794,0.3291331529234057,-0.4285714285714286,0.3965014577259474,16.317492091935936,18.120513178927993,,310,,,,,,,,,,,,0
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,BRA,6,0.41767934481442265,0.04998627978299338,-0.42241039619436127,-0.4224103961943612,0.4040698638498815,-0.3714285714285715,0.46847813411078715,15.292229568904487,17.051687848255444,0.3580645161290323,310,-0.005329209348383123,0.9279215377612339,0.9891906542655284,0.00044058683367968244,0.45375950605638565,0.45280493959303825,0.4269208274541363,0.01664014084997451,0.0006923657688457303,-0.9279737903225806,0.0012783406430556196,20
