model,method,country,dimension,human,model_mpr,abs_err
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,USA,Species_Humans,79.20219438265315,49.67011131051407,29.532083072139073
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,USA,Utilitarianism_More,76.5524214999873,50.294292116700554,26.25812938328675
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,USA,Age_Young,74.5377281560045,50.27084057753505,24.266887578469458
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,USA,SocialValue_High,67.9307274803549,50.25908360786545,17.671643872489454
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,USA,Fitness_Fit,58.8095535738558,49.94505845245918,8.864495121396622
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,USA,Gender_Female,56.0298882980414,50.17011721362835,5.8597710844130475
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,GBR,Species_Humans,79.86732647450006,49.350532379720704,30.516794094779357
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,GBR,Utilitarianism_More,76.9693326806953,49.48761947381392,27.48171320688138
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,GBR,Age_Young,75.1475184681438,50.75570244296378,24.39181602518002
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,GBR,SocialValue_High,67.6880909457592,50.00037758518652,17.68771336057268
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,GBR,Fitness_Fit,59.827081815426396,50.037216913987116,9.78986490143928
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,GBR,Gender_Female,54.830638199490686,49.416576698680956,5.41406150080973
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,DEU,Species_Humans,82.44449804706495,50.41673247773764,32.027765569327315
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,DEU,Utilitarianism_More,75.14357520664106,49.77318379036328,25.370391416277783
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,DEU,Age_Young,73.9074790565083,49.507074867620666,24.400404188887627
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,DEU,SocialValue_High,64.736481239021,49.915155260745216,14.821325978275787
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,DEU,Fitness_Fit,57.12210350834395,50.560167688375316,6.561935819968632
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,DEU,Gender_Female,54.73683229587576,49.85580750300718,4.88102479286858
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,ARG,Age_Young,75.14002897670564,49.925004659428204,25.215024317277432
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,ARG,Utilitarianism_More,74.99986128876151,50.62493865268174,24.374922636079766
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,ARG,Species_Humans,69.52456706948846,50.31481696589755,19.209750103590906
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,ARG,SocialValue_High,68.53593047136175,50.21934766972039,18.31658280164136
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,ARG,Fitness_Fit,58.04538742118584,49.82114581978714,8.224241601398703
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,ARG,Gender_Female,57.032990046600695,49.87236613743058,7.160623909170113
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,BRA,Age_Young,73.59076653683455,49.84033330775982,23.75043322907473
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,BRA,Utilitarianism_More,73.71591025897145,50.30496857230406,23.410941686667385
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,BRA,Species_Humans,66.6061873644301,49.30253833648061,17.30364902794949
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,BRA,SocialValue_High,66.3433860656688,49.98964632787782,16.353739737790974
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,BRA,Gender_Female,57.3001550421383,50.13562694817283,7.1645280939654725
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,BRA,Fitness_Fit,54.40535066898907,50.6352650310102,3.770085637978873
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MEX,Age_Young,75.21584517573521,50.273215299226045,24.942629876509166
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MEX,Utilitarianism_More,74.8079603277905,50.04329814279088,24.764662184999615
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MEX,Species_Humans,73.51089928332725,50.05273426900766,23.45816501431959
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MEX,SocialValue_High,69.57387786903246,49.75419517824425,19.819682690788206
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MEX,Fitness_Fit,58.8650744273124,50.129776727578545,8.735297699733856
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MEX,Gender_Female,57.00669423286785,50.1489905134046,6.857703719463252
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,COL,Utilitarianism_More,75.80338277866436,49.22117135153045,26.582211427133906
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,COL,Age_Young,76.29284986160825,50.0353939490356,26.257455912572645
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,COL,SocialValue_High,72.74717296106235,49.72053223522945,23.0266407258329
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,COL,Species_Humans,66.6784983800857,50.07250862147996,16.605989758605737
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,COL,Fitness_Fit,59.9335818193818,49.76052800534086,10.17305381404094
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,COL,Gender_Female,57.815395500653246,49.81203613212564,8.003359368527605
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,VNM,Species_Humans,77.72253006105205,49.79094892704848,27.931581134003572
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,VNM,Age_Young,72.72528264808984,49.619196109904635,23.10608653818521
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,VNM,Utilitarianism_More,73.6205203750259,50.63752490802402,22.982995467001885
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,VNM,SocialValue_High,68.98151465777724,50.5390117033356,18.442502954441636
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,VNM,Fitness_Fit,57.972196212438355,49.685202567955876,8.286993644482479
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,VNM,Gender_Female,56.824729929568896,49.84533072596594,6.979399203602959
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MMR,Utilitarianism_More,78.70192179745325,49.69230281555562,29.00961898189763
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MMR,Age_Young,75.90055057126965,49.501777621303866,26.39877294996578
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MMR,Species_Humans,71.5585123070076,49.972506444291,21.586005862716604
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MMR,SocialValue_High,64.46905071498131,50.32887862730748,14.140172087673825
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MMR,Gender_Female,53.994610055520134,50.24854660261215,3.7460634529079826
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,MMR,Fitness_Fit,52.62920706981218,49.99030763239647,2.6388994374157093
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,THA,Species_Humans,79.6882802566394,49.76857990646214,29.91970035017726
unsloth/gpt-oss-20b-unsloth-bnb-4bit,EXP-24-GPT_OSS_20B_dual_pass,THA,Utilitarianism_More,70.33858535076145,49.03790494361525,21.300680407146196
