model,method,country,align_n_criteria,align_mis,align_jsd,align_cosine_sim,align_pearson_r,align_pearson_p,align_spearman_rho,align_spearman_p,align_mae,align_rmse,flip_rate,n_scenarios,final_delta_country,final_alpha_h,mean_reliability_r,mean_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,std_reliability_r,std_bootstrap_var,mean_positional_bias,utilitarianism_slope_hat,utilitarianism_slope_n
unsloth/gemma-4-E2B-it,baseline_vanilla,USA,6,0.5452086036524487,0.06478859592409153,0.30609661898011714,0.30609661898011725,0.5551949543373778,0.08571428571428573,0.8717434402332361,20.32332364145793,22.25804803873021,,310,,,,,,,,,,,,0
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,USA,6,0.5165271140338099,0.05979516059216689,0.6176058679572264,0.6176058679572266,0.1913800653043337,0.7142857142857143,0.1107871720116617,19.650031143303554,21.087131128253574,0.18064516129032257,310,-0.2858394610490634,0.9279215377612339,0.899823247828435,0.0072970699121157395,0.6096016802134052,0.6099838945173448,0.5864717281633808,0.19504333704050505,0.023357687787972748,0.18638167842741934,-0.04265019122052712,20
unsloth/gemma-4-E2B-it,baseline_vanilla,GBR,6,0.5564423867934779,0.06913718882151113,0.24816134790819103,0.24816134790819094,0.6353993691367626,0.08571428571428573,0.8717434402332361,20.61247293824862,22.7166653150069,,310,,,,,,,,,,,,0
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,GBR,6,0.5019566348351869,0.06228736279488406,0.34150829933245797,0.34150829933245785,0.5076522520543338,0.3142857142857143,0.5440932944606414,18.372577564050896,20.492293805845865,0.2129032258064516,310,-0.2567461508298302,0.9279215377612339,0.9020912332329278,0.0067772303729807535,0.5953947300872495,0.59405805641605,0.5693769515522065,0.1775746783322733,0.023713749721125103,0.18638167842741934,-0.0809696524496397,20
unsloth/gemma-4-E2B-it,baseline_vanilla,DEU,6,0.505842070360165,0.06019949094043092,0.8397909440040381,0.8397909440040381,0.03644437419080435,0.7142857142857143,0.1107871720116617,18.23165032141653,20.650916046923854,,310,,,,,,,,,,,,0
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,DEU,6,0.4155720857450491,0.05336675342619562,0.6167068128436997,0.6167068128436997,0.1922149970886171,0.7714285714285715,0.07239650145772594,15.003635877165943,16.96565935699182,0.18064516129032257,310,-0.672049958265872,0.9279215377612339,0.86220454721846,0.010324341826435466,0.592243869746885,0.5900110324544291,0.5687279286884492,0.22937549282256184,0.02749472736426802,-1.178480972782258,-0.07477551449179529,20
unsloth/gemma-4-E2B-it,baseline_vanilla,ARG,6,0.4234067985492807,0.07023078333544486,0.16832748860393132,0.16832748860393126,0.7498934746958946,0.3714285714285715,0.46847813411078715,14.634232293159885,17.28551016785211,,310,,,,,,,,,,,,0
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,ARG,6,0.4337349582334545,0.05044317948595078,0.21311893459792608,0.213118934597926,0.6851614950390796,0.14285714285714288,0.7871720116618075,16.029739826983143,17.707155521322278,0.09032258064516129,310,-1.6119081028031372,0.9279215377612339,0.8492795627459937,0.013102878411850106,0.6470079184539856,0.6437245267052805,0.6234673676952239,0.2371892684838623,0.04205792225036124,-0.860578377016129,-0.035643408376356066,20
unsloth/gemma-4-E2B-it,baseline_vanilla,BRA,6,0.4159920934971086,0.048330835020978805,0.07835007706786343,0.07835007706786341,0.8827153695617905,0.6571428571428573,0.15617492711370237,15.306591958361269,16.9828061016678,,310,,,,,,,,,,,,0
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,BRA,6,0.4040109638365227,0.07410890934255633,0.21117713248546716,0.21117713248546718,0.6879431058781341,0.14285714285714288,0.7871720116618075,13.815485175335136,16.493678531491796,0.14193548387096774,310,-0.9704967195579114,0.9279215377612339,0.8320389640769661,0.014946078305524359,0.6026758117060508,0.6062089574913825,0.5810595375876273,0.2578731464750218,0.04495364510705488,-4.604599294354839,-0.03152002096005884,20
