model,method,country,dimension,human,model_mpr,abs_err
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,USA,Age_Young,74.5377281560045,42.48376052161069,32.053967634393814
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,USA,SocialValue_High,67.9307274803549,40.99608623472745,26.934641245627454
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,USA,Utilitarianism_More,76.5524214999873,56.864447374394736,19.687974125592568
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,USA,Species_Humans,79.20219438265315,64.2516189395646,14.950575443088553
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,USA,Gender_Female,56.0298882980414,41.731792517504395,14.298095780537004
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,USA,Fitness_Fit,58.8095535738558,48.83462094327386,9.97493263058194
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,GBR,Age_Young,75.1475184681438,44.65326537591071,30.494253092233087
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,GBR,Utilitarianism_More,76.9693326806953,51.11666605428455,25.852666626410752
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,GBR,SocialValue_High,67.6880909457592,45.36206587093522,22.32602507482398
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,GBR,Species_Humans,79.86732647450006,61.6746254234831,18.19270105101696
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,GBR,Gender_Female,54.830638199490686,47.01812371955884,7.812514479931849
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,GBR,Fitness_Fit,59.827081815426396,54.26977675553765,5.557305059888748
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,DEU,Age_Young,73.9074790565083,46.851674043633615,27.05580501287468
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,DEU,Utilitarianism_More,75.14357520664106,55.09103565931852,20.05253954732254
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,DEU,SocialValue_High,64.736481239021,48.5384805369231,16.1980007020979
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,DEU,Species_Humans,82.44449804706495,66.62506008222321,15.81943796484174
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,DEU,Gender_Female,54.73683229587576,46.057016780653484,8.679815515222273
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,DEU,Fitness_Fit,57.12210350834395,54.90588698770741,2.216216520636536
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,ARG,Age_Young,75.14002897670564,47.97328607927344,27.166742897432194
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,ARG,Utilitarianism_More,74.99986128876151,51.384961770498336,23.614899518263172
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,ARG,SocialValue_High,68.53593047136175,50.93741788257653,17.59851258878522
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,ARG,Gender_Female,57.032990046600695,45.87650209150638,11.156487955094313
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,ARG,Species_Humans,69.52456706948846,58.662489705940104,10.862077363548352
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,ARG,Fitness_Fit,58.04538742118584,52.26566878241024,5.779718638775606
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,BRA,Age_Young,73.59076653683455,43.739914029898905,29.850852506935645
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,BRA,SocialValue_High,66.3433860656688,48.09525894726806,18.24812711840074
unsloth/gemma-4-E2B-it,EXP-24-GEMMA4_E2B_dual_pass,BRA,Utilitarianism_More,73.71591025897145,57.86047389142015,15.855436367551299
