index,country,ablation,jsd_mean,jsd_std,pearson_r_mean,pearson_r_std,spearman_rho_mean,spearman_rho_std,mae_mean,mae_std,rmse_mean,rmse_std,mis_mean,mis_std,flip_rate_mean,flip_rate_std,mean_reliability_r_mean,mean_reliability_r_std,elapsed_sec_mean,elapsed_sec_std
0,ARG,Always-on PT-IS,0.046629320027307776,,-0.09749201793543352,,-0.14285714285714288,,17.212223817759185,,18.69125874684562,,0.45784046580104704,,0.4806451612903226,,1.0,,0.5206878185272217,
1,ARG,Always-on PT-IS + No country prior (a_h=0),0.04675548958188953,,-0.4144684414649251,,-0.14285714285714288,,17.22000611771229,,18.704288754861384,,0.45815963451087705,,0.4483870967741935,,1.0,,0.5185832977294922,
2,ARG,Always-on PT-IS + No debiasing,0.04687603125474594,,-0.2644451374701733,,-0.3142857142857143,,17.20898189213973,,18.69928718704801,,0.4580371216203101,,0.9838709677419355,,1.0,,0.49921727180480957,
3,ARG,Always-on PT-IS + No debiasing + No country prior (a_h=0),0.04556258021554625,,0.4233712671715047,,0.2571428571428572,,17.16842988567728,,18.60026430196735,,0.4556115662072513,,0.9451612903225807,,1.0,,0.5023245811462402,
4,ARG,Always-on PT-IS + No debiasing + Without persona,0.04624931522057701,,0.1944721548577694,,0.2571428571428572,,17.17794321250049,,18.64158559151661,,0.4566237269563461,,0.0,,1.0,,0.505866527557373,
5,ARG,Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.04537848520892714,,0.38424814941919777,,0.2571428571428572,,17.255115313334006,,18.670644871951943,,0.4573355310499363,,0.0,,1.0,,0.48969101905822754,
6,ARG,Always-on PT-IS + Without persona,0.046615581070386033,,-0.10469161849820441,,0.14285714285714288,,17.21912721857269,,18.69717137958717,,0.4579852951335798,,0.29354838709677417,,1.0,,0.5132100582122803,
7,ARG,Always-on PT-IS + Without persona + No country prior (a_h=0),0.04706642535727023,,-0.7849582449378445,,-0.6,,17.23385268144936,,18.731460409234653,,0.4588252013976948,,0.24516129032258063,,1.0,,0.5229282379150391,
8,ARG,Full SWA-DPBR,0.04682638340650943,,-0.7073539029483259,,-0.48571428571428577,,17.251093570994563,,18.73620332914207,,0.4589413787343354,,0.4774193548387097,,0.9952646335040617,,0.5276601314544678,
9,ARG,No country prior (a_h=0),0.04657390976404106,,0.047042534045587996,,0.14285714285714288,,17.23201150786817,,18.70687640350685,,0.458223018699027,,0.4129032258064516,,0.995522149629381,,0.5285589694976807,
10,ARG,No debiasing,0.046417766340427206,,0.1759135953329911,,0.08571428571428573,,17.18558667362133,,18.656803808354802,,0.4569964956168322,,0.9774193548387097,,0.9849454852741485,,0.5041184425354004,
11,ARG,No debiasing + No country prior (a_h=0),0.046300767307535205,,0.19723130894158203,,0.14285714285714288,,17.197642375756228,,18.66192706870762,,0.4571219893536706,,0.9290322580645162,,0.9862129405953679,,0.5039629936218262,
12,ARG,No debiasing + Without persona,0.046273559586792565,,0.18516721683696377,,0.3142857142857143,,17.19480920454929,,18.65795917601463,,0.4570247962291511,,0.0,,0.9961302028776693,,0.4954183101654053,
13,ARG,No debiasing + Without persona + No country prior (a_h=0),0.04541541682766805,,0.3922011633230567,,0.2571428571428572,,17.266774733414604,,18.68348713610574,,0.45765010099312453,,0.0,,0.9948909053571419,,0.49743080139160156,
14,ARG,No-IS (consensus only),0.04661797394432815,,-0.2348845918174498,,-0.48571428571428577,,17.218769916750393,,18.6970946624605,,0.457983415955431,,0.16451612903225807,,1.0,,0.3386549949645996,
15,ARG,No-IS (consensus only) + Always-on PT-IS,0.04661797394432815,,-0.2348845918174498,,-0.48571428571428577,,17.218769916750393,,18.6970946624605,,0.457983415955431,,0.16451612903225807,,1.0,,0.33223986625671387,
16,ARG,No-IS (consensus only) + Always-on PT-IS + No country prior (a_h=0),0.04654363129927294,,0.2250128087231779,,-0.08571428571428573,,17.2155292178694,,18.690633947540274,,0.4578251614061496,,0.0,,1.0,,0.33082056045532227,
17,ARG,No-IS (consensus only) + Always-on PT-IS + No debiasing,0.046741687527334375,,-0.3669308353552619,,-0.2,,17.224355257993675,,18.707787567155943,,0.45824533755915153,,0.0,,1.0,,0.3097693920135498,
18,ARG,No-IS (consensus only) + Always-on PT-IS + No debiasing + No country prior (a_h=0),0.04646895852458364,,0.2596773481436632,,0.08571428571428573,,17.200885163498654,,18.67371245921949,,0.45741067128540575,,0.0,,1.0,,0.31330370903015137,
19,ARG,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona,0.04626799613192687,,0.19217282544692932,,0.3142857142857143,,17.17454152817068,,18.63922893150487,,0.45656600081108634,,0.0,,1.0,,0.3012099266052246,
20,ARG,No-IS (consensus only) + Always-on PT-IS + No debiasing + Without persona + No country prior (a_h=0),0.04547954106695959,,0.3681012838227081,,0.2571428571428572,,17.252508136987565,,18.6730391852028,,0.45739417950742617,,0.0,,1.0,,0.30290699005126953,
21,ARG,No-IS (consensus only) + Always-on PT-IS + Without persona,0.0466631701350447,,-0.3023402199842563,,0.08571428571428573,,17.23396524526513,,18.713008837745715,,0.4583732320466909,,0.21935483870967742,,1.0,,0.3220176696777344,
22,ARG,No-IS (consensus only) + Always-on PT-IS + Without persona + No country prior (a_h=0),0.046649049950292426,,-0.13679494886581123,,0.028571428571428574,,17.217524528588914,,18.697060504516156,,0.457982579260088,,0.0,,1.0,,0.3277716636657715,
23,ARG,No-IS (consensus only) + No country prior (a_h=0),0.04654363129927294,,0.2250128087231779,,-0.08571428571428573,,17.2155292178694,,18.690633947540274,,0.4578251614061496,,0.0,,1.0,,0.34005022048950195,
24,ARG,No-IS (consensus only) + No debiasing,0.046741687527334375,,-0.3669308353552619,,-0.2,,17.224355257993675,,18.707787567155943,,0.45824533755915153,,0.0,,1.0,,0.3152947425842285,
25,ARG,No-IS (consensus only) + No debiasing + No country prior (a_h=0),0.04646895852458364,,0.2596773481436632,,0.08571428571428573,,17.200885163498654,,18.67371245921949,,0.45741067128540575,,0.0,,1.0,,0.3373544216156006,
26,ARG,No-IS (consensus only) + No debiasing + Without persona,0.04626799613192687,,0.19217282544692932,,0.3142857142857143,,17.17454152817068,,18.63922893150487,,0.45656600081108634,,0.0,,1.0,,0.3062455654144287,
27,ARG,No-IS (consensus only) + No debiasing + Without persona + No country prior (a_h=0),0.04547954106695959,,0.3681012838227081,,0.2571428571428572,,17.252508136987565,,18.6730391852028,,0.45739417950742617,,0.0,,1.0,,0.309373140335083,
28,ARG,No-IS (consensus only) + Without persona,0.0466631701350447,,-0.3023402199842563,,0.08571428571428573,,17.23396524526513,,18.713008837745715,,0.4583732320466909,,0.21935483870967742,,1.0,,0.3306918144226074,
29,ARG,No-IS (consensus only) + Without persona + No country prior (a_h=0),0.046649049950292426,,-0.13679494886581123,,0.028571428571428574,,17.217524528588914,,18.697060504516156,,0.457982579260088,,0.0,,1.0,,0.34012293815612793,
30,ARG,Without persona,0.046723297501119324,,-0.3706110551634825,,-0.3142857142857143,,17.234941088226773,,18.716621944903363,,0.4584617347359133,,0.24838709677419354,,0.9948834400964265,,0.5203516483306885,
31,ARG,Without persona + No country prior (a_h=0),0.046142722792071565,,0.6259602246739717,,0.6571428571428573,,17.209512957412922,,18.666476150580593,,0.45723341864753986,,0.22903225806451613,,0.9952321701894979,,0.5188095569610596,
