country,method,phenomenon_category,preferred_on_right,p_spare_preferred,bias_a,bias_b,n_left,n_right
IRN,swai,Fitness,0,0.999998413508365,-34.16585922241211,34.16585922241211,3,3
IRN,swai,Species,0,0.0,-34.16585922241211,34.16585922241211,3,3
IRN,swai,SocialValue,0,0.9999589171711705,-34.16585922241211,34.16585922241211,3,3
IRN,swai,SocialValue,0,0.9982411342207342,-34.16585922241211,34.16585922241211,3,3
IRN,swai,SocialValue,0,0.0,-34.16585922241211,34.16585922241211,5,5
IRN,swai,SocialValue,1,4.609325543469822e-08,-34.16585922241211,34.16585922241211,2,2
IRN,swai,SocialValue,0,0.9999809641467436,-34.16585922241211,34.16585922241211,3,3
IRN,swai,Age,0,0.9880065796896815,-34.16585922241211,34.16585922241211,1,1
IRN,swai,Fitness,1,0.1714683473110199,-34.16585922241211,34.16585922241211,3,3
IRN,swai,SocialValue,0,0.8350087404251099,-34.16585922241211,34.16585922241211,4,4
IRN,swai,SocialValue,0,0.9396868459880352,-34.16585922241211,34.16585922241211,2,2
IRN,swai,Gender,1,0.060823339968919754,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Utilitarianism,1,1.0,-34.16585922241211,34.16585922241211,4,5
IRN,swai,Utilitarianism,0,0.9999999992827737,-34.16585922241211,34.16585922241211,4,1
IRN,swai,Fitness,0,0.9999965739848449,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Utilitarianism,1,1.453789195693389e-06,-34.16585922241211,34.16585922241211,2,5
IRN,swai,Species,0,0.0,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Gender,1,0.0709037333726883,-34.16585922241211,34.16585922241211,3,3
IRN,swai,Gender,0,0.9497034512460232,-34.16585922241211,34.16585922241211,1,1
IRN,swai,Gender,0,0.9980315126013011,-34.16585922241211,34.16585922241211,4,4
IRN,swai,SocialValue,0,0.9999483878200408,-34.16585922241211,34.16585922241211,1,1
IRN,swai,Gender,0,0.9984167446382344,-34.16585922241211,34.16585922241211,3,3
IRN,swai,Gender,1,0.15212593972682953,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Age,0,0.0,-34.16585922241211,34.16585922241211,4,4
IRN,swai,SocialValue,0,0.0,-34.16585922241211,34.16585922241211,1,1
IRN,swai,Age,1,0.397470086812973,-34.16585922241211,34.16585922241211,3,3
IRN,swai,Gender,1,0.000408398627769202,-34.16585922241211,34.16585922241211,3,3
IRN,swai,SocialValue,1,7.078931230353191e-05,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Fitness,0,0.9915497712790966,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Fitness,0,0.9999984375160693,-34.16585922241211,34.16585922241211,2,2
IRN,swai,Gender,0,0.0,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Species,0,0.999999972566501,-34.16585922241211,34.16585922241211,1,1
IRN,swai,SocialValue,0,0.0,-34.16585922241211,34.16585922241211,2,2
IRN,swai,Fitness,0,0.999995519152435,-34.16585922241211,34.16585922241211,3,3
IRN,swai,SocialValue,1,6.955514919582129e-08,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Gender,1,1.0,-34.16585922241211,34.16585922241211,1,1
IRN,swai,SocialValue,1,8.740889825276099e-07,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Species,0,0.0,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Age,1,1.0,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Gender,1,0.002807674231007695,-34.16585922241211,34.16585922241211,1,1
IRN,swai,SocialValue,0,0.0,-34.16585922241211,34.16585922241211,5,5
IRN,swai,SocialValue,1,8.367034752154723e-05,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Age,1,0.00018406042363494635,-34.16585922241211,34.16585922241211,2,2
IRN,swai,Fitness,1,0.0010200736578553915,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Utilitarianism,1,1.0,-34.16585922241211,34.16585922241211,2,4
IRN,swai,Age,0,0.7958611398935318,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Age,0,0.9829137288033962,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Species,0,0.9999999991135833,-34.16585922241211,34.16585922241211,2,2
IRN,swai,Fitness,0,0.9998191521881381,-34.16585922241211,34.16585922241211,5,5
IRN,swai,SocialValue,1,0.03022979386150837,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Gender,0,0.9566605426371098,-34.16585922241211,34.16585922241211,2,2
IRN,swai,Fitness,0,0.0,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Gender,1,0.09916753321886063,-34.16585922241211,34.16585922241211,4,4
IRN,swai,SocialValue,0,0.9999971987349454,-34.16585922241211,34.16585922241211,2,2
IRN,swai,Age,1,0.035398222506046295,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Fitness,1,1.0,-34.16585922241211,34.16585922241211,2,2
IRN,swai,Utilitarianism,1,1.0,-34.16585922241211,34.16585922241211,2,3
IRN,swai,Age,0,0.9627852849662304,-34.16585922241211,34.16585922241211,3,3
IRN,swai,Age,1,0.24734877049922943,-34.16585922241211,34.16585922241211,4,4
IRN,swai,Age,0,0.9942637300118804,-34.16585922241211,34.16585922241211,3,3
IRN,swai,Age,0,0.0,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Gender,0,0.0,-34.16585922241211,34.16585922241211,1,1
IRN,swai,Gender,0,0.9155890941619873,-34.16585922241211,34.16585922241211,1,1
IRN,swai,Gender,1,1.0,-34.16585922241211,34.16585922241211,5,5
IRN,swai,Fitness,0,0.9730451051145792,-34.16585922241211,34.16585922241211,5,5
