country,method,phenomenon_category,preferred_on_right,p_spare_preferred,bias_a,bias_b,n_left,n_right
MEX,swai,Fitness,0,1.0,36.85551071166992,-36.85551071166992,3,3
MEX,swai,Species,0,0.016672909259796143,36.85551071166992,-36.85551071166992,3,3
MEX,swai,SocialValue,0,1.0,36.85551071166992,-36.85551071166992,3,3
MEX,swai,SocialValue,0,1.0,36.85551071166992,-36.85551071166992,3,3
MEX,swai,SocialValue,0,1.0,36.85551071166992,-36.85551071166992,5,5
MEX,swai,SocialValue,1,0.0,36.85551071166992,-36.85551071166992,2,2
MEX,swai,SocialValue,0,1.0,36.85551071166992,-36.85551071166992,3,3
MEX,swai,Age,0,1.0,36.85551071166992,-36.85551071166992,1,1
MEX,swai,Fitness,1,0.0,36.85551071166992,-36.85551071166992,3,3
MEX,swai,SocialValue,0,1.0,36.85551071166992,-36.85551071166992,4,4
MEX,swai,SocialValue,0,1.0,36.85551071166992,-36.85551071166992,2,2
MEX,swai,Gender,1,0.0,36.85551071166992,-36.85551071166992,5,5
MEX,swai,Utilitarianism,1,0.9978261590003967,36.85551071166992,-36.85551071166992,4,5
MEX,swai,Utilitarianism,0,0.6481488645076752,36.85551071166992,-36.85551071166992,4,1
MEX,swai,Fitness,0,1.0,36.85551071166992,-36.85551071166992,4,4
MEX,swai,Utilitarianism,1,0.999125063419342,36.85551071166992,-36.85551071166992,2,5
MEX,swai,Species,0,0.0019141435623168945,36.85551071166992,-36.85551071166992,4,4
MEX,swai,Gender,1,0.0,36.85551071166992,-36.85551071166992,3,3
MEX,swai,Gender,0,0.021256625652313232,36.85551071166992,-36.85551071166992,1,1
MEX,swai,Gender,0,1.0,36.85551071166992,-36.85551071166992,4,4
MEX,swai,SocialValue,0,1.0,36.85551071166992,-36.85551071166992,1,1
MEX,swai,Gender,0,1.0,36.85551071166992,-36.85551071166992,3,3
MEX,swai,Gender,1,0.0,36.85551071166992,-36.85551071166992,5,5
MEX,swai,Age,0,1.0,36.85551071166992,-36.85551071166992,4,4
MEX,swai,SocialValue,0,1.0,36.85551071166992,-36.85551071166992,1,1
MEX,swai,Age,1,0.0,36.85551071166992,-36.85551071166992,3,3
MEX,swai,Gender,1,0.0,36.85551071166992,-36.85551071166992,3,3
MEX,swai,SocialValue,1,0.0,36.85551071166992,-36.85551071166992,5,5
MEX,swai,Fitness,0,1.0,36.85551071166992,-36.85551071166992,4,4
MEX,swai,Fitness,0,1.0,36.85551071166992,-36.85551071166992,2,2
MEX,swai,Gender,0,1.0,36.85551071166992,-36.85551071166992,5,5
MEX,swai,Species,0,0.0027434229850769043,36.85551071166992,-36.85551071166992,1,1
MEX,swai,SocialValue,0,1.0,36.85551071166992,-36.85551071166992,2,2
