country,method,phenomenon_category,preferred_on_right,p_spare_preferred,bias_a,bias_b,n_left,n_right
KGZ,swai,Fitness,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Species,0,0.00032138824462890625,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Utilitarianism,1,0.9999988079071045,34.5028190612793,-34.5028190612793,4,5
KGZ,swai,Utilitarianism,0,0.00047791004180908203,34.5028190612793,-34.5028190612793,4,1
KGZ,swai,Fitness,0,1.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Utilitarianism,1,0.9999992847442627,34.5028190612793,-34.5028190612793,2,5
KGZ,swai,Species,0,0.0005934238433837891,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Age,1,0.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Fitness,0,1.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Fitness,0,1.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Species,0,3.4570693969726562e-06,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Fitness,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Species,0,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Age,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Age,1,0.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Utilitarianism,1,0.9999992847442627,34.5028190612793,-34.5028190612793,2,4
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Species,0,1.8596649169921875e-05,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Fitness,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Fitness,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Age,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Utilitarianism,1,0.9999979734420776,34.5028190612793,-34.5028190612793,2,3
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Age,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Fitness,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Species,1,1.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Age,1,0.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Gender,1,0.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Age,1,0.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Age,0,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Species,0,0.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,Gender,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,Utilitarianism,0,4.0531158447265625e-05,34.5028190612793,-34.5028190612793,4,2
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,SocialValue,0,1.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Species,0,0.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Species,1,1.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,5,5
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,3,3
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,4,4
KGZ,swai,Fitness,1,0.0,34.5028190612793,-34.5028190612793,1,1
KGZ,swai,SocialValue,1,0.0,34.5028190612793,-34.5028190612793,2,2
KGZ,swai,Species,1,1.0,34.5028190612793,-34.5028190612793,5,5
