country,method,phenomenon_category,preferred_on_right,p_spare_preferred,bias_a,bias_b,n_left,n_right
CHN,swai,Fitness,0,0.849252000451088,-33.45482635498047,33.45482635498047,3,3
CHN,swai,Species,0,0.0,-33.45482635498047,33.45482635498047,3,3
CHN,swai,SocialValue,0,0.0,-33.45482635498047,33.45482635498047,3,3
CHN,swai,SocialValue,0,0.0,-33.45482635498047,33.45482635498047,3,3
CHN,swai,SocialValue,0,0.0,-33.45482635498047,33.45482635498047,5,5
CHN,swai,SocialValue,1,0.011690431274473667,-33.45482635498047,33.45482635498047,2,2
CHN,swai,SocialValue,0,0.35860705375671387,-33.45482635498047,33.45482635498047,3,3
CHN,swai,Age,0,0.0,-33.45482635498047,33.45482635498047,1,1
CHN,swai,Fitness,1,1.0,-33.45482635498047,33.45482635498047,3,3
CHN,swai,SocialValue,0,0.0,-33.45482635498047,33.45482635498047,4,4
CHN,swai,SocialValue,0,0.3729003071784973,-33.45482635498047,33.45482635498047,2,2
CHN,swai,Gender,1,0.47159916162490845,-33.45482635498047,33.45482635498047,5,5
CHN,swai,Utilitarianism,1,1.0,-33.45482635498047,33.45482635498047,4,5
CHN,swai,Utilitarianism,0,0.0,-33.45482635498047,33.45482635498047,4,1
CHN,swai,Fitness,0,0.8047909587621689,-33.45482635498047,33.45482635498047,4,4
CHN,swai,Utilitarianism,1,1.0,-33.45482635498047,33.45482635498047,2,5
CHN,swai,Species,0,0.0,-33.45482635498047,33.45482635498047,4,4
CHN,swai,Gender,1,0.4478856921195984,-33.45482635498047,33.45482635498047,3,3
CHN,swai,Gender,0,0.9985118040349334,-33.45482635498047,33.45482635498047,1,1
CHN,swai,Gender,0,0.0,-33.45482635498047,33.45482635498047,4,4
CHN,swai,SocialValue,0,0.0,-33.45482635498047,33.45482635498047,1,1
CHN,swai,Gender,0,0.0,-33.45482635498047,33.45482635498047,3,3
CHN,swai,Gender,1,1.0,-33.45482635498047,33.45482635498047,5,5
CHN,swai,Age,0,0.9960762411355972,-33.45482635498047,33.45482635498047,4,4
CHN,swai,SocialValue,0,0.42728471755981445,-33.45482635498047,33.45482635498047,1,1
CHN,swai,Age,1,1.0,-33.45482635498047,33.45482635498047,3,3
CHN,swai,Gender,1,0.44164761900901794,-33.45482635498047,33.45482635498047,3,3
CHN,swai,SocialValue,1,0.24405989050865173,-33.45482635498047,33.45482635498047,5,5
CHN,swai,Fitness,0,0.0,-33.45482635498047,33.45482635498047,4,4
CHN,swai,Fitness,0,0.0,-33.45482635498047,33.45482635498047,2,2
CHN,swai,Gender,0,0.0,-33.45482635498047,33.45482635498047,5,5
CHN,swai,Species,0,0.0,-33.45482635498047,33.45482635498047,1,1
CHN,swai,SocialValue,0,0.0,-33.45482635498047,33.45482635498047,2,2
CHN,swai,Fitness,0,0.0,-33.45482635498047,33.45482635498047,3,3
CHN,swai,SocialValue,1,1.0,-33.45482635498047,33.45482635498047,4,4
CHN,swai,Gender,1,1.0,-33.45482635498047,33.45482635498047,1,1
CHN,swai,SocialValue,1,0.24938905239105225,-33.45482635498047,33.45482635498047,4,4
CHN,swai,Species,0,0.0,-33.45482635498047,33.45482635498047,5,5
CHN,swai,Age,1,1.0,-33.45482635498047,33.45482635498047,5,5
CHN,swai,Gender,1,1.0,-33.45482635498047,33.45482635498047,1,1
CHN,swai,SocialValue,0,0.0,-33.45482635498047,33.45482635498047,5,5
CHN,swai,SocialValue,1,0.06242116913199425,-33.45482635498047,33.45482635498047,4,4
CHN,swai,Age,1,1.0,-33.45482635498047,33.45482635498047,2,2
