country,method,phenomenon_category,preferred_on_right,p_spare_preferred,bias_a,bias_b,n_left,n_right
MYS,swai,Fitness,0,1.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,Species,0,0.00012171268463134766,34.259952545166016,-34.259952545166016,3,3
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,SocialValue,1,0.0,34.259952545166016,-34.259952545166016,2,2
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,Age,0,1.0,34.259952545166016,-34.259952545166016,1,1
MYS,swai,Fitness,1,0.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,2,2
MYS,swai,Gender,1,0.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,Utilitarianism,1,0.9999995231628418,34.259952545166016,-34.259952545166016,4,5
MYS,swai,Utilitarianism,0,0.00018090009689331055,34.259952545166016,-34.259952545166016,4,1
MYS,swai,Fitness,0,1.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,Utilitarianism,1,0.9999997615814209,34.259952545166016,-34.259952545166016,2,5
MYS,swai,Species,0,0.00022464990615844727,34.259952545166016,-34.259952545166016,4,4
MYS,swai,Gender,1,0.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,Gender,0,1.0,34.259952545166016,-34.259952545166016,1,1
MYS,swai,Gender,0,1.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,1,1
MYS,swai,Gender,0,1.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,Gender,1,0.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,Age,0,1.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,1,1
MYS,swai,Age,1,0.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,Gender,1,0.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,SocialValue,1,0.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,Fitness,0,1.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,Fitness,0,1.0,34.259952545166016,-34.259952545166016,2,2
MYS,swai,Gender,0,1.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,Species,0,1.3113021850585938e-06,34.259952545166016,-34.259952545166016,1,1
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,2,2
MYS,swai,Fitness,0,1.0,34.259952545166016,-34.259952545166016,3,3
MYS,swai,SocialValue,1,0.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,Gender,1,0.0,34.259952545166016,-34.259952545166016,1,1
MYS,swai,SocialValue,1,0.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,Species,0,0.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,Age,1,0.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,Gender,1,0.0,34.259952545166016,-34.259952545166016,1,1
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,SocialValue,1,0.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,Age,1,0.0,34.259952545166016,-34.259952545166016,2,2
MYS,swai,Fitness,1,0.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,Utilitarianism,1,0.9999997615814209,34.259952545166016,-34.259952545166016,2,4
MYS,swai,Age,0,1.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,Age,0,1.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,Species,0,7.033348083496094e-06,34.259952545166016,-34.259952545166016,2,2
MYS,swai,Fitness,0,1.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,SocialValue,1,0.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,Gender,0,1.0,34.259952545166016,-34.259952545166016,2,2
MYS,swai,Fitness,0,1.0,34.259952545166016,-34.259952545166016,5,5
MYS,swai,Gender,1,0.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,SocialValue,0,1.0,34.259952545166016,-34.259952545166016,2,2
MYS,swai,Age,1,0.0,34.259952545166016,-34.259952545166016,4,4
MYS,swai,Fitness,1,0.0,34.259952545166016,-34.259952545166016,2,2
MYS,swai,Utilitarianism,1,0.9999991655349731,34.259952545166016,-34.259952545166016,2,3
MYS,swai,Age,0,1.0,34.259952545166016,-34.259952545166016,3,3
