country,method,phenomenon_category,preferred_on_right,p_spare_preferred,bias_a,bias_b,n_left,n_right
VNM,swai,Fitness,0,0.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,Species,0,0.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,5,5
VNM,swai,SocialValue,1,1.0,-37.3031120300293,37.3031120300293,2,2
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,Age,0,0.0,-37.3031120300293,37.3031120300293,1,1
VNM,swai,Fitness,1,1.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,2,2
VNM,swai,Gender,1,1.0,-37.3031120300293,37.3031120300293,5,5
VNM,swai,Utilitarianism,1,1.0,-37.3031120300293,37.3031120300293,4,5
VNM,swai,Utilitarianism,0,0.0,-37.3031120300293,37.3031120300293,4,1
VNM,swai,Fitness,0,0.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,Utilitarianism,1,1.0,-37.3031120300293,37.3031120300293,2,5
VNM,swai,Species,0,0.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,Gender,1,1.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,Gender,0,0.0,-37.3031120300293,37.3031120300293,1,1
VNM,swai,Gender,0,0.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,1,1
VNM,swai,Gender,0,0.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,Gender,1,1.0,-37.3031120300293,37.3031120300293,5,5
VNM,swai,Age,0,0.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,1,1
VNM,swai,Age,1,1.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,Gender,1,1.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,SocialValue,1,1.0,-37.3031120300293,37.3031120300293,5,5
VNM,swai,Fitness,0,0.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,Fitness,0,0.0,-37.3031120300293,37.3031120300293,2,2
VNM,swai,Gender,0,0.0,-37.3031120300293,37.3031120300293,5,5
VNM,swai,Species,0,0.0,-37.3031120300293,37.3031120300293,1,1
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,2,2
VNM,swai,Fitness,0,0.0,-37.3031120300293,37.3031120300293,3,3
VNM,swai,SocialValue,1,1.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,Gender,1,1.0,-37.3031120300293,37.3031120300293,1,1
VNM,swai,SocialValue,1,1.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,Species,0,0.0,-37.3031120300293,37.3031120300293,5,5
VNM,swai,Age,1,1.0,-37.3031120300293,37.3031120300293,5,5
VNM,swai,Gender,1,1.0,-37.3031120300293,37.3031120300293,1,1
VNM,swai,SocialValue,0,0.0,-37.3031120300293,37.3031120300293,5,5
VNM,swai,SocialValue,1,1.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,Age,1,1.0,-37.3031120300293,37.3031120300293,2,2
VNM,swai,Fitness,1,1.0,-37.3031120300293,37.3031120300293,4,4
VNM,swai,Utilitarianism,1,1.0,-37.3031120300293,37.3031120300293,2,4
VNM,swai,Age,0,0.0,-37.3031120300293,37.3031120300293,5,5
VNM,swai,Age,0,0.0,-37.3031120300293,37.3031120300293,4,4
