country,baseline,phenomenon_category,preferred_on_right,p_spare_preferred,n_left,n_right
ARG,B3_long,Fitness,0,0.0,3,3
ARG,B3_long,Species,0,0.0,3,3
ARG,B3_long,SocialValue,0,0.0,3,3
ARG,B3_long,SocialValue,0,0.0,3,3
ARG,B3_long,SocialValue,0,0.0,5,5
ARG,B3_long,SocialValue,1,1.0,2,2
ARG,B3_long,SocialValue,0,0.0,3,3
ARG,B3_long,Age,0,0.0,1,1
ARG,B3_long,Fitness,1,1.0,3,3
ARG,B3_long,SocialValue,0,0.0,4,4
ARG,B3_long,SocialValue,0,0.0,2,2
ARG,B3_long,Gender,1,1.0,5,5
ARG,B3_long,Utilitarianism,1,1.0,4,5
ARG,B3_long,Utilitarianism,0,0.26894140243530273,4,1
ARG,B3_long,Fitness,0,0.0,4,4
ARG,B3_long,Utilitarianism,1,1.0,2,5
ARG,B3_long,Species,0,0.0,4,4
ARG,B3_long,Gender,1,1.0,3,3
ARG,B3_long,Gender,0,0.0,1,1
ARG,B3_long,Gender,0,0.0,4,4
ARG,B3_long,SocialValue,0,0.0,1,1
ARG,B3_long,Gender,0,0.0,3,3
ARG,B3_long,Gender,1,1.0,5,5
ARG,B3_long,Age,0,0.622459352016449,4,4
ARG,B3_long,SocialValue,0,0.0,1,1
ARG,B3_long,Age,1,1.0,3,3
ARG,B3_long,Gender,1,1.0,3,3
ARG,B3_long,SocialValue,1,1.0,5,5
ARG,B3_long,Fitness,0,0.0,4,4
ARG,B3_long,Fitness,0,0.0,2,2
ARG,B3_long,Gender,0,0.0,5,5
ARG,B3_long,Species,0,0.0,1,1
ARG,B3_long,SocialValue,0,0.0,2,2
ARG,B3_long,Fitness,0,0.0,3,3
ARG,B3_long,SocialValue,1,1.0,4,4
ARG,B3_long,Gender,1,1.0,1,1
ARG,B3_long,SocialValue,1,1.0,4,4
ARG,B3_long,Species,0,0.0,5,5
ARG,B3_long,Age,1,1.0,5,5
ARG,B3_long,Gender,1,1.0,1,1
ARG,B3_long,SocialValue,0,0.0,5,5
ARG,B3_long,SocialValue,1,1.0,4,4
ARG,B3_long,Age,1,1.0,2,2
ARG,B3_long,Fitness,1,1.0,4,4
ARG,B3_long,Utilitarianism,1,1.0,2,4
ARG,B3_long,Age,0,0.0,5,5
ARG,B3_long,Age,0,0.0,4,4
ARG,B3_long,Species,0,0.0,2,2
ARG,B3_long,Fitness,0,0.0,5,5
ARG,B3_long,SocialValue,1,1.0,5,5
ARG,B3_long,Gender,0,0.0,2,2
ARG,B3_long,Fitness,0,0.0,5,5
ARG,B3_long,Gender,1,1.0,4,4
ARG,B3_long,SocialValue,0,0.0,2,2
ARG,B3_long,Age,1,1.0,4,4
ARG,B3_long,Fitness,1,1.0,2,2
ARG,B3_long,Utilitarianism,1,1.0,2,3
ARG,B3_long,Age,0,0.0,3,3
ARG,B3_long,Age,1,1.0,4,4
ARG,B3_long,Age,0,0.0,3,3
ARG,B3_long,Age,0,0.0,5,5
ARG,B3_long,Gender,0,0.0,1,1
ARG,B3_long,Gender,0,0.0,1,1
ARG,B3_long,Gender,1,1.0,5,5
ARG,B3_long,Fitness,0,0.0,5,5
ARG,B3_long,Fitness,1,1.0,1,1
ARG,B3_long,Age,0,0.9859364032745361,2,2
ARG,B3_long,SocialValue,0,0.0,3,3
ARG,B3_long,Gender,1,1.0,5,5
ARG,B3_long,SocialValue,0,0.977022647857666,1,1
ARG,B3_long,Gender,0,0.0,1,1
ARG,B3_long,Species,1,1.0,2,2
ARG,B3_long,Age,0,0.0,5,5
ARG,B3_long,SocialValue,1,1.0,5,5
ARG,B3_long,SocialValue,1,1.0,1,1
ARG,B3_long,Fitness,1,1.0,5,5
ARG,B3_long,SocialValue,1,1.0,4,4
ARG,B3_long,Gender,0,0.0,3,3
ARG,B3_long,Gender,0,0.0,1,1
ARG,B3_long,Age,0,0.7310585379600525,3,3
