country,baseline,phenomenon_category,preferred_on_right,p_spare_preferred,n_left,n_right
IRN,B3_long,Fitness,0,0.0,3,3
IRN,B3_long,Species,0,1.0,3,3
IRN,B3_long,SocialValue,0,1.0,3,3
IRN,B3_long,SocialValue,0,1.0,3,3
IRN,B3_long,SocialValue,0,1.0,5,5
IRN,B3_long,SocialValue,1,1.0,2,2
IRN,B3_long,SocialValue,0,0.851952850818634,3,3
IRN,B3_long,Age,0,0.0,1,1
IRN,B3_long,Fitness,1,1.0,3,3
IRN,B3_long,SocialValue,0,0.0,4,4
IRN,B3_long,SocialValue,0,0.8175744414329529,2,2
IRN,B3_long,Gender,1,0.0,5,5
IRN,B3_long,Utilitarianism,1,1.0,4,5
IRN,B3_long,Utilitarianism,0,1.0,4,1
IRN,B3_long,Fitness,0,0.0,4,4
IRN,B3_long,Utilitarianism,1,1.0,2,5
IRN,B3_long,Species,0,1.0,4,4
IRN,B3_long,Gender,1,1.0,3,3
IRN,B3_long,Gender,0,0.0,1,1
IRN,B3_long,Gender,0,0.0,4,4
IRN,B3_long,SocialValue,0,0.0,1,1
IRN,B3_long,Gender,0,0.0,3,3
IRN,B3_long,Gender,1,1.0,5,5
IRN,B3_long,Age,0,0.0,4,4
IRN,B3_long,SocialValue,0,0.9241418242454529,1,1
IRN,B3_long,Age,1,1.0,3,3
IRN,B3_long,Gender,1,1.0,3,3
IRN,B3_long,SocialValue,1,1.0,5,5
IRN,B3_long,Fitness,0,0.0,4,4
IRN,B3_long,Fitness,0,0.0,2,2
IRN,B3_long,Gender,0,0.0,5,5
IRN,B3_long,Species,0,1.0,1,1
IRN,B3_long,SocialValue,0,0.0,2,2
IRN,B3_long,Fitness,0,0.0,3,3
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Gender,1,0.0,1,1
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Species,0,1.0,5,5
IRN,B3_long,Age,1,1.0,5,5
IRN,B3_long,Gender,1,1.0,1,1
IRN,B3_long,SocialValue,0,0.0,5,5
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Age,1,1.0,2,2
IRN,B3_long,Fitness,1,1.0,4,4
IRN,B3_long,Utilitarianism,1,1.0,2,4
IRN,B3_long,Age,0,0.0,5,5
IRN,B3_long,Age,0,0.0,4,4
IRN,B3_long,Species,0,1.0,2,2
IRN,B3_long,Fitness,0,0.0,5,5
IRN,B3_long,SocialValue,1,1.0,5,5
IRN,B3_long,Gender,0,0.0,2,2
IRN,B3_long,Fitness,0,0.0,5,5
IRN,B3_long,Gender,1,0.0,4,4
IRN,B3_long,SocialValue,0,0.0,2,2
IRN,B3_long,Age,1,0.0,4,4
IRN,B3_long,Fitness,1,1.0,2,2
IRN,B3_long,Utilitarianism,1,1.0,2,3
IRN,B3_long,Age,0,0.0,3,3
IRN,B3_long,Age,1,0.09534946084022522,4,4
IRN,B3_long,Age,0,0.0,3,3
IRN,B3_long,Age,0,0.0,5,5
IRN,B3_long,Gender,0,0.0,1,1
IRN,B3_long,Gender,0,0.43782350420951843,1,1
IRN,B3_long,Gender,1,1.0,5,5
IRN,B3_long,Fitness,0,0.0,5,5
IRN,B3_long,Fitness,1,1.0,1,1
IRN,B3_long,Age,0,0.0,2,2
IRN,B3_long,SocialValue,0,0.9046505093574524,3,3
IRN,B3_long,Gender,1,0.0,5,5
IRN,B3_long,SocialValue,0,1.0,1,1
IRN,B3_long,Gender,0,0.0,1,1
IRN,B3_long,Species,1,1.0,2,2
IRN,B3_long,Age,0,0.0,5,5
IRN,B3_long,SocialValue,1,1.0,5,5
IRN,B3_long,SocialValue,1,1.0,1,1
IRN,B3_long,Fitness,1,1.0,5,5
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Gender,0,0.0,3,3
IRN,B3_long,Gender,0,0.0,1,1
IRN,B3_long,Age,0,0.0,3,3
IRN,B3_long,Fitness,1,1.0,3,3
IRN,B3_long,Age,1,1.0,2,2
IRN,B3_long,Gender,0,0.0,4,4
IRN,B3_long,Gender,1,1.0,2,2
IRN,B3_long,SocialValue,1,1.0,1,1
IRN,B3_long,Age,1,0.0,3,3
IRN,B3_long,SocialValue,1,1.0,3,3
IRN,B3_long,Gender,0,0.5,4,4
IRN,B3_long,Age,0,0.0,3,3
IRN,B3_long,Fitness,1,0.0,2,2
IRN,B3_long,Species,0,1.0,1,1
IRN,B3_long,Gender,0,0.0,5,5
IRN,B3_long,SocialValue,0,1.0,5,5
IRN,B3_long,Utilitarianism,0,1.0,4,2
IRN,B3_long,Fitness,1,0.0,3,3
IRN,B3_long,SocialValue,0,0.9525741338729858,4,4
IRN,B3_long,Species,0,1.0,2,2
IRN,B3_long,Species,1,1.0,3,3
IRN,B3_long,Fitness,1,1.0,4,4
IRN,B3_long,Fitness,1,1.0,5,5
IRN,B3_long,SocialValue,1,1.0,3,3
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Fitness,1,1.0,1,1
IRN,B3_long,SocialValue,1,0.9399133324623108,2,2
IRN,B3_long,Species,1,1.0,5,5
IRN,B3_long,SocialValue,1,0.5,3,3
IRN,B3_long,Gender,0,0.0,3,3
IRN,B3_long,Fitness,0,0.0,3,3
IRN,B3_long,SocialValue,1,0.0,5,5
IRN,B3_long,Gender,1,1.0,5,5
IRN,B3_long,SocialValue,1,0.22270014882087708,1,1
IRN,B3_long,SocialValue,0,1.0,2,2
IRN,B3_long,Age,1,0.0,5,5
IRN,B3_long,Gender,1,1.0,4,4
IRN,B3_long,Fitness,0,0.0,4,4
IRN,B3_long,Gender,0,0.0,5,5
IRN,B3_long,Species,1,1.0,1,1
IRN,B3_long,Fitness,1,0.0,3,3
IRN,B3_long,SocialValue,1,1.0,5,5
IRN,B3_long,Gender,1,1.0,2,2
IRN,B3_long,Gender,0,0.0,4,4
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Fitness,1,1.0,1,1
IRN,B3_long,Gender,0,0.0,5,5
IRN,B3_long,Gender,1,0.0,5,5
IRN,B3_long,Fitness,0,0.0,1,1
IRN,B3_long,Age,0,0.0,5,5
IRN,B3_long,Utilitarianism,0,1.0,5,1
IRN,B3_long,Utilitarianism,0,1.0,4,3
IRN,B3_long,Age,1,1.0,1,1
IRN,B3_long,Age,1,0.0,2,2
IRN,B3_long,Age,0,0.0,1,1
IRN,B3_long,Utilitarianism,1,1.0,3,4
IRN,B3_long,Gender,1,0.0,2,2
IRN,B3_long,SocialValue,1,1.0,2,2
IRN,B3_long,Fitness,1,1.0,5,5
IRN,B3_long,Age,1,1.0,4,4
IRN,B3_long,Gender,1,0.0,2,2
IRN,B3_long,Gender,0,0.0,3,3
IRN,B3_long,Age,0,0.0,4,4
IRN,B3_long,Gender,1,1.0,4,4
IRN,B3_long,Fitness,1,0.0,5,5
IRN,B3_long,Fitness,1,0.06008664518594742,1,1
IRN,B3_long,Fitness,0,0.0,3,3
IRN,B3_long,Age,1,0.0,1,1
IRN,B3_long,Fitness,0,0.0,3,3
IRN,B3_long,Species,1,1.0,1,1
IRN,B3_long,Gender,1,1.0,2,2
IRN,B3_long,Age,0,0.0,4,4
IRN,B3_long,Age,0,0.0,3,3
IRN,B3_long,Gender,0,0.0,4,4
IRN,B3_long,Age,0,0.0,3,3
IRN,B3_long,Fitness,0,0.0,4,4
IRN,B3_long,Gender,1,1.0,1,1
IRN,B3_long,SocialValue,0,1.0,2,2
IRN,B3_long,SocialValue,1,1.0,3,3
IRN,B3_long,SocialValue,1,1.0,3,3
IRN,B3_long,Fitness,1,0.0,5,5
IRN,B3_long,Gender,1,0.0,2,2
IRN,B3_long,Utilitarianism,0,1.0,5,2
IRN,B3_long,Gender,1,0.0,1,1
IRN,B3_long,Gender,1,1.0,4,4
IRN,B3_long,Fitness,0,0.0,2,2
IRN,B3_long,Age,0,0.0,1,1
IRN,B3_long,SocialValue,1,1.0,1,1
IRN,B3_long,Age,1,1.0,3,3
IRN,B3_long,SocialValue,0,1.0,1,1
IRN,B3_long,Age,1,0.0,5,5
IRN,B3_long,Gender,1,0.0,1,1
IRN,B3_long,Species,1,1.0,4,4
IRN,B3_long,SocialValue,0,0.0,1,1
IRN,B3_long,SocialValue,0,1.0,1,1
IRN,B3_long,Age,0,0.0,5,5
IRN,B3_long,Gender,0,0.0,2,2
IRN,B3_long,Fitness,1,1.0,1,1
IRN,B3_long,Gender,1,1.0,3,3
IRN,B3_long,Age,0,0.0,4,4
IRN,B3_long,SocialValue,0,1.0,1,1
IRN,B3_long,SocialValue,0,0.0,1,1
IRN,B3_long,Age,1,0.0,1,1
IRN,B3_long,Age,0,0.0,2,2
IRN,B3_long,Fitness,1,1.0,3,3
IRN,B3_long,SocialValue,0,0.43782350420951843,2,2
IRN,B3_long,SocialValue,0,1.0,5,5
IRN,B3_long,Age,1,0.0,1,1
IRN,B3_long,Gender,0,0.0,5,5
IRN,B3_long,SocialValue,0,0.0,5,5
IRN,B3_long,Utilitarianism,0,1.0,3,2
IRN,B3_long,Gender,1,0.0,1,1
IRN,B3_long,Age,1,0.0,3,3
IRN,B3_long,Species,1,1.0,5,5
IRN,B3_long,Fitness,0,0.0,2,2
IRN,B3_long,Fitness,0,0.0,1,1
IRN,B3_long,Gender,0,0.0,1,1
IRN,B3_long,Age,0,0.0,2,2
IRN,B3_long,Fitness,0,0.0,3,3
IRN,B3_long,Gender,1,1.0,4,4
IRN,B3_long,Age,1,1.0,5,5
IRN,B3_long,SocialValue,1,0.0,5,5
IRN,B3_long,SocialValue,0,1.0,5,5
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Gender,0,0.0,2,2
IRN,B3_long,Fitness,0,0.0,2,2
IRN,B3_long,Age,1,0.0,4,4
IRN,B3_long,Fitness,0,0.0,1,1
IRN,B3_long,Species,0,1.0,3,3
IRN,B3_long,Utilitarianism,1,1.0,1,4
IRN,B3_long,Age,0,0.0,1,1
IRN,B3_long,Utilitarianism,1,1.0,1,2
IRN,B3_long,SocialValue,1,1.0,3,3
IRN,B3_long,Fitness,0,0.0,2,2
IRN,B3_long,Species,1,1.0,4,4
IRN,B3_long,Gender,0,0.9241418242454529,3,3
IRN,B3_long,SocialValue,0,1.0,3,3
IRN,B3_long,Age,0,0.0,2,2
IRN,B3_long,Gender,0,0.0,5,5
IRN,B3_long,Age,1,0.0,2,2
IRN,B3_long,Fitness,1,1.0,4,4
IRN,B3_long,Gender,0,0.0,2,2
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Age,1,0.0,2,2
IRN,B3_long,Gender,1,1.0,1,1
IRN,B3_long,Gender,0,0.0,2,2
IRN,B3_long,Utilitarianism,1,1.0,3,5
IRN,B3_long,Species,1,1.0,3,3
IRN,B3_long,SocialValue,1,0.0,4,4
IRN,B3_long,Fitness,1,1.0,1,1
IRN,B3_long,SocialValue,1,1.0,2,2
IRN,B3_long,SocialValue,1,1.0,3,3
IRN,B3_long,Fitness,1,1.0,2,2
IRN,B3_long,Gender,0,0.0,4,4
IRN,B3_long,SocialValue,0,0.0,3,3
IRN,B3_long,Gender,1,1.0,3,3
IRN,B3_long,Fitness,1,0.0,4,4
IRN,B3_long,Age,0,0.0,5,5
IRN,B3_long,Gender,1,0.0,5,5
IRN,B3_long,SocialValue,0,1.0,5,5
IRN,B3_long,Fitness,1,1.0,2,2
IRN,B3_long,Gender,0,0.0,5,5
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Fitness,1,1.0,4,4
IRN,B3_long,Age,1,1.0,4,4
IRN,B3_long,Age,0,0.0,4,4
IRN,B3_long,SocialValue,0,0.0,1,1
IRN,B3_long,Fitness,0,0.0,4,4
IRN,B3_long,Utilitarianism,0,1.0,5,3
IRN,B3_long,Fitness,0,0.0,2,2
IRN,B3_long,Age,1,0.14804719388484955,3,3
IRN,B3_long,Species,1,1.0,2,2
IRN,B3_long,SocialValue,0,0.0,4,4
IRN,B3_long,SocialValue,0,0.0,4,4
IRN,B3_long,Fitness,0,0.0,5,5
IRN,B3_long,Age,1,0.0,4,4
IRN,B3_long,Fitness,1,1.0,2,2
IRN,B3_long,Age,1,1.0,1,1
IRN,B3_long,Gender,1,0.0,3,3
IRN,B3_long,SocialValue,0,0.851952850818634,3,3
IRN,B3_long,Age,1,0.0,5,5
IRN,B3_long,Age,0,0.0,1,1
IRN,B3_long,Gender,1,0.0,3,3
IRN,B3_long,SocialValue,0,1.0,5,5
IRN,B3_long,Species,0,1.0,5,5
IRN,B3_long,SocialValue,0,1.0,4,4
IRN,B3_long,SocialValue,1,1.0,5,5
IRN,B3_long,Age,1,1.0,5,5
IRN,B3_long,SocialValue,0,1.0,4,4
IRN,B3_long,Fitness,0,0.0,5,5
IRN,B3_long,SocialValue,1,1.0,1,1
IRN,B3_long,SocialValue,0,1.0,4,4
IRN,B3_long,Fitness,1,1.0,3,3
IRN,B3_long,Fitness,0,0.0,1,1
IRN,B3_long,Species,0,1.0,4,4
IRN,B3_long,SocialValue,1,0.8519527912139893,3,3
IRN,B3_long,Fitness,0,0.0,1,1
IRN,B3_long,Gender,0,0.0,2,2
IRN,B3_long,Utilitarianism,1,1.0,1,5
IRN,B3_long,Gender,0,0.0,1,1
IRN,B3_long,Utilitarianism,0,0.9241418242454529,5,4
IRN,B3_long,Fitness,0,0.0,4,4
IRN,B3_long,SocialValue,1,1.0,2,2
IRN,B3_long,SocialValue,1,1.0,2,2
IRN,B3_long,Age,0,0.0,1,1
IRN,B3_long,Age,1,0.0,2,2
IRN,B3_long,Utilitarianism,1,1.0,1,3
IRN,B3_long,Age,1,0.0,3,3
IRN,B3_long,Gender,1,0.0,4,4
IRN,B3_long,SocialValue,1,0.0,3,3
IRN,B3_long,SocialValue,1,1.0,1,1
IRN,B3_long,Fitness,0,0.0,1,1
IRN,B3_long,Fitness,1,0.0,4,4
IRN,B3_long,SocialValue,1,1.0,4,4
IRN,B3_long,Gender,0,0.0,3,3
IRN,B3_long,Fitness,1,1.0,2,2
IRN,B3_long,Age,1,0.0,1,1
IRN,B3_long,Utilitarianism,0,1.0,2,1
IRN,B3_long,Fitness,0,0.0,5,5
IRN,B3_long,Gender,1,0.0,3,3
IRN,B3_long,Gender,0,0.0,3,3
IRN,B3_long,Gender,1,0.0,2,2
IRN,B3_long,SocialValue,0,0.0,4,4
IRN,B3_long,SocialValue,0,1.0,2,2
IRN,B3_long,Age,0,0.0,2,2
IRN,B3_long,Gender,1,1.0,4,4
IRN,B3_long,Utilitarianism,0,1.0,3,1
IRN,B3_long,SocialValue,1,1.0,2,2
IRN,B3_long,Age,0,0.0,2,2
IRN,B3_long,SocialValue,0,1.0,3,3
IRN,B3_long,Gender,0,0.0,2,2
IRN,B3_long,Fitness,1,1.0,5,5
IRN,B3_long,Gender,0,0.0,4,4
