country,phenomenon_category,preferred_on_right,z_a,z_b,raw_logit_gap,p_left,p_right,decision_entropy,decision_margin
COL,Fitness,0,-6.723937034606934,-80.0,-73.27606201171875,1.0,1.5017948318160553e-32,0.0,1.0
COL,Species,0,-80.0,-4.241336822509766,75.7586669921875,1.2543795726540634e-33,1.0,0.0,1.0
COL,SocialValue,0,-7.257477760314941,-80.0,-72.74252319335938,1.0,2.5604929455614034e-32,0.0,1.0
COL,SocialValue,0,-6.699045181274414,-80.0,-73.30095672607422,1.0,1.4648696155208502e-32,0.0,1.0
COL,SocialValue,0,-6.863997459411621,-80.0,-73.13600158691406,1.0,1.7275796724917724e-32,0.0,1.0
COL,SocialValue,1,-6.670180797576904,-80.0,-73.32981872558594,1.0,1.4231949612379415e-32,0.0,1.0
COL,SocialValue,0,-6.8521952629089355,-80.0,-73.1478042602539,1.0,1.707309447906193e-32,0.0,1.0
COL,Age,0,-7.627504348754883,-80.0,-72.37249755859375,1.0,3.7070093035208076e-32,0.0,1.0
COL,Fitness,1,-6.605632781982422,-80.0,-73.39436340332031,1.0,1.3342370752507632e-32,0.0,1.0
COL,SocialValue,0,-6.987808704376221,-80.0,-73.01219177246094,1.0,1.9552755731083388e-32,0.0,1.0
COL,SocialValue,0,-7.1138200759887695,-80.0,-72.88617706298828,1.0,2.217866905149828e-32,0.0,1.0
COL,Gender,1,-6.632498741149902,-80.0,-73.36750030517578,1.0,1.3705644057317814e-32,0.0,1.0
COL,Utilitarianism,1,-80.0,-3.184244155883789,76.81575775146484,4.358532392289937e-34,1.0,0.0,1.0
COL,Utilitarianism,0,-80.0,-6.716029167175293,73.28397369384766,1.4899601016287704e-32,1.0,0.0,1.0
COL,Fitness,0,-6.6812896728515625,-80.0,-73.31871032714844,1.0,1.439092493775256e-32,0.0,1.0
COL,Utilitarianism,1,-80.0,-2.6892800331115723,77.31072235107422,2.6569285551903454e-34,1.0,0.0,1.0
COL,Species,0,-80.0,-3.239475727081299,76.7605209350586,4.606057064262051e-34,1.0,0.0,1.0
COL,Gender,1,-6.769226551055908,-80.0,-73.23077392578125,1.0,1.571371901630845e-32,0.0,1.0
COL,Gender,0,-80.0,-4.422178268432617,75.57781982421875,1.503037770155256e-33,1.0,0.0,1.0
COL,Gender,0,-6.839684009552002,-80.0,-73.16031646728516,1.0,1.68608031380393e-32,0.0,1.0
COL,SocialValue,0,-7.411561489105225,-80.0,-72.58843994140625,1.0,2.9870401725404713e-32,0.0,1.0
COL,Gender,0,-6.88094425201416,-80.0,-73.11905670166016,1.0,1.7571026539230557e-32,0.0,1.0
