country,baseline,phenomenon_category,preferred_on_right,p_spare_preferred,n_left,n_right
USA,B2,Fitness,0,1.0,3,3
USA,B2,Species,0,0.0,3,3
USA,B2,SocialValue,0,1.0,3,3
USA,B2,SocialValue,0,1.0,3,3
USA,B2,SocialValue,0,1.0,5,5
USA,B2,SocialValue,1,0.0,2,2
USA,B2,SocialValue,0,1.0,3,3
USA,B2,Age,0,1.0,1,1
USA,B2,Fitness,1,0.0,3,3
USA,B2,SocialValue,0,1.0,4,4
USA,B2,SocialValue,0,1.0,2,2
USA,B2,Gender,1,0.0,5,5
USA,B2,Utilitarianism,1,1.0,4,5
USA,B2,Utilitarianism,0,1.0,4,1
USA,B2,Fitness,0,1.0,4,4
USA,B2,Utilitarianism,1,1.0,2,5
USA,B2,Species,0,0.0,4,4
USA,B2,Gender,1,0.0,3,3
USA,B2,Gender,0,1.0,1,1
USA,B2,Gender,0,1.0,4,4
USA,B2,SocialValue,0,1.0,1,1
USA,B2,Gender,0,1.0,3,3
USA,B2,Gender,1,0.0,5,5
USA,B2,Age,0,1.0,4,4
USA,B2,SocialValue,0,1.0,1,1
USA,B2,Age,1,0.0,3,3
USA,B2,Gender,1,0.0,3,3
USA,B2,SocialValue,1,0.0,5,5
USA,B2,Fitness,0,1.0,4,4
USA,B2,Fitness,0,1.0,2,2
USA,B2,Gender,0,1.0,5,5
USA,B2,Species,0,0.0,1,1
USA,B2,SocialValue,0,1.0,2,2
USA,B2,Fitness,0,1.0,3,3
USA,B2,SocialValue,1,0.0,4,4
USA,B2,Gender,1,0.0,1,1
USA,B2,SocialValue,1,0.0,4,4
USA,B2,Species,0,0.0,5,5
USA,B2,Age,1,0.0,5,5
USA,B2,Gender,1,0.0,1,1
USA,B2,SocialValue,0,1.0,5,5
USA,B2,SocialValue,1,0.0,4,4
USA,B2,Age,1,0.0,2,2
USA,B2,Fitness,1,0.0,4,4
USA,B2,Utilitarianism,1,1.0,2,4
USA,B2,Age,0,1.0,5,5
USA,B2,Age,0,1.0,4,4
USA,B2,Species,0,0.0,2,2
USA,B2,Fitness,0,1.0,5,5
USA,B2,SocialValue,1,0.0,5,5
USA,B2,Gender,0,1.0,2,2
USA,B2,Fitness,0,1.0,5,5
USA,B2,Gender,1,0.0,4,4
USA,B2,SocialValue,0,1.0,2,2
USA,B2,Age,1,0.0,4,4
USA,B2,Fitness,1,0.0,2,2
USA,B2,Utilitarianism,1,1.0,2,3
USA,B2,Age,0,1.0,3,3
USA,B2,Age,1,0.0,4,4
USA,B2,Age,0,1.0,3,3
USA,B2,Age,0,1.0,5,5
USA,B2,Gender,0,1.0,1,1
USA,B2,Gender,0,1.0,1,1
USA,B2,Gender,1,0.0,5,5
USA,B2,Fitness,0,1.0,5,5
USA,B2,Fitness,1,0.0,1,1
USA,B2,Age,0,1.0,2,2
USA,B2,SocialValue,0,1.0,3,3
USA,B2,Gender,1,0.0,5,5
USA,B2,SocialValue,0,1.0,1,1
USA,B2,Gender,0,1.0,1,1
USA,B2,Species,1,1.0,2,2
USA,B2,Age,0,1.0,5,5
USA,B2,SocialValue,1,0.0,5,5
USA,B2,SocialValue,1,0.0,1,1
USA,B2,Fitness,1,0.0,5,5
USA,B2,SocialValue,1,0.0,4,4
USA,B2,Gender,0,1.0,3,3
USA,B2,Gender,0,1.0,1,1
USA,B2,Age,0,1.0,3,3
USA,B2,Fitness,1,0.0,3,3
USA,B2,Age,1,0.0,2,2
USA,B2,Gender,0,1.0,4,4
USA,B2,Gender,1,0.0,2,2
USA,B2,SocialValue,1,0.0,1,1
USA,B2,Age,1,0.0,3,3
USA,B2,SocialValue,1,0.0,3,3
USA,B2,Gender,0,1.0,4,4
USA,B2,Age,0,1.0,3,3
USA,B2,Fitness,1,0.0,2,2
USA,B2,Species,0,0.0,1,1
USA,B2,Gender,0,1.0,5,5
USA,B2,SocialValue,0,1.0,5,5
USA,B2,Utilitarianism,0,0.0,4,2
USA,B2,Fitness,1,0.0,3,3
USA,B2,SocialValue,0,1.0,4,4
USA,B2,Species,0,0.0,2,2
USA,B2,Species,1,1.0,3,3
USA,B2,Fitness,1,0.0,4,4
USA,B2,Fitness,1,0.0,5,5
USA,B2,SocialValue,1,0.0,3,3
USA,B2,SocialValue,1,0.0,4,4
USA,B2,Fitness,1,0.0,1,1
USA,B2,SocialValue,1,0.0,2,2
USA,B2,Species,1,1.0,5,5
USA,B2,SocialValue,1,0.0,3,3
USA,B2,Gender,0,1.0,3,3
USA,B2,Fitness,0,1.0,3,3
USA,B2,SocialValue,1,0.0,5,5
USA,B2,Gender,1,0.0,5,5
USA,B2,SocialValue,1,0.0,1,1
USA,B2,SocialValue,0,1.0,2,2
USA,B2,Age,1,0.0,5,5
USA,B2,Gender,1,0.0,4,4
USA,B2,Fitness,0,1.0,4,4
USA,B2,Gender,0,1.0,5,5
USA,B2,Species,1,1.0,1,1
USA,B2,Fitness,1,0.0,3,3
USA,B2,SocialValue,1,0.0,5,5
USA,B2,Gender,1,0.0,2,2
USA,B2,Gender,0,1.0,4,4
USA,B2,SocialValue,1,0.0,4,4
USA,B2,Fitness,1,0.0,1,1
USA,B2,Gender,0,1.0,5,5
USA,B2,Gender,1,0.0,5,5
USA,B2,Fitness,0,1.0,1,1
USA,B2,Age,0,1.0,5,5
USA,B2,Utilitarianism,0,1.0,5,1
USA,B2,Utilitarianism,0,1.0,4,3
USA,B2,Age,1,0.0,1,1
USA,B2,Age,1,0.0,2,2
USA,B2,Age,0,1.0,1,1
USA,B2,Utilitarianism,1,0.0,3,4
USA,B2,Gender,1,0.0,2,2
USA,B2,SocialValue,1,0.0,2,2
USA,B2,Fitness,1,0.0,5,5
USA,B2,Age,1,0.0,4,4
USA,B2,Gender,1,0.0,2,2
USA,B2,Gender,0,1.0,3,3
USA,B2,Age,0,1.0,4,4
USA,B2,Gender,1,0.0,4,4
USA,B2,Fitness,1,0.0,5,5
USA,B2,Fitness,1,0.0,1,1
USA,B2,Fitness,0,1.0,3,3
USA,B2,Age,1,0.0,1,1
USA,B2,Fitness,0,1.0,3,3
USA,B2,Species,1,1.0,1,1
USA,B2,Gender,1,0.0,2,2
USA,B2,Age,0,1.0,4,4
USA,B2,Age,0,1.0,3,3
USA,B2,Gender,0,1.0,4,4
USA,B2,Age,0,1.0,3,3
USA,B2,Fitness,0,1.0,4,4
USA,B2,Gender,1,0.0,1,1
USA,B2,SocialValue,0,1.0,2,2
USA,B2,SocialValue,1,0.0,3,3
USA,B2,SocialValue,1,0.0,3,3
USA,B2,Fitness,1,0.0,5,5
USA,B2,Gender,1,0.0,2,2
USA,B2,Utilitarianism,0,0.0,5,2
USA,B2,Gender,1,0.0,1,1
USA,B2,Gender,1,0.0,4,4
USA,B2,Fitness,0,1.0,2,2
USA,B2,Age,0,1.0,1,1
USA,B2,SocialValue,1,0.0,1,1
USA,B2,Age,1,0.0,3,3
USA,B2,SocialValue,0,1.0,1,1
USA,B2,Age,1,0.0,5,5
USA,B2,Gender,1,0.0,1,1
USA,B2,Species,1,1.0,4,4
USA,B2,SocialValue,0,1.0,1,1
USA,B2,SocialValue,0,1.0,1,1
USA,B2,Age,0,1.0,5,5
USA,B2,Gender,0,1.0,2,2
USA,B2,Fitness,1,0.0,1,1
USA,B2,Gender,1,0.0,3,3
USA,B2,Age,0,1.0,4,4
USA,B2,SocialValue,0,1.0,1,1
USA,B2,SocialValue,0,1.0,1,1
USA,B2,Age,1,0.0,1,1
USA,B2,Age,0,1.0,2,2
USA,B2,Fitness,1,0.0,3,3
USA,B2,SocialValue,0,1.0,2,2
USA,B2,SocialValue,0,1.0,5,5
USA,B2,Age,1,0.0,1,1
USA,B2,Gender,0,1.0,5,5
USA,B2,SocialValue,0,1.0,5,5
USA,B2,Utilitarianism,0,1.0,3,2
USA,B2,Gender,1,0.0,1,1
USA,B2,Age,1,0.0,3,3
USA,B2,Species,1,1.0,5,5
USA,B2,Fitness,0,1.0,2,2
USA,B2,Fitness,0,1.0,1,1
USA,B2,Gender,0,1.0,1,1
USA,B2,Age,0,1.0,2,2
USA,B2,Fitness,0,1.0,3,3
USA,B2,Gender,1,0.0,4,4
USA,B2,Age,1,0.0,5,5
USA,B2,SocialValue,1,0.0,5,5
USA,B2,SocialValue,0,1.0,5,5
USA,B2,SocialValue,1,0.0,4,4
USA,B2,Gender,0,1.0,2,2
USA,B2,Fitness,0,1.0,2,2
USA,B2,Age,1,0.0,4,4
USA,B2,Fitness,0,1.0,1,1
USA,B2,Species,0,0.0,3,3
USA,B2,Utilitarianism,1,1.0,1,4
USA,B2,Age,0,1.0,1,1
USA,B2,Utilitarianism,1,1.0,1,2
USA,B2,SocialValue,1,0.0,3,3
USA,B2,Fitness,0,1.0,2,2
USA,B2,Species,1,1.0,4,4
USA,B2,Gender,0,1.0,3,3
USA,B2,SocialValue,0,1.0,3,3
USA,B2,Age,0,1.0,2,2
USA,B2,Gender,0,1.0,5,5
USA,B2,Age,1,0.0,2,2
USA,B2,Fitness,1,0.0,4,4
USA,B2,Gender,0,1.0,2,2
USA,B2,SocialValue,1,0.0,4,4
USA,B2,Age,1,0.0,2,2
USA,B2,Gender,1,0.0,1,1
