model,method,country,align_n_criteria,align_mis,align_jsd,align_cosine_sim,align_pearson_r,align_pearson_p,align_spearman_rho,align_spearman_p,align_mae,align_rmse,flip_rate,n_scenarios,final_delta_country,final_alpha_h,mean_reliability_r,mean_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,std_reliability_r,std_bootstrap_var,mean_positional_bias,utilitarianism_slope_hat,utilitarianism_slope_n
unsloth/Phi-3.5-mini-instruct,baseline_vanilla,USA,6,0.6447812916237478,0.16611335353511558,-0.6298531665394845,-0.6298531665394845,0.18015635326273388,-0.6,0.20799999999999982,23.13848725606329,26.323086002847656,,310,,,,,,,,,,,,0
unsloth/Phi-3.5-mini-instruct,EXP-24-PHI35_MINI_dual_pass,USA,6,0.5787736434766089,0.11012722854547773,-0.37999694503508913,-0.37999694503508913,0.45743992074728634,-0.028571428571428574,0.9571545189504373,18.839734921813307,23.62833505148669,0.19032258064516128,310,1.0350435587732967,0.9279215377612339,0.9769543227058572,0.001019403265547497,0.5459349777429334,0.5427400200597702,0.5192356662404153,0.05423207338055368,0.002901564296584471,-0.5154233870967742,-0.033835299417451004,20
unsloth/Phi-3.5-mini-instruct,baseline_vanilla,GBR,6,0.6541161681357427,0.16786488069447073,-0.6293606244613282,-0.6293606244613281,0.18060229726739088,-0.6,0.20799999999999982,23.410307073909724,26.704180740618977,,310,,,,,,,,,,,,0
unsloth/Phi-3.5-mini-instruct,EXP-24-PHI35_MINI_dual_pass,GBR,6,0.5880785843130265,0.11354961999836996,-0.39193811712710097,-0.39193811712710086,0.44219670680629863,-0.028571428571428574,0.9571545189504373,19.503125608145705,24.00820767042018,0.2,310,0.9865556813089642,0.9279215377612339,0.9768749607678582,0.0009975221592484593,0.5459332139261307,0.5406131257933955,0.517729526565921,0.049817212970195396,0.0023269774496448023,-0.5154233870967742,-0.03599093973173988,20
unsloth/Phi-3.5-mini-instruct,baseline_vanilla,DEU,6,0.5692271608568606,0.15548630110010384,0.01479037306331337,0.014790373063313376,0.9778160581400606,-0.08571428571428573,0.8717434402332361,20.84422145272512,23.238601530541178,,310,,,,,,,,,,,,0
unsloth/Phi-3.5-mini-instruct,EXP-24-PHI35_MINI_dual_pass,DEU,6,0.55474224097196,0.14624004450692243,-0.403141802504899,-0.403141802504899,0.42804726690386047,-0.3142857142857143,0.5440932944606414,18.713092096918334,22.647257152489505,0.20967741935483872,310,-0.9615534034039195,0.9279215377612339,0.9106469714378485,0.005003543879003289,0.6060802574119261,0.6030417198135006,0.5815870684962119,0.16179355268824874,0.012476668970912255,-1.242842741935484,-0.04672916979692718,20
unsloth/Phi-3.5-mini-instruct,baseline_vanilla,ARG,6,0.7696997855366844,0.24148608625458168,-0.5585772469239765,-0.5585772469239764,0.2492745654771916,-0.2571428571428572,0.6227871720116618,23.955488469536302,31.42286216157534,,310,,,,,,,,,,,,0
unsloth/Phi-3.5-mini-instruct,EXP-24-PHI35_MINI_dual_pass,ARG,6,0.6454016407628084,0.15870848830711146,-0.4981735618969131,-0.498173561896913,0.3145572417266956,-0.3714285714285715,0.46847813411078715,20.4978070655618,26.348411650398877,0.16774193548387098,310,2.0787791511167715,0.9279215377612339,0.8769950435060122,0.011210408648272982,0.6185092735675073,0.6156760286900305,0.5938880568550479,0.21748861164824226,0.047599691110342165,0.07923387096774194,-0.08208326990342044,20
unsloth/Phi-3.5-mini-instruct,baseline_vanilla,BRA,6,0.5313198528884198,0.09458045713585982,-0.6201003062880633,-0.6201003062880632,0.18907138653116384,-0.8285714285714287,0.04156268221574334,17.998078431286668,21.691042163120855,,310,,,,,,,,,,,,0
unsloth/Phi-3.5-mini-instruct,EXP-24-PHI35_MINI_dual_pass,BRA,6,0.6487490268232612,0.1733511084398023,-0.7426394122423231,-0.7426394122423232,0.09082863685774145,-0.7142857142857143,0.1107871720116617,22.408595980548622,26.485068114069115,0.2032258064516129,310,-0.6574513011630987,0.9279215377612339,0.9103400735310979,0.0054098392409948175,0.5881926043379692,0.591566627640878,0.5665033604829542,0.16951933887928916,0.015128804324597405,-10.038155241935485,-0.008829349214981191,20
unsloth/Phi-3.5-mini-instruct,baseline_vanilla,MEX,6,0.7824280831397681,0.24034959272518652,-0.525962613390622,-0.5259626133906221,0.28380635305056784,-0.2571428571428572,0.6227871720116618,24.64128907906536,31.942492735272754,,310,,,,,,,,,,,,0
unsloth/Phi-3.5-mini-instruct,EXP-24-PHI35_MINI_dual_pass,MEX,6,0.662182835281235,0.15894746418776448,-0.49353200517493323,-0.49353200517493334,0.3198077351018498,-0.3714285714285715,0.46847813411078715,21.44246171482861,27.033501047807796,0.14838709677419354,310,2.0725273599588294,0.9279215377612339,0.8712117523010053,0.009573893658366514,0.6247407549811947,0.6138817055571464,0.5959268064268174,0.22242775905151385,0.03246613409202081,0.07923387096774194,-0.08350981365316894,20
unsloth/Phi-3.5-mini-instruct,baseline_vanilla,COL,6,0.7884571128250772,0.2423271766830411,-0.5892438430461293,-0.5892438430461293,0.2184294138805722,-0.3142857142857143,0.5440932944606414,24.063974523345433,32.18862684149109,,310,,,,,,,,,,,,0
