model,method,country,align_n_criteria,align_mis,align_jsd,align_cosine_sim,align_pearson_r,align_pearson_p,align_spearman_rho,align_spearman_p,align_mae,align_rmse,flip_rate,n_scenarios,final_delta_country,final_alpha_h,mean_reliability_r,mean_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,std_reliability_r,std_bootstrap_var,mean_positional_bias,utilitarianism_slope_hat,utilitarianism_slope_n
mistralai/Magistral-Small-2509,baseline_vanilla,USA,6,0.44800457294695656,0.11298301495183262,0.5990416038599822,0.5990416038599822,0.20892088652510768,0.48571428571428577,0.3287230320699709,16.358564472263406,18.289710102558804,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,USA,6,0.3740941930446233,0.04223576666054406,0.7314733600835227,0.7314733600835227,0.09847856887163697,0.8285714285714287,0.04156268221574334,13.989012291470777,15.272331478292584,0.2032258064516129,310,0.3718708236720117,0.9279215377612339,0.9724839108067076,0.001235851442711846,0.4950229831280247,0.4942435602987966,0.4678251837530444,0.06546657309666871,0.0033411380597140493,-0.33664314516129035,-0.04726048177610211,20
mistralai/Magistral-Small-2509,baseline_vanilla,GBR,6,0.4421728628256406,0.110232057692597,0.6278061495150652,0.6278061495150651,0.18201270982777015,0.48571428571428577,0.3287230320699709,16.008923559977305,18.051631533807996,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,GBR,6,0.38368256343074875,0.04841487435192935,0.673733912145322,0.6737339121453219,0.14230889936476632,0.7714285714285715,0.07239650145772594,14.04756773998883,15.663775060139583,0.17096774193548386,310,0.38341541813475744,0.9279215377612339,0.9727995837862254,0.0012122862211499826,0.49841022010772457,0.4949605365914683,0.47026966194952685,0.06086127806143386,0.003249479222555452,-0.3387600806451613,-0.05185841078623428,20
mistralai/Magistral-Small-2509,baseline_vanilla,DEU,6,0.26446247783737165,0.06752023023664008,0.5813361843627488,0.5813361843627489,0.2262275165662505,0.48571428571428577,0.3287230320699709,9.748275943093306,10.796635446894422,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,DEU,6,0.34450202435145927,0.04513123298362953,0.7244662424855456,0.7244662424855457,0.10341917408092502,0.7714285714285715,0.07239650145772594,12.006036323048894,14.064236250282336,0.1967741935483871,310,0.2320980898340998,0.9279215377612339,0.9635643356900944,0.0017240974649052334,0.5466713470797385,0.5451804466785923,0.5222232326384514,0.08667354772847677,0.004879211840555058,-0.19420362903225807,0.03982495671509669,20
mistralai/Magistral-Small-2509,baseline_vanilla,ARG,6,0.36416357874313976,0.09523535078515236,0.36682882229851793,0.3668288222985178,0.4744376305502068,0.48571428571428577,0.3287230320699709,12.71773623585077,14.866915847108917,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,ARG,6,0.34222043600042057,0.046370892746677314,0.6006477918307124,0.6006477918307124,0.2073784976492642,0.6,0.20799999999999982,12.407076524449392,13.971090795896952,0.2129032258064516,310,0.20443109125526646,0.9279215377612339,0.9574173126449992,0.0021959297677396437,0.5372451450074872,0.5330058217048645,0.5100685262391644,0.10165925720401724,0.00756695639295205,0.20504032258064517,0.032503381911451745,20
mistralai/Magistral-Small-2509,baseline_vanilla,BRA,6,0.4115232316899662,0.10632811689192277,0.01739512681589556,0.017395126815895553,0.9739099415756686,0.08571428571428573,0.8717434402332361,15.502956972083874,16.80036558235929,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,BRA,6,0.31876247973721844,0.050984524792801786,0.3326200492044204,0.3326200492044204,0.5194698182294096,0.4285714285714286,0.3965014577259474,11.139072616475966,13.013423741674123,0.1967741935483871,310,0.34942021205991003,0.9279215377612339,0.9587139508702971,0.0020254235142989248,0.48580671020092503,0.486998075631357,0.4611610685625384,0.09453187673485974,0.006229988976077535,-0.45015120967741934,0.04163053863584804,20
mistralai/Magistral-Small-2509,baseline_vanilla,MEX,6,0.3487546040361955,0.08982205218170417,0.4846827681621185,0.48468276816211847,0.3299060521649797,0.48571428571428577,0.3287230320699709,12.065994169522616,14.237847088917826,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,MEX,6,0.3326696296740235,0.04025958519427873,0.7066647186429542,0.7066647186429543,0.11644827765477693,0.7142857142857143,0.1107871720116617,12.36824536947625,13.581180760366648,0.2064516129032258,310,0.15934822135163149,0.9279215377612339,0.95757390471004,0.0019450245075440045,0.5291363686323166,0.5204372443499103,0.49991763743662065,0.08638238566304304,0.004407933500448747,0.20682963709677418,0.03886612063098601,20
mistralai/Magistral-Small-2509,baseline_vanilla,COL,6,0.4126831162012749,0.10593599213304747,0.12643212900264897,0.12643212900264894,0.8113623205494475,0.2,0.704,14.035713670811672,16.847717669247025,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,COL,6,0.3686462358791137,0.054646335405862764,0.38586355808157513,0.38586355808157513,0.4499304077051446,0.3142857142857143,0.5440932944606414,12.853250726693597,15.049919558358617,0.2161290322580645,310,0.15707270898316483,0.9279215377612339,0.970245020063442,0.0013486726919409815,0.5134266403413588,0.5190998656134451,0.4917640256304895,0.06960835552333286,0.0036509759065767493,0.20483870967741935,0.03243850287712281,20
mistralai/Magistral-Small-2509,baseline_vanilla,VNM,6,0.32386520529377755,0.08071257051616064,0.5654581734796748,0.5654581734796749,0.24221337088184158,0.7714285714285715,0.07239650145772594,11.691197162862109,13.221741640191272,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,VNM,6,0.3473049287606308,0.05001892989193085,0.5893307768290253,0.5893307768290253,0.21834429608367095,0.7714285714285715,0.07239650145772594,12.32056081646852,14.178664343620127,0.25483870967741934,310,0.16848582394129955,0.9279215377612339,0.950774156778981,0.0025158859838200673,0.548446780539328,0.546450634348777,0.5219406442296121,0.11226351750858893,0.007533457797548683,-0.27532762096774194,0.049044789220805025,20
mistralai/Magistral-Small-2509,baseline_vanilla,MMR,6,0.49616098364261774,0.13004299378103268,0.3377031262062658,0.33770312620626586,0.512701717286945,0.028571428571428574,0.9571545189504373,19.023817178755486,20.25568733669674,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,MMR,6,0.36474356032486616,0.06210463445222278,0.4567341979590123,0.45673419795901243,0.36253747924747637,0.2571428571428572,0.6227871720116618,12.52762143907446,14.890593496032952,0.1935483870967742,310,0.3311865089358152,0.9279215377612339,0.9925142664170283,0.0003030507506674093,0.43272998030147247,0.43154624080465687,0.40664020324906996,0.010973788042270885,0.00045015490465641426,-0.34087701612903226,-0.0598648166991567,20
mistralai/Magistral-Small-2509,baseline_vanilla,THA,6,0.4058152994139236,0.1102379388403424,0.6814580853408093,0.6814580853408094,0.1360423700642437,0.48571428571428577,0.3287230320699709,14.760993439161345,16.5673402229815,,310,,,,,,,,,,,,0
mistralai/Magistral-Small-2509,EXP-24-MAGISTRAL_SMALL_2509_dual_pass,THA,6,0.29485590811857965,0.041010894437482896,0.7384143193474803,0.7384143193474801,0.0936908318625719,0.7714285714285715,0.07239650145772594,10.494325919617818,12.037442042258002,0.17419354838709677,310,0.33989576703171287,0.9279215377612339,0.9917697897099027,0.0003345153299323532,0.44688483361274967,0.44808990306431246,0.42286248817559213,0.013695384146454128,0.0005679816607351988,-0.3423891129032258,-0.055642853174473275,20
