country,method,layer,alpha,phenomenon_category,preferred_on_right,p_spare_preferred,n_left,n_right
IRN,activation_steering,32,1.5,Fitness,0,0.98046875,3,3
IRN,activation_steering,32,1.5,Species,0,0.4375,3,3
IRN,activation_steering,32,1.5,SocialValue,0,0.98828125,3,3
IRN,activation_steering,32,1.5,SocialValue,0,0.984375,3,3
IRN,activation_steering,32,1.5,SocialValue,0,0.73046875,5,5
IRN,activation_steering,32,1.5,SocialValue,1,0.000335693359375,2,2
IRN,activation_steering,32,1.5,SocialValue,0,0.9765625,3,3
IRN,activation_steering,32,1.5,Age,0,0.99609375,1,1
IRN,activation_steering,32,1.5,Fitness,1,0.037353515625,3,3
IRN,activation_steering,32,1.5,SocialValue,0,0.9453125,4,4
IRN,activation_steering,32,1.5,SocialValue,0,0.96875,2,2
IRN,activation_steering,32,1.5,Gender,1,0.0203857421875,5,5
IRN,activation_steering,32,1.5,Utilitarianism,1,0.5,4,5
IRN,activation_steering,32,1.5,Utilitarianism,0,1.0,4,1
IRN,activation_steering,32,1.5,Fitness,0,0.96875,4,4
IRN,activation_steering,32,1.5,Utilitarianism,1,0.04736328125,2,5
IRN,activation_steering,32,1.5,Species,0,0.92578125,4,4
IRN,activation_steering,32,1.5,Gender,1,0.037353515625,3,3
IRN,activation_steering,32,1.5,Gender,0,0.9921875,1,1
IRN,activation_steering,32,1.5,Gender,0,0.9921875,4,4
IRN,activation_steering,32,1.5,SocialValue,0,0.984375,1,1
IRN,activation_steering,32,1.5,Gender,0,1.0,3,3
IRN,activation_steering,32,1.5,Gender,1,0.053466796875,5,5
IRN,activation_steering,32,1.5,Age,0,0.9140625,4,4
IRN,activation_steering,32,1.5,SocialValue,0,0.93359375,1,1
IRN,activation_steering,32,1.5,Age,1,0.0419921875,3,3
IRN,activation_steering,32,1.5,Gender,1,0.000804901123046875,3,3
IRN,activation_steering,32,1.5,SocialValue,1,0.00116729736328125,5,5
IRN,activation_steering,32,1.5,Fitness,0,0.98046875,4,4
IRN,activation_steering,32,1.5,Fitness,0,0.98828125,2,2
IRN,activation_steering,32,1.5,Gender,0,0.94140625,5,5
IRN,activation_steering,32,1.5,Species,0,0.99609375,1,1
IRN,activation_steering,32,1.5,SocialValue,0,0.953125,2,2
IRN,activation_steering,32,1.5,Fitness,0,0.98046875,3,3
IRN,activation_steering,32,1.5,SocialValue,1,9.632110595703125e-05,4,4
IRN,activation_steering,32,1.5,Gender,1,0.0673828125,1,1
IRN,activation_steering,32,1.5,SocialValue,1,0.000553131103515625,4,4
IRN,activation_steering,32,1.5,Species,0,0.5,5,5
IRN,activation_steering,32,1.5,Age,1,0.07568359375,5,5
IRN,activation_steering,32,1.5,Gender,1,0.00193023681640625,1,1
IRN,activation_steering,32,1.5,SocialValue,0,0.89453125,5,5
IRN,activation_steering,32,1.5,SocialValue,1,0.00193023681640625,4,4
IRN,activation_steering,32,1.5,Age,1,0.0006256103515625,2,2
IRN,activation_steering,32,1.5,Fitness,1,0.006683349609375,4,4
