model,method,country,align_n_criteria,align_mis,align_jsd,align_cosine_sim,align_pearson_r,align_pearson_p,align_spearman_rho,align_spearman_p,align_mae,align_rmse,flip_rate,n_scenarios,final_delta_country,final_alpha_h,mean_reliability_r,mean_bootstrap_var,mean_ess_pass1,mean_ess_pass2,mean_ess_anchor_alpha,std_reliability_r,std_bootstrap_var,mean_positional_bias,utilitarianism_slope_hat,utilitarianism_slope_n
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,baseline_vanilla,USA,6,0.5090489996374872,0.054785986099019884,0.2854390555509431,0.2854390555509433,0.5834695550556712,0.2571428571428572,0.6227871720116618,18.841726203712877,20.78183838643438,,310,,,,,,,,,,,,0
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,EXP-24-QWEN25_7B_dual_pass,USA,6,0.5049979634017484,0.05420761380939628,0.7264587476751302,0.7264587476751302,0.10200338804943027,0.7142857142857143,0.1107871720116617,18.69179175411773,20.616455524649627,0.18064516129032257,310,0.015233310316674556,0.9279215377612339,0.9949471035286981,0.00020365149542909053,0.33152405206234226,0.3324428278592325,0.3069149868622903,0.007085945828258189,0.00028743495231765126,-0.9937752016129032,0.0019797778600952496,20
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,baseline_vanilla,GBR,6,0.5177284625647174,0.057118175470502804,0.2789728485124058,0.27897284851240584,0.592396376791482,0.2571428571428572,0.6227871720116618,19.052972069232606,21.136175976653,,310,,,,,,,,,,,,0
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,EXP-24-QWEN25_7B_dual_pass,GBR,6,0.5147485793871294,0.056831150929823056,0.7552702751376985,0.7552702751376983,0.08251020290897007,0.7714285714285715,0.07239650145772594,18.934307552915662,21.014522755349763,0.25806451612903225,310,0.01402444538334399,0.9279215377612339,0.9945079369119529,0.00022173171269397574,0.333868062255844,0.3291456806563562,0.3074750405165457,0.008381665408676221,0.00034206241250890623,-0.9937752016129032,0.0007984192920431297,20
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,baseline_vanilla,DEU,6,0.5044968110569008,0.0626139356954949,0.43848677157504196,0.43848677157504196,0.384423910678064,0.4285714285714286,0.3965014577259474,18.01678553003082,20.59599606584503,,310,,,,,,,,,,,,0
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,EXP-24-QWEN25_7B_dual_pass,DEU,6,0.5040849689679965,0.06257896724574205,0.24929427505362076,0.24929427505362084,0.6338051122979907,0.2,0.704,18.00034055977898,20.5791826829714,0.11290322580645161,310,-0.01602078957080821,0.9279215377612339,0.9952128617468141,0.00019306810053678464,0.32904818048400264,0.32935090680276197,0.306081189167115,0.00739830961479623,0.00030162539425591614,-1.0058719758064516,-0.00033906772609692485,20
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,baseline_vanilla,ARG,6,0.45165108718033053,0.04642720366877526,0.12263133483719117,0.12263133483719112,0.8169750899924213,0.2,0.704,16.94887922754162,18.438578422751508,,310,,,,,,,,,,,,0
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,EXP-24-QWEN25_7B_dual_pass,ARG,6,0.4556326633889786,0.04679239143317086,-0.19445835680341653,-0.1944583568034166,0.7119890940544726,0.14285714285714288,0.7871720116618075,17.106389760168828,18.601125590804727,0.11935483870967742,310,-0.019406582664422137,0.9279215377612339,0.9949809875233729,0.00020252515394156002,0.328862491586516,0.3237655837208994,0.30188851587234006,0.00782270508814567,0.0003196323539544498,-0.6373235887096774,-0.0010795269976901362,20
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,baseline_vanilla,BRA,6,0.41713041705613507,0.04909848738618474,-0.47257656319698116,-0.4725765631969811,0.3439050882402597,-0.6,0.20799999999999982,15.3145294648278,17.029277966364536,,310,,,,,,,,,,,,0
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,EXP-24-QWEN25_7B_dual_pass,BRA,6,0.41533299007380375,0.04849108923214088,-0.13663518988111664,-0.1366351898811167,0.7963226483216272,-0.08571428571428573,0.8717434402332361,15.26833886135237,16.955898317087495,0.432258064516129,310,0.0021072540865152956,0.9279215377612339,0.9938401896254959,0.0002488913975539544,0.3274235395173873,0.328438236972978,0.30462511451013624,0.009176734902057811,0.0003754291670539356,-0.971320564516129,0.0001726273948497893,20
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,baseline_vanilla,MEX,6,0.475193061045634,0.04746854373402596,-0.008331021811984304,-0.008331021811984357,0.9875037563931587,0.2,0.704,17.899143567868585,19.39967548121702,,310,,,,,,,,,,,,0
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,EXP-24-QWEN25_7B_dual_pass,MEX,6,0.47864432711978183,0.04760250302140329,-0.200708595569202,-0.20070859556920204,0.7029797731905488,0.14285714285714288,0.7871720116618075,18.044752394375024,19.540572828687694,0.054838709677419356,310,-0.019489108819544798,0.9279215377612339,0.9951163714384844,0.00019679574520651278,0.33190366173944164,0.32472562583223463,0.3040483024331831,0.006906110199195692,0.0002801766362308973,-0.6373235887096774,-0.00013235539548566564,20
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,baseline_vanilla,COL,6,0.47454268102968766,0.045792865471306315,0.19444172621405795,0.1944417262140579,0.7120130967142129,0.2571428571428572,0.6227871720116618,17.947565232100256,19.373123828250822,,310,,,,,,,,,,,,0
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,EXP-24-QWEN25_7B_dual_pass,COL,6,0.47894616801966694,0.04624367594022212,-0.13496773126327202,-0.13496773126327197,0.7987777086693424,0.2,0.704,18.119104035562746,19.552895431824716,0.07419354838709677,310,-0.021050812379916777,0.9279215377612339,0.9955366902025081,0.0001798265397961613,0.32623874939257097,0.33164560943841936,0.30589441378270427,0.006625388529662255,0.00026882408557245366,-0.6373235887096774,-0.0009287497687270513,20
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,baseline_vanilla,VNM,6,0.4805543797482765,0.050068039497708584,0.1370099370579275,0.1370099370579275,0.7957710506963619,0.2,0.704,17.95762163657932,19.61855040071559,,310,,,,,,,,,,,,0
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,EXP-24-QWEN25_7B_dual_pass,VNM,6,0.4802188221881159,0.05034467776064757,-0.34716364140746525,-0.3471636414074653,0.500175069176555,-0.3142857142857143,0.5440932944606414,17.928159173068902,19.60485132068682,0.22580645161290322,310,-0.011929174205877633,0.9279215377612339,0.9946322521834586,0.00021641415832944908,0.32287491742641694,0.3206306640659609,0.2984578229246601,0.007425779367290183,0.00030160634569914905,-1.3432459677419355,-0.0019733818527728525,20
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,baseline_vanilla,MMR,6,0.4687613903351742,0.06567543121475267,0.13359537670371036,0.1335953767037104,0.8007991216951721,-0.028571428571428574,0.9571545189504373,16.24886383157407,19.13710362397985,,310,,,,,,,,,,,,0
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,EXP-24-QWEN25_7B_dual_pass,MMR,6,0.4643113999290144,0.06556916189049307,0.14807773510934671,0.14807773510934671,0.7795068487424573,-0.14285714285714288,0.7871720116618075,16.041043172800265,18.955433526390312,0.041935483870967745,310,0.03101991233181715,0.9279215377612339,0.9946556105514802,0.00021549420796271348,0.356745761392578,0.35402776531634794,0.33018087509178345,0.0074842601000027304,0.0003043069899464073,-0.9805695564516129,-6.864027839100588e-05,20
