method,country,n_scenarios,elapsed_sec,mis,jsd,pearson_r,mae,rmse
swa_dpbr_no_cap,USA,440,39.920130252838135,0.3654348683769683,0.08343579968066095,0.6546247739439222,12.833692886620236,14.918816029078412
swa_dpbr_no_cap,GBR,440,38.52620315551758,0.38674238523166315,0.08471878994464137,0.6169209011488709,11.969367409718748,15.788691762074318
swa_dpbr_no_cap,DEU,440,38.71593475341797,0.30777431080945394,0.06656789309831868,0.7963948110916766,9.625089984552007,12.56483362366532
swa_dpbr_no_cap,ARG,440,38.77374839782715,0.4238544737242963,0.08360900983217191,-0.003430328563483354,14.143607967531755,17.30378643034043
swa_dpbr_no_cap,BRA,440,38.2379195690155,0.29734707350406925,0.06506037750140016,0.543898853676159,11.668290056661114,12.139143443246889
swa_dpbr_no_cap,MEX,440,38.34805130958557,0.4352852691721577,0.06334422864948619,0.3192748135249651,15.371515319186258,17.770446700363582
swa_dpbr_no_cap,COL,440,37.179977893829346,0.47688149042137473,0.08530491869732819,-0.2581817583534249,16.110336116050963,19.46860532183853
swa_dpbr_no_cap,VNM,440,43.00863981246948,0.45420023938468534,0.08992220713993657,0.505183344148996,14.907045381239975,18.542647125707514
swa_dpbr_no_cap,MMR,440,36.37999987602234,0.31158969427793937,0.06000888652193373,0.6536641501789202,9.342671615077757,12.72059600151265
swa_dpbr_no_cap,THA,440,33.6889488697052,0.4135379745857527,0.0607877284537979,0.013062457479145072,14.183820929784366,16.8826171166522
swa_dpbr_no_cap,MYS,440,36.26296615600586,0.4351421881797291,0.06044734552410208,-0.20739744218748807,15.40513810725084,17.7646054433079
swa_dpbr_no_cap,IDN,440,36.1256160736084,0.31568026835518953,0.049189498957511124,0.7367787537136531,11.01133087242304,12.887592988917966
swa_dpbr_no_cap,CHN,440,38.085373401641846,0.2942067945339993,0.019945434648513283,0.9508361865838485,11.40061817969026,12.010942091135824
swa_dpbr_no_cap,JPN,440,44.00184965133667,0.2470976814525461,0.03901048678013359,0.7671068582010397,8.648528106709938,10.087720603058612
swa_dpbr_no_cap,BGD,440,34.16672086715698,0.4524053090281028,0.05928320152289157,0.12275843171244513,16.156645922026538,18.469369400749862
swa_dpbr_no_cap,IRN,440,49.871450662612915,0.5477666564223631,0.08263484606845317,-0.6654314073103207,18.565482399921624,22.362480105753594
swa_dpbr_no_cap,SRB,440,35.646759271621704,0.48778772644560764,0.06569883349888121,-0.1760888516960889,17.302122549604107,19.913850543067383
swa_dpbr_no_cap,ROU,440,37.263328075408936,0.48691722682094374,0.06119781328680617,0.002636803236315485,17.49088108126602,19.87831254470553
swa_dpbr_no_cap,KGZ,440,35.69768214225769,0.4665735477773153,0.06537167519088301,0.06147768007430972,16.37908327115183,19.047785325574853
swa_dpbr_no_cap,ETH,440,34.13970065116882,0.49581299761105446,0.07895593942762526,0.32237531247641443,15.744629537047656,20.241480866447638
