country,method,layer,alpha,phenomenon_category,preferred_on_right,p_spare_preferred,n_left,n_right
CHN,activation_steering,32,1.5,Fitness,0,0.96875,3,3
CHN,activation_steering,32,1.5,Species,0,5.029141902923584e-07,3,3
CHN,activation_steering,32,1.5,SocialValue,0,0.796875,3,3
CHN,activation_steering,32,1.5,SocialValue,0,0.9140625,3,3
CHN,activation_steering,32,1.5,SocialValue,0,0.89453125,5,5
CHN,activation_steering,32,1.5,SocialValue,1,0.012451171875,2,2
CHN,activation_steering,32,1.5,SocialValue,0,0.953125,3,3
CHN,activation_steering,32,1.5,Age,0,0.90625,1,1
CHN,activation_steering,32,1.5,Fitness,1,0.1826171875,3,3
CHN,activation_steering,32,1.5,SocialValue,0,0.1640625,4,4
CHN,activation_steering,32,1.5,SocialValue,0,0.95703125,2,2
CHN,activation_steering,32,1.5,Gender,1,0.029296875,5,5
CHN,activation_steering,32,1.5,Utilitarianism,1,1.0,4,5
CHN,activation_steering,32,1.5,Utilitarianism,0,0.73046875,4,1
CHN,activation_steering,32,1.5,Fitness,0,0.95703125,4,4
CHN,activation_steering,32,1.5,Utilitarianism,1,1.0,2,5
CHN,activation_steering,32,1.5,Species,0,5.817413330078125e-05,4,4
CHN,activation_steering,32,1.5,Gender,1,0.0419921875,3,3
CHN,activation_steering,32,1.5,Gender,0,0.984375,1,1
CHN,activation_steering,32,1.5,Gender,0,0.92578125,4,4
CHN,activation_steering,32,1.5,SocialValue,0,0.00070953369140625,1,1
CHN,activation_steering,32,1.5,Gender,0,0.8515625,3,3
CHN,activation_steering,32,1.5,Gender,1,0.0673828125,5,5
CHN,activation_steering,32,1.5,Age,0,0.9765625,4,4
CHN,activation_steering,32,1.5,SocialValue,0,0.95703125,1,1
CHN,activation_steering,32,1.5,Age,1,0.2451171875,3,3
CHN,activation_steering,32,1.5,Gender,1,0.04736328125,3,3
CHN,activation_steering,32,1.5,SocialValue,1,0.0140380859375,5,5
CHN,activation_steering,32,1.5,Fitness,0,0.92578125,4,4
CHN,activation_steering,32,1.5,Fitness,0,0.92578125,2,2
CHN,activation_steering,32,1.5,Gender,0,0.8671875,5,5
CHN,activation_steering,32,1.5,Species,0,0.00116729736328125,1,1
CHN,activation_steering,32,1.5,SocialValue,0,0.90625,2,2
CHN,activation_steering,32,1.5,Fitness,0,0.92578125,3,3
CHN,activation_steering,32,1.5,SocialValue,1,0.07568359375,4,4
CHN,activation_steering,32,1.5,Gender,1,0.1328125,1,1
CHN,activation_steering,32,1.5,SocialValue,1,0.0260009765625,4,4
CHN,activation_steering,32,1.5,Species,0,2.905726432800293e-06,5,5
CHN,activation_steering,32,1.5,Age,1,0.1328125,5,5
CHN,activation_steering,32,1.5,Gender,1,0.0849609375,1,1
CHN,activation_steering,32,1.5,SocialValue,0,0.9453125,5,5
CHN,activation_steering,32,1.5,SocialValue,1,0.02294921875,4,4
CHN,activation_steering,32,1.5,Age,1,0.53125,2,2
CHN,activation_steering,32,1.5,Fitness,1,0.119140625,4,4
CHN,activation_steering,32,1.5,Utilitarianism,1,0.96875,2,4
CHN,activation_steering,32,1.5,Age,0,0.94140625,5,5
CHN,activation_steering,32,1.5,Age,0,0.8515625,4,4
CHN,activation_steering,32,1.5,Species,0,2.562999725341797e-06,2,2
CHN,activation_steering,32,1.5,Fitness,0,0.9609375,5,5
CHN,activation_steering,32,1.5,SocialValue,1,0.0203857421875,5,5
CHN,activation_steering,32,1.5,Gender,0,0.97265625,2,2
CHN,activation_steering,32,1.5,Fitness,0,0.92578125,5,5
CHN,activation_steering,32,1.5,Gender,1,0.1328125,4,4
CHN,activation_steering,32,1.5,SocialValue,0,0.95703125,2,2
CHN,activation_steering,32,1.5,Age,1,0.1826171875,4,4
CHN,activation_steering,32,1.5,Fitness,1,0.1826171875,2,2
CHN,activation_steering,32,1.5,Utilitarianism,1,0.99609375,2,3
CHN,activation_steering,32,1.5,Age,0,0.94140625,3,3
CHN,activation_steering,32,1.5,Age,1,0.1640625,4,4
CHN,activation_steering,32,1.5,Age,0,0.8671875,3,3
CHN,activation_steering,32,1.5,Age,0,0.93359375,5,5
CHN,activation_steering,32,1.5,Gender,0,0.87890625,1,1
CHN,activation_steering,32,1.5,Gender,0,0.8671875,1,1
CHN,activation_steering,32,1.5,Gender,1,0.0419921875,5,5
CHN,activation_steering,32,1.5,Fitness,0,0.93359375,5,5
CHN,activation_steering,32,1.5,Fitness,1,0.1640625,1,1
CHN,activation_steering,32,1.5,Age,0,0.9765625,2,2
CHN,activation_steering,32,1.5,SocialValue,0,0.8671875,3,3
CHN,activation_steering,32,1.5,Gender,1,0.037353515625,5,5
CHN,activation_steering,32,1.5,SocialValue,0,0.9765625,1,1
CHN,activation_steering,32,1.5,Gender,0,0.98046875,1,1
CHN,activation_steering,32,1.5,Species,1,1.0,2,2
CHN,activation_steering,32,1.5,Age,0,0.93359375,5,5
CHN,activation_steering,32,1.5,SocialValue,1,0.09521484375,5,5
CHN,activation_steering,32,1.5,SocialValue,1,0.0673828125,1,1
CHN,activation_steering,32,1.5,Fitness,1,0.06005859375,5,5
CHN,activation_steering,32,1.5,SocialValue,1,0.1826171875,4,4
CHN,activation_steering,32,1.5,Gender,0,0.96875,3,3
CHN,activation_steering,32,1.5,Gender,0,0.90625,1,1
CHN,activation_steering,32,1.5,Age,0,0.94140625,3,3
CHN,activation_steering,32,1.5,Fitness,1,0.09521484375,3,3
CHN,activation_steering,32,1.5,Age,1,1.0,2,2
CHN,activation_steering,32,1.5,Gender,0,0.96875,4,4
CHN,activation_steering,32,1.5,Gender,1,0.0179443359375,2,2
CHN,activation_steering,32,1.5,SocialValue,1,0.00860595703125,1,1
CHN,activation_steering,32,1.5,Age,1,0.06005859375,3,3
CHN,activation_steering,32,1.5,SocialValue,1,0.09521484375,3,3
CHN,activation_steering,32,1.5,Gender,0,0.9609375,4,4
CHN,activation_steering,32,1.5,Age,0,0.8515625,3,3
