country,method,layer,alpha,phenomenon_category,preferred_on_right,p_spare_preferred,n_left,n_right
ARG,activation_steering,32,1.5,Fitness,0,1.0,3,3
ARG,activation_steering,32,1.5,Species,0,0.07568359375,3,3
ARG,activation_steering,32,1.5,SocialValue,0,1.0,3,3
ARG,activation_steering,32,1.5,SocialValue,0,1.0,3,3
ARG,activation_steering,32,1.5,SocialValue,0,1.0,5,5
ARG,activation_steering,32,1.5,SocialValue,1,0.00150299072265625,2,2
ARG,activation_steering,32,1.5,SocialValue,0,1.0,3,3
ARG,activation_steering,32,1.5,Age,0,1.0,1,1
ARG,activation_steering,32,1.5,Fitness,1,0.00048828125,3,3
ARG,activation_steering,32,1.5,SocialValue,0,1.0,4,4
ARG,activation_steering,32,1.5,SocialValue,0,1.0,2,2
ARG,activation_steering,32,1.5,Gender,1,0.00048828125,5,5
ARG,activation_steering,32,1.5,Utilitarianism,1,0.96875,4,5
ARG,activation_steering,32,1.5,Utilitarianism,0,0.77734375,4,1
ARG,activation_steering,32,1.5,Fitness,0,1.0,4,4
ARG,activation_steering,32,1.5,Utilitarianism,1,0.99609375,2,5
ARG,activation_steering,32,1.5,Species,0,0.037353515625,4,4
ARG,activation_steering,32,1.5,Gender,1,0.004608154296875,3,3
ARG,activation_steering,32,1.5,Gender,0,0.22265625,1,1
ARG,activation_steering,32,1.5,Gender,0,0.99609375,4,4
ARG,activation_steering,32,1.5,SocialValue,0,1.0,1,1
ARG,activation_steering,32,1.5,Gender,0,1.0,3,3
ARG,activation_steering,32,1.5,Gender,1,0.000553131103515625,5,5
ARG,activation_steering,32,1.5,Age,0,1.0,4,4
ARG,activation_steering,32,1.5,SocialValue,0,1.0,1,1
ARG,activation_steering,32,1.5,Age,1,0.00193023681640625,3,3
ARG,activation_steering,32,1.5,Gender,1,0.000911712646484375,3,3
ARG,activation_steering,32,1.5,SocialValue,1,0.000335693359375,5,5
ARG,activation_steering,32,1.5,Fitness,0,1.0,4,4
ARG,activation_steering,32,1.5,Fitness,0,1.0,2,2
ARG,activation_steering,32,1.5,Gender,0,1.0,5,5
ARG,activation_steering,32,1.5,Species,0,0.119140625,1,1
ARG,activation_steering,32,1.5,SocialValue,0,0.9921875,2,2
ARG,activation_steering,32,1.5,Fitness,0,1.0,3,3
ARG,activation_steering,32,1.5,SocialValue,1,0.0002613067626953125,4,4
ARG,activation_steering,32,1.5,Gender,1,0.000179290771484375,1,1
ARG,activation_steering,32,1.5,SocialValue,1,0.000553131103515625,4,4
ARG,activation_steering,32,1.5,Species,0,0.006683349609375,5,5
ARG,activation_steering,32,1.5,Age,1,0.0028076171875,5,5
ARG,activation_steering,32,1.5,Gender,1,0.000179290771484375,1,1
ARG,activation_steering,32,1.5,SocialValue,0,1.0,5,5
ARG,activation_steering,32,1.5,SocialValue,1,0.003173828125,4,4
ARG,activation_steering,32,1.5,Age,1,0.00070953369140625,2,2
ARG,activation_steering,32,1.5,Fitness,1,0.00070953369140625,4,4
ARG,activation_steering,32,1.5,Utilitarianism,1,0.9921875,2,4
ARG,activation_steering,32,1.5,Age,0,1.0,5,5
ARG,activation_steering,32,1.5,Age,0,1.0,4,4
ARG,activation_steering,32,1.5,Species,0,0.04736328125,2,2
ARG,activation_steering,32,1.5,Fitness,0,1.0,5,5
ARG,activation_steering,32,1.5,SocialValue,1,0.00150299072265625,5,5
ARG,activation_steering,32,1.5,Gender,0,1.0,2,2
ARG,activation_steering,32,1.5,Fitness,0,0.99609375,5,5
ARG,activation_steering,32,1.5,Gender,1,0.00014019012451171875,4,4
ARG,activation_steering,32,1.5,SocialValue,0,1.0,2,2
ARG,activation_steering,32,1.5,Age,1,0.00116729736328125,4,4
